	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
pdgfbb	3.04568975115265e-12	0.417923779014047	0.303	0.098	5.93970415269789e-08	MB.1	pdgfbb
ncam1a	3.33989070231441e-12	0.604441261090892	0.966	0.851	6.51345484765356e-08	MB.1	ncam1a
ptprn2	7.36231940962023e-12	0.736986717419304	0.748	0.531	1.43579953126414e-07	MB.1	ptprn2
gria3b	1.12696411305957e-11	0.492628904614469	0.218	0.06	2.19780541328878e-07	MB.1	gria3b
igf2b	2.17939724407006e-11	0.436077901978641	0.378	0.147	4.25026050538543e-07	MB.1	igf2b
arhgap24	1.10591259826078e-10	0.530810742192712	0.328	0.13	2.15675074912818e-06	MB.1	arhgap24
SAMD5	2.47498386456526e-10	0.423605940973554	0.311	0.118	4.82671353267517e-06	MB.1	SAMD5
dock3	2.95764005164739e-10	0.582236631790193	0.319	0.13	5.76798962872275e-06	MB.1	dock3
sulf2a	3.22796595547833e-10	0.518025770547067	0.37	0.155	6.29517920637385e-06	MB.1	sulf2a
pou3f3a	8.06811704349288e-10	0.339213753683182	0.403	0.177	1.57344418582198e-05	MB.1	pou3f3a
mecom	9.94175112464675e-10	0.485241042652621	0.126	0.027	1.93884030432861e-05	MB.1	mecom
amot	2.80148313559867e-09	0.481917858874076	0.706	0.431	5.46345241104454e-05	MB.1	amot
tmem47	1.00623687864867e-08	0.436886825519231	0.454	0.243	0.000196236316074063	MB.1	tmem47
zbtb16b	4.1026901669225e-08	0.477991959646842	0.95	0.77	0.000800106636353225	MB.1	zbtb16b
nova2	4.88560782625642e-08	0.417910989787982	1	0.948	0.000952791238276526	MB.1	nova2
TENM2	5.83878153191106e-08	0.486831256695635	0.227	0.083	0.0011386791743533	MB.1	TENM2
zbtb16a	9.83139158503096e-08	0.390910533059476	1	0.914	0.00191731798691274	MB.1	zbtb16a
gli2a	3.6944231870551e-07	0.366686679277502	0.975	0.878	0.00720486409939486	MB.1	gli2a
lin28a	4.62360371949957e-07	0.48064129560194	0.807	0.652	0.00901695197376807	MB.1	lin28a
znrf3	5.21133444593051e-07	0.414373507275787	0.941	0.82	0.0101631444364537	MB.1	znrf3
fzd7a	5.54840550121778e-07	0.314425641362535	0.437	0.245	0.0108205004084749	MB.1	fzd7a
crb2a	8.64126130604685e-07	0.465706496620651	0.58	0.376	0.0168521877990526	MB.1	crb2a
ephb2b	8.69258233305694e-07	0.418763177873788	0.513	0.305	0.0169522740659276	MB.1	ephb2b
jag2b	9.53540651184211e-07	0.42188520593886	0.933	0.836	0.0185959497793945	MB.1	jag2b
bmpr1ba	1.13724553381066e-06	0.28656520320454	0.622	0.371	0.0221785624003754	MB.1	bmpr1ba
tet3	1.17040319890628e-06	0.511360230924063	0.874	0.702	0.0228252031850702	MB.1	tet3
mpp5a	1.29340976310585e-06	0.575949180945032	0.605	0.431	0.0252240772000902	MB.1	mpp5a
eml1	1.35958624176789e-06	0.36089599470157	0.336	0.169	0.0265146508869575	MB.1	eml1
plxna1a	1.54303322358845e-06	0.545146309370151	0.706	0.579	0.0300922339264219	MB.1	plxna1a
gphna	1.54478392372166e-06	0.32785208526095	0.445	0.254	0.0301263760804198	MB.1	gphna
nav2b	1.78166958875583e-06	0.403602215142744	0.588	0.379	0.0347461203199162	MB.1	nav2b
pbx4	2.02723388816627e-06	0.347353177886061	0.933	0.831	0.0395351152870186	MB.1	pbx4
robo1	2.10376897385777e-06	0.408448193558191	0.983	0.877	0.0410277025281743	MB.1	robo1
foxp4	2.12387573057571e-06	0.30899574533501	0.958	0.89	0.0414198244976875	MB.1	foxp4
vwa7	2.15772794596078e-06	0.33002132940246	0.319	0.158	0.0420800104021271	MB.1	vwa7
tet2	3.51120296219334e-06	0.461023470327971	0.689	0.532	0.0684754801686946	MB.1	tet2
zfhx4	4.25430489145591e-06	0.40531237864865	0.824	0.646	0.0829674539931732	MB.1	zfhx4
fgfr3	6.25475602502731e-06	0.752404924244494	0.655	0.533	0.121980252000083	MB.1	fgfr3
arhgap21a	7.56061367135314e-06	0.304063011764747	0.639	0.428	0.147447087818729	MB.1	arhgap21a
plpp3	7.71601259705183e-06	0.40553448988251	0.546	0.366	0.150477677667705	MB.1	plpp3
fsta	1.01584529905559e-05	0.438319507868237	0.336	0.181	0.198110150221821	MB.1	fsta
ptpn13	1.67967409739862e-05	0.284894859167916	0.832	0.692	0.327570042474678	MB.1	ptpn13
jak1	1.83821718637286e-05	0.565379684101718	0.521	0.369	0.358489115686434	MB.1	jak1
epha4b	1.89963858131324e-05	0.385883863541841	0.731	0.536	0.370467516127708	MB.1	epha4b
cxadr	1.9573214360545e-05	0.337563726183426	0.782	0.614	0.381716826459349	MB.1	cxadr
mex3b	2.03739200555748e-05	0.34247766551333	0.546	0.373	0.397332188923819	MB.1	mex3b
marcksl1a	2.28061883502864e-05	0.325471331716133	0.63	0.438	0.444766285207286	MB.1	marcksl1a
adgrl2a	2.36002533634905e-05	0.317672598499653	0.95	0.858	0.460252141094792	MB.1	adgrl2a
dennd5a	3.81902561387967e-05	0.392328663398304	0.605	0.428	0.744786375218813	MB.1	dennd5a
iffo2a	4.2365025854685e-05	0.305459800131313	0.294	0.159	0.826202734218067	MB.1	iffo2a
zgc:77158	5.17037736822325e-05	0.455934535279805	0.521	0.361	1	MB.1	zgc:77158
robo2.1	7.07599381471872e-05	0.291940002548541	0.277	0.146	1	MB.1	robo2.1
hs3st3b1b	7.8010757462543e-05	0.421336974594637	0.664	0.501	1	MB.1	hs3st3b1b
si:ch211-286o17.1	7.85392233449064e-05	0.494998696367827	0.529	0.359	1	MB.1	si:ch211-286o17.1
lmo3	8.51060623752028e-05	0.307222659460959	0.42	0.256	1	MB.1	lmo3
zgc:158463	8.51549932022095e-05	0.284708373069951	1	1	1	MB.1	zgc:158463
rasal2	8.8943288473543e-05	0.33993176567772	0.849	0.791	1	MB.1	rasal2
marcksl1b	9.38783721568022e-05	0.282738604916526	0.58	0.42	1	MB.1	marcksl1b
plp1a	0.000100272306954558	0.315405804034631	0.689	0.509	1	MB.1	plp1a
zgc:92107	0.000111115043322283	0.302045364667933	0.689	0.53	1	MB.1	zgc:92107
celsr1b	0.000119026722660614	0.326491274274449	0.782	0.654	1	MB.1	celsr1b
gli1	0.000136759969165937	0.260879298049599	0.445	0.288	1	MB.1	gli1
nrarpb	0.000143859573586722	0.35190431026675	0.445	0.303	1	MB.1	nrarpb
ccnd1	0.000154826921306159	0.36905527809748	0.807	0.73	1	MB.1	ccnd1
rybpb	0.000193272772757142	0.262631763084044	0.345	0.206	1	MB.1	rybpb
nav2a	0.000201083250710524	0.3370646944403	0.571	0.422	1	MB.1	nav2a
ccnd2a	0.000217621591980344	0.308930459676299	0.462	0.325	1	MB.1	ccnd2a
cemip2	0.000311551286614686	0.274470988932926	0.664	0.533	1	MB.1	cemip2
sdc4	0.000328401298648348	0.285588953417081	0.639	0.477	1	MB.1	sdc4
tmc5	0.000366718459976819	0.254710287913386	0.336	0.203	1	MB.1	tmc5
si:dkey-244a7.1	0.00039434265705086	0.349697521828321	0.471	0.336	1	MB.1	si:dkey-244a7.1
mdka	0.000455212512423964	0.320949132880403	0.664	0.512	1	MB.1	mdka
ptch1	0.000497150577589907	0.413606483899269	0.613	0.532	1	MB.1	ptch1
sema5ba	0.000506629919155823	0.251750912432842	0.681	0.508	1	MB.1	sema5ba
sox3	0.000566727665775232	0.326351866353402	0.496	0.367	1	MB.1	sox3
chrm4a	0.000710868843227024	0.255362165985221	0.261	0.151	1	MB.1	chrm4a
ripor1	0.000878842745174522	0.260324415334724	0.714	0.588	1	MB.1	ripor1
sesn1	0.000890600791080996	0.266418962221678	0.244	0.142	1	MB.1	sesn1
gpc4	0.000908908041438945	0.283044887743531	0.731	0.633	1	MB.1	gpc4
cldn5a	0.000921253136677256	0.272735937562178	0.588	0.458	1	MB.1	cldn5a
atf3	0.000921644504863968	0.547353180723067	0.395	0.274	1	MB.1	atf3
svild	0.000928371258445405	0.429271500816774	0.429	0.325	1	MB.1	svild
sugt1	0.00101647025395523	0.272903353180629	0.429	0.298	1	MB.1	sugt1
abcb5	0.00109334214779813	0.322711039556568	0.403	0.269	1	MB.1	abcb5
si:ch211-214c7.4	0.00113969480253443	0.256527333785912	0.429	0.301	1	MB.1	si:ch211-214c7.4
camk2g1	0.00124307923441155	0.262145454408771	0.681	0.547	1	MB.1	camk2g1
cachd1	0.00128474552494412	0.320867289059658	0.832	0.782	1	MB.1	cachd1
stat3	0.00138513531535697	0.263737327347972	0.706	0.557	1	MB.1	stat3
msi1	0.00150168946204703	0.272357284319364	0.866	0.776	1	MB.1	msi1
cbx7a	0.00253168542719583	0.379016845887449	0.261	0.166	1	MB.1	cbx7a
hsp90aa1.2	0.00278907676539681	0.421945464283157	0.487	0.364	1	MB.1	hsp90aa1.2
fbxo5	0.00280221860541355	0.267040783457437	0.546	0.431	1	MB.1	fbxo5
cenpf	0.00313783433907005	0.304018222049816	0.496	0.38	1	MB.1	cenpf
bcor	0.00328926898619175	0.256092459618071	0.429	0.307	1	MB.1	bcor
lrp2a	0.00369497967014555	0.25069792717269	0.782	0.723	1	MB.1	lrp2a
ranbp3b	0.00449482381406778	0.257959028810458	0.605	0.494	1	MB.1	ranbp3b
c4b	0.00507429479699933	0.265983468251854	0.303	0.2	1	MB.1	c4b
brdt	0.00526379638190522	0.283601816639084	0.723	0.648	1	MB.1	brdt
sfrp5	0.00544778546405922	0.353288938894905	0.235	0.145	1	MB.1	sfrp5
nr2f2	0.00616709851170539	0.267021107221877	0.471	0.361	1	MB.1	nr2f2
hs2st1b	0.00640400883457383	0.294260358481449	0.504	0.395	1	MB.1	hs2st1b
rbbp6	0.00670934767739186	0.266730194806525	0.723	0.693	1	MB.1	rbbp6
xylt1	0.00988470850965324	0.251169297814649	0.639	0.547	1	MB.1	xylt1
six7	9.00250052261054e-106	1.11099876374892	0.408	0.012	1.75566765191951e-101	MB.2	six7
lhx5	1.93361515193333e-93	0.820361838012343	0.324	0.007	3.77093626930038e-89	MB.2	lhx5
nr2e1	9.5573050964608e-65	0.59530485252567	0.366	0.019	1.86386563991179e-60	MB.2	nr2e1
arxb	2.62477756947434e-36	0.424838376999584	0.197	0.01	5.11884121598885e-32	MB.2	arxb
emx3	1.1097920257505e-34	0.479467591997554	0.211	0.013	2.16431640861862e-30	MB.2	emx3
otx2a1	2.04345279352007e-34	0.771881901214849	0.465	0.067	3.98514163792284e-30	MB.2	otx2a
ek11	4.9005461271577e-34	1.50621719534148	0.761	0.209	9.55704505718294e-30	MB.2	ek1
six3b	1.07633379895802e-33	0.251564951872335	0.141	0.005	2.09906617472793e-29	MB.2	six3b
vcana	1.43135935177511e-31	0.927675069402354	0.451	0.071	2.79143700783182e-27	MB.2	vcana
fezf2	5.33796692907494e-29	0.343784784309957	0.155	0.008	1.0410103105082e-24	MB.2	fezf2
si:ch211-285f17.1	4.18236400782053e-27	1.17789690934226	0.817	0.301	8.15644628805159e-23	MB.2	si:ch211-285f17.1
vasna	8.8573953860434e-27	0.451364671509771	0.31	0.038	1.72736924818618e-22	MB.2	vasna
pdgfaa	7.30368330921934e-25	0.60884825723277	0.423	0.076	1.42436431896396e-20	MB.2	pdgfaa
shisa2a	1.99881008661587e-22	0.638813112675974	0.296	0.043	3.89807943091826e-18	MB.2	shisa2a
cntn3b	3.25663624242181e-22	0.314331310723388	0.183	0.016	6.35109199997102e-18	MB.2	cntn3b
stra61	4.26853638277803e-22	1.09416355450145	0.394	0.076	8.3244996536937e-18	MB.2	stra6
sox5	1.17273174076389e-21	1.3029912482561	0.648	0.226	2.28706144083774e-17	MB.2	sox5
pax6a	7.27391507535407e-20	0.931730237854739	0.746	0.267	1.41855891799555e-15	MB.2	pax6a
si:ch211-263k4.2	7.49613586294116e-20	1.01771149406358	0.31	0.055	1.46189641599079e-15	MB.2	si:ch211-263k4.2
epha2b	7.79024716447217e-19	1.13577974362227	0.746	0.34	1.51925400201536e-14	MB.2	epha2b
pde1a	1.06311088512059e-18	0.61954553204948	0.31	0.056	2.07327884816217e-14	MB.2	pde1a
lhx2b	9.90674487274491e-18	0.254255289691993	0.113	0.007	1.93201338508271e-13	MB.2	lhx2b
efnb2b	1.182848493956e-17	1.00689458278414	0.845	0.429	2.30679113291299e-13	MB.2	efnb2b
hs6st1a	1.36750793257946e-16	0.965131546818971	0.817	0.433	2.66691397011646e-12	MB.2	hs6st1a
tcf7l21	1.41419411088461e-16	1.20179321520545	0.676	0.277	2.75796135504717e-12	MB.2	tcf7l2
pag1	1.4234311441232e-16	0.840800844825012	0.563	0.193	2.77597541726907e-12	MB.2	pag1
frem2b	2.40532941239062e-16	0.337990727457514	0.211	0.03	4.69087342004419e-12	MB.2	frem2b
igdcc3	3.26997314750983e-16	0.641313816215729	0.465	0.13	6.37710163227367e-12	MB.2	igdcc3
rbp51	4.26721876171808e-15	0.551600342668251	0.31	0.068	8.3219300291026e-11	MB.2	rbp5
rorca	6.55958402024356e-15	0.383193168868192	0.197	0.029	1.2792500756279e-10	MB.2	rorca
FP102911.1	1.72628808719866e-14	0.37370562104889	0.239	0.043	3.36660702765483e-10	MB.2	FP102911.1
epha4a	1.90314240871412e-14	0.619378220105254	0.831	0.393	3.71150832547428e-10	MB.2	epha4a
zfpm2b1	2.59422561926056e-13	0.513126194853616	0.254	0.051	5.05925880268195e-09	MB.2	zfpm2b
fgfr31	3.66839258185441e-13	0.897050541613363	0.901	0.528	7.15409921313248e-09	MB.2	fgfr3
ptprub	8.507037111732e-13	0.663135111602145	0.521	0.197	1.65904237752997e-08	MB.2	ptprub
otx2b1	2.12022033095714e-12	0.369712678368187	0.239	0.049	4.13485368943262e-08	MB.2	otx2b
gpc6a	2.25028562163064e-12	0.710970600054693	0.648	0.305	4.38850701930408e-08	MB.2	gpc6a
large2	2.9229941305779e-12	0.787702956243125	0.746	0.394	5.70042315345303e-08	MB.2	large2
tenm3	4.19552071610819e-12	0.892124378994758	0.845	0.604	8.18210450055419e-08	MB.2	tenm3
plxdc2	8.03124630801166e-12	0.712170461524656	0.887	0.606	1.56625365498843e-07	MB.2	plxdc2
p3h2	1.35032456914357e-11	0.592841155767876	0.423	0.137	2.63340297474378e-07	MB.2	p3h2
adamts18	3.56202028847687e-11	0.591567756596982	0.352	0.108	6.9466519665876e-07	MB.2	adamts18
zfhx41	3.06946915027334e-10	0.697656886444251	0.873	0.648	5.98607873686307e-06	MB.2	zfhx4
pappab	3.13095885508262e-10	0.841569543005763	0.507	0.212	6.10599595918212e-06	MB.2	pappab
sema3gb	3.67240632574505e-10	0.645009415059984	0.549	0.237	7.16192681646799e-06	MB.2	sema3gb
tiam1a	4.65626217149628e-10	0.737165516961304	0.761	0.465	9.08064248685205e-06	MB.2	tiam1a
zic1	5.2228285095819e-10	0.256807609602412	0.211	0.046	1.01855601593866e-05	MB.2	zic1
epha7	6.93015539792232e-10	0.549097652034821	0.845	0.456	1.35151890570281e-05	MB.2	epha7
pdgfaa.1	7.11573224156668e-10	0.562404220833482	0.239	0.061	1.38771010175033e-05	MB.2	pdgfaa.1
pou2f2a.1	1.10315223555787e-09	0.600343210319236	0.465	0.189	2.15136748978495e-05	MB.2	pou2f2a.1
pkdcca	1.38352538529423e-09	0.336330746470305	0.479	0.178	2.6981512064008e-05	MB.2	pkdcca
si:ch211-269k10.2	1.56299396049809e-09	0.519961748618082	0.662	0.336	3.04815082176338e-05	MB.2	si:ch211-269k10.2
ndst2b1	1.96121240557046e-09	0.8877849099024	0.606	0.314	3.8247564333435e-05	MB.2	ndst2b
nhsl2	3.65538137415356e-09	0.285869275900046	0.239	0.062	7.12872475587428e-05	MB.2	nhsl2
epha2a	3.82858856283731e-09	0.505272180183702	0.761	0.411	7.46651341524532e-05	MB.2	epha2a
foxn3	5.02156475396802e-09	0.436033198286211	0.296	0.093	9.79305558318842e-05	MB.2	foxn3
zgc:771581	5.73787855341608e-09	0.659073896236118	0.634	0.361	0.00011190010754872	MB.2	zgc:77158
pcdh17	1.66523354129288e-08	0.860171232759468	0.31	0.106	0.000324753845222938	MB.2	pcdh17
unc5b	2.42874313395988e-08	0.463835749571376	0.775	0.432	0.000473653485984855	MB.2	unc5b
amot1	3.19050194149007e-08	0.682772181066679	0.732	0.435	0.000622211688629393	MB.2	amot
fgfr4	4.31572793980384e-08	0.649164857781539	0.592	0.344	0.000841653262820545	MB.2	fgfr4
dact1	7.46168959408081e-08	0.280497715647513	0.169	0.039	0.00145517870463764	MB.2	dact1
camkmt	7.98247362094196e-08	0.480808855994567	0.366	0.143	0.0015567420055561	MB.2	camkmt
chrd	8.78083076317456e-08	0.270466562464291	0.423	0.168	0.0017124376154343	MB.2	chrd
ston2	1.41825522868248e-07	0.465933599876128	0.394	0.166	0.00276588134697658	MB.2	ston2
epha3	2.54654683203436e-07	0.528798491115091	0.211	0.061	0.0049662756318334	MB.2	epha3
met	4.80930401155467e-07	0.599283099859867	0.338	0.136	0.00937910468333391	MB.2	met
afdna	6.48299168436169e-07	0.533182475367429	0.93	0.8	0.0126431303828422	MB.2	afdna
grin2db	7.80851026102282e-07	0.27096161095191	0.127	0.027	0.0152281567110467	MB.2	grin2db
tjp2b	1.14453579150624e-06	0.377160221300988	0.282	0.104	0.0223207370059547	MB.2	tjp2b
tnfrsf19	1.26471470488887e-06	0.545523969155003	0.535	0.299	0.0246644661747428	MB.2	tnfrsf19
her6	1.80101351277336e-06	0.487644332833223	0.366	0.156	0.0351233655261061	MB.2	her6
si:dkey-274m17.3	3.6341450804644e-06	0.307660537700834	0.211	0.068	0.0708730973592168	MB.2	si:dkey-274m17.3
wnt7ba	4.29980253165038e-06	0.289704157833055	0.225	0.077	0.0838547489722457	MB.2	wnt7ba
man1a1	5.1995433552961e-06	0.396249321693638	0.324	0.14	0.101401494514985	MB.2	man1a1
traf4a	5.53484777893885e-06	0.525182473685223	0.296	0.12	0.107940601384866	MB.2	traf4a
sipa1l2	5.79946883111679e-06	0.490761816612991	0.817	0.653	0.11310124114444	MB.2	sipa1l2
cachd11	8.57857275762556e-06	0.612331188044827	0.944	0.779	0.167299325919214	MB.2	cachd1
si:dkey-240h12.3	8.59127474266064e-06	0.384842906087285	0.239	0.089	0.167547040031368	MB.2	si:dkey-240h12.3
prom1a	8.70437420725908e-06	0.326609640501825	0.268	0.104	0.169752705789967	MB.2	prom1a
si:ch211-222l21.1	8.85492075642944e-06	0.45241188439235	0.986	0.889	0.172688664591887	MB.2	si:ch211-222l21.1
ptprn21	9.0813508231927e-06	0.537249555726393	0.761	0.535	0.177104503753904	MB.2	ptprn2
ctnnb1	1.04573471112279e-05	0.452320690558554	0.831	0.651	0.203939183363167	MB.2	ctnnb1
fgfr21	1.07743760016664e-05	0.423763468436409	0.944	0.813	0.210121880784498	MB.2	fgfr2
otx11	1.21492267910916e-05	0.32771983296976	0.225	0.081	0.236934220879869	MB.2	otx1
sdc2	1.27136153229243e-05	0.313561360049535	0.521	0.283	0.247940926027669	MB.2	sdc2
chmp6b	1.37773261970272e-05	0.501481569741569	0.338	0.16	0.268685415494424	MB.2	chmp6b
pbx3b	1.58981381433188e-05	0.402865548124042	0.408	0.199	0.310045490071004	MB.2	pbx3b
wnt8b	2.095825345996e-05	0.311398074232763	0.408	0.193	0.40872785897614	MB.2	wnt8b
plxnb1a1	2.90859311291046e-05	0.318766519180795	0.451	0.229	0.567233828879797	MB.2	plxnb1a
ZNF423	3.12335316442713e-05	0.318986026303561	0.761	0.478	0.609116334126579	MB.2	ZNF423
si:dkey-112m2.1	3.14344063211786e-05	0.446425793646098	0.197	0.069	0.613033792075624	MB.2	si:dkey-112m2.1
pax6b	3.74736563995297e-05	0.553485782757617	0.437	0.236	0.730811247103628	MB.2	pax6b
syne1b1	3.75621285107733e-05	0.280852816743493	0.296	0.127	0.732536630217101	MB.2	syne1b
sema3aa	3.87720088160506e-05	0.353845654073156	0.31	0.138	0.756131715930619	MB.2	sema3aa
gabbr1a	4.61472871074753e-05	0.25656500142843	0.183	0.063	0.899964393169983	MB.2	gabbr1a
lamb1a	4.85055457489523e-05	0.273832609463962	0.423	0.217	0.945955153196067	MB.2	lamb1a
SEMA4F	5.20928158004427e-05	0.363201693680726	0.451	0.249	1	MB.2	SEMA4F
mycn	5.38149919570471e-05	0.549169204865846	0.549	0.344	1	MB.2	mycn
zfpm2a	5.93540578343055e-05	0.310446382318414	0.225	0.089	1	MB.2	zfpm2a
gdf11	5.96350878612078e-05	0.445995543707105	0.437	0.238	1	MB.2	gdf11
tle3b	6.0779895128051e-05	0.418541430722224	0.549	0.341	1	MB.2	tle3b
fgfrl1a	0.000106954178805909	0.419003244808719	0.31	0.147	1	MB.2	fgfrl1a
dvl3b	0.000132010003078518	0.300587891267155	0.38	0.201	1	MB.2	dvl3b
efnb3a	0.000142435392191101	0.417255004941825	0.423	0.243	1	MB.2	efnb3a
rspo2	0.000153585240066743	0.286808632443849	0.197	0.077	1	MB.2	rspo2
adgrl2a1	0.000171571699800445	0.393765778217793	0.972	0.859	1	MB.2	adgrl2a
mdka1	0.000179644409279914	0.524549018113733	0.69	0.514	1	MB.2	mdka
dennd5a1	0.000182475539159824	0.349187488477034	0.648	0.431	1	MB.2	dennd5a
fbrsl1	0.000190245045312226	0.385835813931631	0.521	0.329	1	MB.2	fbrsl1
iffo2a1	0.000204788244752497	0.254127933649186	0.324	0.161	1	MB.2	iffo2a
hsp70l	0.000255638726299175	0.501920107438943	0.239	0.108	1	MB.2	hsp70l
zbtb16b1	0.000258553095266156	0.340255013521568	0.93	0.775	1	MB.2	zbtb16b
slc35f1	0.000260407915987333	0.265433580416672	0.268	0.124	1	MB.2	slc35f1
canx	0.00026713764701436	0.342122639873149	0.704	0.557	1	MB.2	canx
gli2a1	0.00027128897963204	0.326731866540012	0.944	0.881	1	MB.2	gli2a
zgc:110158	0.000331308454226018	0.395547263095627	0.845	0.729	1	MB.2	zgc:110158
crb2a1	0.000428504910423103	0.671745126550512	0.549	0.381	1	MB.2	crb2a
raver2	0.000434355415255331	0.377381168533945	0.254	0.124	1	MB.2	raver2
slc38a2	0.000473828594276324	0.469190015248145	0.521	0.341	1	MB.2	slc38a2
gli3	0.000478404103104453	0.389134996954638	0.958	0.878	1	MB.2	gli3
aff2	0.000571942026544993	0.430621671428306	0.62	0.442	1	MB.2	aff2
kank1a	0.000610151498118595	0.417294396470473	0.366	0.202	1	MB.2	kank1a
jam3b	0.000781035899186191	0.285411709789227	0.634	0.467	1	MB.2	jam3b
alcama	0.000855729638933485	0.343863321833637	0.225	0.104	1	MB.2	alcama
her2	0.000865982095321172	0.742938142140544	0.38	0.237	1	MB.2	her2
emc2	0.00102034656391403	0.319493015839167	0.549	0.358	1	MB.2	emc2
hsp90ab1	0.00123362635717929	0.459549774693962	0.93	0.819	1	MB.2	hsp90ab1
marcksl1a1	0.00133515872128573	0.292808401813246	0.648	0.442	1	MB.2	marcksl1a
kiz	0.00161936784538808	0.314999284576708	0.38	0.233	1	MB.2	kiz
ror2	0.00162088680526653	0.256975452664772	0.634	0.457	1	MB.2	ror2
il12rb2l	0.00166173477251782	0.262380835686863	0.239	0.12	1	MB.2	il12rb2l
foxp41	0.00174616871915688	0.423524948460638	0.944	0.892	1	MB.2	foxp4
igf1ra	0.0019652116245222	0.400794198104347	0.775	0.712	1	MB.2	igf1ra
si:ch73-364h19.11	0.00202095494414673	0.365616032061694	0.352	0.212	1	MB.2	si:ch73-364h19.1
adam10a	0.00214540749771124	0.257044751367424	0.352	0.208	1	MB.2	adam10a
nav2a1	0.00225632907284874	0.321663817897022	0.606	0.424	1	MB.2	nav2a
jag2b1	0.0025348681061346	0.357886705295457	0.93	0.838	1	MB.2	jag2b
fosab	0.00281959417478799	0.390516509674051	0.493	0.33	1	MB.2	fosab
zgc:171772	0.00307755585540144	0.336951584723284	0.789	0.666	1	MB.2	zgc:171772
plxna1a1	0.00329883987496927	0.347349352873667	0.732	0.581	1	MB.2	plxna1a
zic2b	0.00355068669109646	0.287103828115428	0.451	0.28	1	MB.2	zic2b
bmp1a	0.00378169468488522	0.286581468570403	0.31	0.175	1	MB.2	bmp1a
eif3ea	0.0037834016167309	0.277987572665754	0.746	0.622	1	MB.2	eif3ea
