	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
dok4	4.03789608746527e-106	1.46707276764066	0.593	0.046	7.22298852125787e-102	Placode.1	dok4
ahnak	9.26967345152188e-105	1.51541697295788	0.829	0.124	1.65815918700823e-100	Placode.1	ahnak
hpgd	2.54834164728074e-104	0.987407496069544	0.479	0.022	4.55847353865578e-100	Placode.1	hpgd
dnase1l4.1	4.60325048768108e-104	1.25292609544161	0.679	0.07	8.23429447236391e-100	Placode.1	dnase1l4.1
lama5	1.32907045961186e-103	2.66589477076029	0.979	0.246	2.37744123815369e-99	Placode.1	lama5
tagln2	2.23993580852349e-98	1.3344405217443	0.579	0.05	4.00679717428683e-94	Placode.1	tagln2
zgc:86896	5.10989159402742e-98	0.739097186433674	0.414	0.015	9.14057408339625e-94	Placode.1	zgc:86896
ppap2d	1.59386301315577e-97	1.10289743572407	0.5	0.031	2.85110215793305e-93	Placode.1	ppap2d
tfap2c	1.21435181924081e-94	1.70067796354513	0.843	0.145	2.17223253425796e-90	Placode.1	tfap2c
zgc:92360	1.72681196395952e-92	0.617196495373858	0.386	0.013	3.0889212411308e-88	Placode.1	zgc:92360
ptk2bb	3.18501020824866e-92	0.667447082332845	0.364	0.011	5.6973462605152e-88	Placode.1	ptk2bb
adam28	1.34424184459734e-91	0.932674763391118	0.429	0.021	2.40457981161571e-87	Placode.1	adam28
itga6b	3.04361934674925e-90	1.17703218286168	0.636	0.071	5.44442628746505e-86	Placode.1	itga6b
cyp2y3	7.763927142879e-90	0.616159137985457	0.357	0.011	1.3888112873182e-85	Placode.1	cyp2y3
sh3d21	1.8619957933359e-89	0.644319838669715	0.357	0.011	3.33073807511926e-85	Placode.1	sh3d21
fmo5	1.62167257146877e-87	1.3070488651003	0.693	0.101	2.90084789584333e-83	Placode.1	fmo5
mmp30	2.3672926242235e-87	0.84068544229023	0.429	0.023	4.234613046211e-83	Placode.1	mmp30
nbeal2	1.40728595198194e-86	0.930542244732772	0.471	0.032	2.51735311090529e-82	Placode.1	nbeal2
map3k15	6.12634630774645e-86	0.868235795091866	0.443	0.027	1.09588082752969e-81	Placode.1	map3k15
krt4	2.21795578660639e-85	0.748136345309455	0.4	0.019	3.96747931108152e-81	Placode.1	krt4
iqgap1	1.82720624495781e-83	1.18819803898551	0.671	0.095	3.26850653098052e-79	Placode.1	iqgap1
camk2d1	2.6288123979898e-83	0.881042484128513	0.493	0.038	4.70241961752416e-79	Placode.1	camk2d1
sema3b	2.86967227291862e-82	0.611381283843429	0.314	0.008	5.13326976179683e-78	Placode.1	sema3b
itpr3	8.26821115491476e-82	1.12298037953903	0.65	0.089	1.47901761139115e-77	Placode.1	itpr3
prss12	2.19817910387025e-80	0.741782768495379	0.4	0.022	3.9321027810031e-76	Placode.1	prss12
satb2	5.23866574011675e-79	0.601160224036209	0.371	0.018	9.37092527592084e-75	Placode.1	satb2
fat2	1.00998192979583e-77	1.31594841402856	0.764	0.139	1.80665567601879e-73	Placode.1	fat2
padi2	2.91661556824029e-75	0.546211448881313	0.321	0.012	5.21724192846823e-71	Placode.1	padi2
sult2st1	4.66278259548282e-74	0.55316420952308	0.321	0.013	8.34078550679967e-70	Placode.1	sult2st1
trpm6	9.52471320558593e-73	0.676513451457158	0.407	0.029	1.70378069821521e-68	Placode.1	trpm6
cdh1	5.41450684031441e-72	1.34532746654237	0.886	0.229	9.68546983595442e-68	Placode.1	cdh1
vgll4l	6.00786384730875e-72	0.565378611832916	0.329	0.015	1.07468668500659e-67	Placode.1	vgll4l
serpinh1a	1.42707248986336e-70	0.704641025111566	0.4	0.029	2.55274726986757e-66	Placode.1	serpinh1a
zyx	1.85607562728318e-70	1.41050002825625	0.736	0.167	3.32014808208416e-66	Placode.1	zyx
ecrg4b	3.82668443631834e-70	0.559460844192103	0.314	0.013	6.84517311968625e-66	Placode.1	ecrg4b
grhl2b	4.74506790442944e-69	1.2307889490844	0.686	0.118	8.48797746744338e-65	Placode.1	grhl2b
rras2	5.26974899874322e-68	1.32199058167882	0.707	0.142	9.42652700895188e-64	Placode.1	rras2
cyt1	7.34686654117801e-68	0.44236100958769	0.286	0.01	1.31420748688592e-63	Placode.1	cyt1
ppfibp2b	1.60118491175081e-67	0.879723654823706	0.479	0.052	2.86419957013985e-63	Placode.1	ppfibp2b
pawr	3.90631625577876e-67	1.1497618091019	0.643	0.11	6.98761851833705e-63	Placode.1	pawr
myh9b	1.57417286523277e-65	1.16225917859178	0.636	0.116	2.81588042132839e-61	Placode.1	myh9b
bin2b	5.81674109642757e-65	0.48626562554741	0.314	0.016	1.04049864732896e-60	Placode.1	bin2b
bmp2b	2.11515388822066e-64	0.963325832133347	0.529	0.072	3.78358727524912e-60	Placode.1	bmp2b
sdr16c5a	4.44928270446281e-64	0.790555962669973	0.429	0.042	7.95887690174308e-60	Placode.1	sdr16c5a
ank3a	5.38548687970448e-64	0.841604649101122	0.371	0.028	9.63355893041537e-60	Placode.1	ank3a
cfl1l	1.42500933352226e-63	0.458294968431041	0.257	0.008	2.54905669580462e-59	Placode.1	cfl1l
si:ch211-242b18.1	2.09783861623321e-63	1.20762379396829	0.721	0.162	3.75261371671796e-59	Placode.1	si:ch211-242b18.1
tmem154	8.10521648945607e-63	0.410956495203905	0.229	0.005	1.4498611256339e-58	Placode.1	tmem154
itprid1	1.00828213920845e-62	0.386675785594233	0.229	0.005	1.80361509061608e-58	Placode.1	itprid1
mfge8b	2.8468058771038e-61	1.17183206720697	0.671	0.147	5.09236635296329e-57	Placode.1	mfge8b
dgkzb	3.85232496832395e-61	0.940565695237268	0.564	0.088	6.89103890333788e-57	Placode.1	dgkzb
alcama	4.66726916313293e-61	1.34448023658366	0.821	0.215	8.34881107901219e-57	Placode.1	alcama
nuak1a	1.11201224220622e-60	0.657904020283813	0.393	0.035	1.98916749885849e-56	Placode.1	nuak1a
bcam	1.53565904483473e-60	1.75766794212996	0.921	0.363	2.74698689940036e-56	Placode.1	bcam
b3gnt2b	2.62903704911933e-60	0.757843419330841	0.5	0.065	4.70282147346466e-56	Placode.1	b3gnt2b
tmsb1	1.80131764140622e-59	0.485589643893643	0.271	0.012	3.22219699694744e-55	Placode.1	tmsb1
pcdh19	6.48004630306336e-59	1.70120434180324	1	0.718	1.15915068269197e-54	Placode.1	pcdh19
pdzrn3b	1.31996355082594e-58	1.4251699744304	0.743	0.195	2.36115079971745e-54	Placode.1	pdzrn3b
slit2	1.93859083687282e-58	1.16218644081558	0.721	0.16	3.46775128899811e-54	Placode.1	slit2
dock5	5.22339121500581e-56	0.896735010730036	0.471	0.065	9.3436022054024e-52	Placode.1	dock5
nfatc3a	7.27709876970182e-56	0.977992069325684	0.5	0.075	1.30172742792426e-51	Placode.1	nfatc3a
dennd2da	7.4007746232032e-56	0.801703562913577	0.429	0.051	1.32385056459859e-51	Placode.1	dennd2da
cd9b	2.2195358045775e-55	0.576429145459321	0.357	0.032	3.97030564722823e-51	Placode.1	cd9b
rnf130	2.32242288631487e-55	1.18033444673122	0.65	0.145	4.15435005904004e-51	Placode.1	rnf130
sema4e	1.21196280850701e-54	0.351629592621037	0.243	0.01	2.16795907185734e-50	Placode.1	sema4e
capn8	1.80220476599478e-54	0.666395688949336	0.343	0.03	3.22378388541147e-50	Placode.1	capn8
si:dkey-240h12.4	4.52819684072469e-54	0.655438458752844	0.364	0.035	8.10003850868833e-50	Placode.1	si:dkey-240h12.4
CABZ01088428.1	5.0152784452524e-54	0.928975543310808	0.55	0.1	8.97133008286749e-50	Placode.1	CABZ01088428.1
rock2b.1	6.75970012496893e-54	1.06220757603247	0.743	0.209	1.20917515835444e-49	Placode.1	rock2b.1
epcam	1.69617728631858e-52	0.9045336965706	0.571	0.107	3.03412192976668e-48	Placode.1	epcam
si:ch211-132p1.3	3.34870784697815e-52	0.36806758590185	0.207	0.006	5.99016859667452e-48	Placode.1	si:ch211-132p1.3
atp8b1	3.81868134175335e-52	0.54231276293452	0.293	0.02	6.83085718412839e-48	Placode.1	atp8b1
smad6b	5.21677750767708e-52	1.51570475016319	0.836	0.327	9.33177160573276e-48	Placode.1	smad6b
fn1a	7.1178132451481e-52	1.45747904217906	0.871	0.304	1.27323443329209e-47	Placode.1	fn1a
palm3	7.75310939656575e-52	0.601516342450217	0.3	0.022	1.38687620885768e-47	Placode.1	palm3
pfn1	8.56982159733599e-52	0.455251713231126	0.286	0.019	1.53296968733146e-47	Placode.1	pfn1
smad1	1.60105455775326e-51	0.961652329972064	0.6	0.127	2.86396639290903e-47	Placode.1	smad1
cnn2	3.2911626596774e-51	0.794920617046204	0.479	0.076	5.88723176563094e-47	Placode.1	cnn2
ssbp3a	3.62567620971951e-51	1.11452462904535	0.6	0.128	6.48560960394625e-47	Placode.1	ssbp3a
dag1	1.35791048232022e-50	1.58259101070214	0.979	0.655	2.42903027077441e-46	Placode.1	dag1
src	2.54868817480738e-50	0.638304831057164	0.357	0.037	4.55909340709544e-46	Placode.1	src
elf1	1.00442854277677e-49	0.99709734909596	0.679	0.17	1.79672177731909e-45	Placode.1	elf1
si:ch211-199g17.2	2.25219589739423e-49	1.44980274334564	0.65	0.165	4.0287280212588e-45	Placode.1	si:ch211-199g17.2
hephl1a	3.46047418770753e-49	0.977065018464924	0.571	0.123	6.19009622697122e-45	Placode.1	hephl1a
adora2aa	3.81865479283121e-49	0.567429685662128	0.307	0.026	6.83080969341648e-45	Placode.1	adora2aa
stx2b	4.10943460062568e-48	0.48067016265389	0.279	0.02	7.35095661359921e-44	Placode.1	stx2b
gna15.1	1.04375431716239e-47	0.325391937175979	0.171	0.003	1.86706772254008e-43	Placode.1	gna15.1
plecb	1.23754032677187e-47	0.436736460393811	0.257	0.017	2.21371213652953e-43	Placode.1	plecb
phactr4a	1.281399678737e-47	1.18062518566498	0.7	0.207	2.29216774532475e-43	Placode.1	phactr4a
cdc42ep3	6.86619991682117e-47	0.332616414792815	0.157	0.002	1.22822584112097e-42	Placode.1	cdc42ep3
ppp1r9alb	1.57804492574248e-46	0.396596456113048	0.207	0.009	2.82280676316815e-42	Placode.1	ppp1r9alb
apoeb	2.48378322744673e-46	1.27761688109496	0.886	0.418	4.44299143725671e-42	Placode.1	apoeb
vsir	2.08872954781123e-45	0.639106689461768	0.379	0.05	3.73631941512474e-41	Placode.1	vsir
pde4ba	2.49397876837695e-45	0.652346570437988	0.279	0.023	4.46122922087269e-41	Placode.1	pde4ba
plcd1b	2.77704612915084e-44	0.705297223965661	0.486	0.085	4.96758011582503e-40	Placode.1	plcd1b
pak2a	3.25974016351033e-44	1.11837995005824	0.743	0.266	5.83102320448728e-40	Placode.1	pak2a
pdlim1	5.48949771763195e-44	0.636384242177504	0.4	0.059	9.81961351730004e-40	Placode.1	pdlim1
col18a1a	9.70302577119973e-44	1.33194021028908	1	0.676	1.73567724995221e-39	Placode.1	col18a1a
si:ch211-166a6.5	9.77577232475734e-44	0.832416545590768	0.529	0.113	1.74869015345259e-39	Placode.1	si:ch211-166a6.5
lima1a	1.03966295237766e-43	1.01920293988753	0.8	0.274	1.85974908921316e-39	Placode.1	lima1a
bcar1	1.22571800379985e-43	1.18186526796631	0.8	0.311	2.19256436519717e-39	Placode.1	bcar1
zgc:171775	1.27207670843811e-43	0.498086305513321	0.293	0.027	2.2754908160541e-39	Placode.1	zgc:171775
arhgdig	1.79886604210822e-43	0.331842462343195	0.221	0.013	3.21781157612319e-39	Placode.1	arhgdig
si:dkey-239i20.2	2.58208142732537e-43	0.5526848646043	0.286	0.026	4.61882725719962e-39	Placode.1	si:dkey-239i20.2
si:ch211-264f5.6	1.26960771628414e-42	0.679319453132833	0.386	0.055	2.27107428288907e-38	Placode.1	si:ch211-264f5.6
sept12	1.41817480360323e-42	1.36561820538173	0.886	0.505	2.53683108868546e-38	Placode.1	sept12
lamb1a	6.36394715530039e-42	1.23401364322154	0.95	0.585	1.13838286714013e-37	Placode.1	lamb1a
znf385a	7.17363345727804e-42	0.683545585897489	0.607	0.131	1.2832195528379e-37	Placode.1	znf385a
kctd15a	7.51514531246015e-42	0.75069436839171	0.614	0.155	1.34430919349287e-37	Placode.1	kctd15a
ywhaz	1.07818765485932e-41	0.927570465909933	0.571	0.142	1.92866207701235e-37	Placode.1	ywhaz
sh3gl1a	4.44709885918248e-41	0.337899677519871	0.171	0.006	7.95497043930561e-37	Placode.1	sh3gl1a
si:ch211-1i11.3	1.13780181827396e-39	0.830580149525084	0.614	0.17	2.03529989252846e-35	Placode.1	si:ch211-1i11.3
klf3	1.48174734750381e-39	0.47928849131998	0.286	0.03	2.65054965521481e-35	Placode.1	klf3
esrp1	2.06798620776091e-39	0.524575298271733	0.429	0.073	3.69921372844271e-35	Placode.1	esrp1
akap12b	6.01725310147341e-39	1.35739430514019	0.857	0.46	1.07636623479156e-34	Placode.1	akap12b
smad7	2.74067601790817e-38	0.97081329666309	0.593	0.165	4.90252126083413e-34	Placode.1	smad7
rps6ka3a	2.83102610526094e-38	0.528858529672008	0.393	0.065	5.06413949709078e-34	Placode.1	rps6ka3a
bcar3	3.69833893868588e-38	1.14128919302855	0.779	0.297	6.61558869352131e-34	Placode.1	bcar3
dspa	5.30462633026243e-38	0.699938378514382	0.407	0.073	9.48891557957344e-34	Placode.1	dspa
ved	1.25107907915097e-37	0.880277621363128	0.507	0.114	2.23793025678525e-33	Placode.1	ved
tspan15	1.83790677821908e-37	0.544095542795523	0.329	0.045	3.2876476448783e-33	Placode.1	tspan15
jupa	7.73387480600551e-37	1.14543144828511	0.743	0.308	1.38343552529826e-32	Placode.1	jupa
cxxc5b	8.16360721256309e-37	0.82510516585144	0.55	0.141	1.46030605818329e-32	Placode.1	cxxc5b
bambia	8.38657547850581e-37	0.722500301962222	0.521	0.122	1.50019062159512e-32	Placode.1	bambia
marcksl1b	9.84310868792801e-37	0.937323000610324	0.621	0.201	1.76073528209656e-32	Placode.1	marcksl1b
alcamb	1.45573220272796e-36	1.10670397621046	0.986	0.716	2.60401376423978e-32	Placode.1	alcamb
ptgs1	1.88134576908521e-36	0.650684664083259	0.421	0.077	3.36535131173962e-32	Placode.1	ptgs1
ywhaqa	7.48476162550855e-36	0.652258213318847	0.493	0.114	1.33887415957097e-31	Placode.1	ywhaqa
slc25a55a	7.79467820198764e-36	0.922607166049253	0.771	0.328	1.39431203677155e-31	Placode.1	slc25a55a
rap1b	1.08011941506238e-35	1.04827376105703	0.807	0.415	1.93211760966358e-31	Placode.1	rap1b
fndc3bb	2.43856434470331e-35	1.10891552426515	0.843	0.454	4.36210389980528e-31	Placode.1	fndc3bb
shroom4	3.20049013672307e-35	1.0439026344497	0.786	0.375	5.72503675657023e-31	Placode.1	shroom4
si:ch211-267e7.3	5.56673657649904e-35	0.944143300287935	0.664	0.246	9.95777838804148e-31	Placode.1	si:ch211-267e7.3
ptpn3	8.8103603686489e-35	0.281815290162849	0.164	0.008	1.57599726274391e-30	Placode.1	ptpn3
si:ch211-129c21.1	1.28767791420853e-34	0.326576963749621	0.193	0.013	2.30339825293622e-30	Placode.1	si:ch211-129c21.1
ARHGEF25	1.30711537806182e-34	0.582326741966435	0.35	0.055	2.33816798827699e-30	Placode.1	ARHGEF25
tiam1b	1.31119998049338e-34	1.09896919384742	0.814	0.388	2.34547452510656e-30	Placode.1	tiam1b
f3a	1.7260357274151e-34	0.420219697076364	0.279	0.034	3.08753270920013e-30	Placode.1	f3a
dlc1	2.62080280696384e-34	0.940737693956699	0.643	0.217	4.68809206109692e-30	Placode.1	dlc1
phldb2b	3.13752004557148e-34	0.829565305141522	0.357	0.062	5.61239585751827e-30	Placode.1	phldb2b
gpc5a	4.71645371384991e-34	0.63108479130118	0.293	0.039	8.43679240333472e-30	Placode.1	gpc5a
asap2b	1.2134204526479e-33	0.295667987230716	0.186	0.013	2.17056650569657e-29	Placode.1	asap2b
arhgap17b	1.54099610380127e-33	0.42847275235996	0.271	0.033	2.75653383047971e-29	Placode.1	arhgap17b
cavin2a	1.12805831673364e-32	0.300381140853745	0.164	0.009	2.01787071697314e-28	Placode.1	cavin2a
pxna	2.23769905000744e-32	0.703481911137859	0.45	0.106	4.00279606065331e-28	Placode.1	pxna
eva1ba	8.81237034052418e-32	0.490975954167144	0.321	0.052	1.57635680651297e-27	Placode.1	eva1ba
ltb4r2a	1.02842962479177e-31	0.35863817298192	0.179	0.013	1.83965491282753e-27	Placode.1	ltb4r2a
gdpd2	1.33566061239041e-31	0.292847468168337	0.179	0.013	2.38922970344396e-27	Placode.1	gdpd2
arhgef25b	5.77930534230863e-31	0.250614690099351	0.114	0.003	1.03380213963217e-26	Placode.1	arhgef25b
sgms1	1.7946622882078e-29	0.787663392895811	0.564	0.182	3.21029190114612e-25	Placode.1	sgms1
plxnb2a.1	2.93168542896158e-29	0.7728911328256	0.557	0.173	5.24419889532648e-25	Placode.1	plxnb2a.1
mapk12a	3.43845889787378e-29	0.414349455700252	0.214	0.023	6.15071527651662e-25	Placode.1	mapk12a
si:dkeyp-9d4.4	8.90204452266772e-29	0.559523259344544	0.357	0.073	1.5923977242148e-24	Placode.1	si:dkeyp-9d4.4
pard6gb	9.74124026827899e-29	1.01610268230364	0.65	0.259	1.74251305918975e-24	Placode.1	pard6gb
capn2a	2.83644442460287e-28	0.271480081228078	0.179	0.015	5.07383178672961e-24	Placode.1	capn2a
ptbp1a	3.74694846127203e-28	0.843888556901838	0.686	0.305	6.70254140752341e-24	Placode.1	ptbp1a
nid2a	4.02670853193185e-28	0.967196744704643	0.771	0.35	7.20297622191969e-24	Placode.1	nid2a
fras1	5.27587139190709e-28	0.99146783757602	0.75	0.341	9.4374787458434e-24	Placode.1	fras1
si:ch211-253b8.5	1.31429126522685e-27	0.430319683771856	0.264	0.04	2.35100421523779e-23	Placode.1	si:ch211-253b8.5
f11r.1	2.31177229511118e-27	0.522573297150236	0.421	0.102	4.13529828149488e-23	Placode.1	f11r.1
adgrg6	2.81009400291326e-27	0.388173237592724	0.221	0.027	5.02669615241125e-23	Placode.1	adgrg6
rarga	4.9511540667261e-27	0.957660152675492	0.779	0.377	8.85662439455965e-23	Placode.1	rarga
id1	6.84021605647584e-27	0.949497088288197	0.929	0.694	1.2235778481824e-22	Placode.1	id1
ctnnd1	1.05246431621187e-26	0.924469400292278	0.814	0.514	1.88264816883978e-22	Placode.1	ctnnd1
lix1	1.68611178787935e-26	0.310014985855682	0.15	0.011	3.01611676615859e-22	Placode.1	lix1
dnmt3bb.1	1.80290296815524e-26	0.887495860457005	0.529	0.176	3.2250328294361e-22	Placode.1	dnmt3bb.1
BX649384.3	3.13313714727788e-26	0.288818573616393	0.2	0.022	5.60455572905068e-22	Placode.1	BX649384.3
rgcc	5.7998626228928e-26	0.33052981322603	0.243	0.035	1.03747942598306e-21	Placode.1	rgcc
fam107b	8.23863867979071e-26	0.82434442588899	0.629	0.257	1.47372768704096e-21	Placode.1	fam107b
atp11a	1.00273637341778e-25	0.628326402764716	0.436	0.12	1.79369482476973e-21	Placode.1	atp11a
sema6e	1.06507437741134e-25	1.01731377454338	0.593	0.229	1.90520504631341e-21	Placode.1	sema6e
tpm3	2.62499593521059e-25	0.928259610021064	0.757	0.428	4.69559272890471e-21	Placode.1	tpm3
ctnna1	3.36629918606727e-25	0.903053678838374	0.879	0.731	6.02163598403713e-21	Placode.1	ctnna1
lrrc8da	6.90054751585551e-25	0.294800760291563	0.236	0.034	1.23436993963623e-20	Placode.1	lrrc8da
stard13b	8.84916966019769e-25	0.565583801839959	0.307	0.061	1.58293946881616e-20	Placode.1	stard13b
lpp	9.05815211471007e-25	1.10165677314742	0.729	0.417	1.62032225027934e-20	Placode.1	lpp
pkp2	1.2804013890259e-24	0.551680138023515	0.314	0.065	2.29038200468952e-20	Placode.1	pkp2
flna	1.69609735180386e-24	0.398542480782227	0.321	0.066	3.03397894290674e-20	Placode.1	flna
si:ch211-263k4.2.1	3.0437321342523e-24	0.350204075971381	0.164	0.016	5.44462804175052e-20	Placode.1	si:ch211-263k4.2.1
igf2a	3.66322404625107e-24	0.261218385555735	0.186	0.021	6.55277517393392e-20	Placode.1	igf2a
ephb2b	4.56845949595759e-24	0.581376194628649	0.336	0.075	8.17206034636893e-20	Placode.1	ephb2b
btg1	6.24707853721815e-24	0.893511415293516	0.793	0.475	1.11747740873758e-19	Placode.1	btg1
krt99	7.71195398095138e-24	0.341757068649284	0.136	0.01	1.37951432811258e-19	Placode.1	krt99
pld1a	1.13934376113339e-23	0.360235819676216	0.214	0.03	2.03805811991541e-19	Placode.1	pld1a
spint1a	1.4368670393738e-23	0.320002516008762	0.214	0.03	2.57026776003186e-19	Placode.1	spint1a
mob2a	1.66103132741232e-23	0.557044947586729	0.507	0.166	2.97125283847515e-19	Placode.1	mob2a
ccdc85cb	1.7509993854317e-23	0.332559050239797	0.207	0.028	3.13218770066022e-19	Placode.1	ccdc85cb
nol4lb	1.77565517244041e-23	0.324610297124306	0.193	0.024	3.17629197246141e-19	Placode.1	nol4lb
rhbdf1a	2.40873918332031e-23	0.433955968093605	0.229	0.036	4.30875265112337e-19	Placode.1	rhbdf1a
ptges	2.98313233445298e-23	0.32276541830399	0.2	0.026	5.3362271198695e-19	Placode.1	ptges
rell1	7.00425047437038e-23	0.669791354475725	0.486	0.166	1.25292032485537e-18	Placode.1	rell1
wnt9a	7.94034081814867e-23	0.375355720230617	0.193	0.025	1.42036816555043e-18	Placode.1	wnt9a
pik3cb	1.33095534189138e-22	0.627511550983161	0.443	0.137	2.38081291557531e-18	Placode.1	pik3cb
rapgef1b	1.40187182258369e-22	0.730752656884508	0.707	0.394	2.5076683162377e-18	Placode.1	rapgef1b
sdc4	2.22466366053949e-22	0.720085731832652	0.593	0.247	3.97947835597304e-18	Placode.1	sdc4
id3	2.93377489082218e-22	0.567188803635526	0.479	0.152	5.24793652470271e-18	Placode.1	id3
lmo4b	6.31586840998521e-22	0.5475050425175	0.393	0.111	1.12978254117816e-17	Placode.1	lmo4b
prrg2	7.34859000413086e-22	0.290525081303782	0.2	0.028	1.31451577993893e-17	Placode.1	prrg2
fmnl2a	1.39219879871787e-21	0.456841163298027	0.329	0.079	2.49036521114653e-17	Placode.1	fmnl2a
nuak2	1.39516332557043e-21	0.568988046922113	0.436	0.138	2.49566815678038e-17	Placode.1	nuak2
pde7a	1.43818378753004e-21	0.872543018111309	0.771	0.455	2.57262315913373e-17	Placode.1	pde7a
igsf3	1.68915941135773e-21	0.939929426588051	0.843	0.56	3.02156835503671e-17	Placode.1	igsf3
fbrsl1	3.66842632347712e-21	0.698366339449944	0.564	0.225	6.56208100743588e-17	Placode.1	fbrsl1
farp1	4.33266663518977e-21	0.870894869235582	0.736	0.423	7.75027407702746e-17	Placode.1	farp1
nkd2a	5.28712194394563e-21	0.347857523579883	0.236	0.042	9.45760373332994e-17	Placode.1	nkd2a
rbms1a	5.60283674118165e-21	0.728354675416273	0.671	0.315	1.00223543626257e-16	Placode.1	rbms1a
klf6a	5.90583419267091e-21	0.517817566385786	0.307	0.073	1.05643562038497e-16	Placode.1	klf6a
bambib	6.86519589656832e-21	0.44452839374983	0.307	0.073	1.22804624197814e-16	Placode.1	bambib
hbp1	8.47178284434717e-21	0.271404756191709	0.186	0.026	1.51543251519682e-16	Placode.1	hbp1
arhgap27l	1.67266264117774e-20	0.260315962535511	0.193	0.028	2.99205893253874e-16	Placode.1	arhgap27l
slc25a23a	2.21401358217618e-20	0.366636868667804	0.25	0.049	3.96042749579675e-16	Placode.1	slc25a23a
col16a1	2.22964701841999e-20	0.46098312566157	0.329	0.083	3.98839258654968e-16	Placode.1	col16a1
edar	2.44050241253981e-20	0.258507013473807	0.207	0.033	4.36557071555121e-16	Placode.1	edar
tes	3.22682544676476e-20	0.433999729223233	0.329	0.084	5.7721453591728e-16	Placode.1	tes
si:dkey-74k8.3	4.30106280270239e-20	0.378638682573103	0.271	0.058	7.69374114147404e-16	Placode.1	si:dkey-74k8.3
notch2	6.2321389085349e-20	0.425647943011386	0.45	0.142	1.11480500795872e-15	Placode.1	notch2
tfap2a	7.48952612327718e-20	0.473258707723178	0.421	0.128	1.33972643293182e-15	Placode.1	tfap2a
meis1a	1.21698504365257e-19	0.518000793069598	0.271	0.059	2.17694284608572e-15	Placode.1	meis1a
mrtfab	1.25438483688145e-19	0.812254621284636	0.621	0.306	2.24384359621354e-15	Placode.1	mrtfab
tmem30b	1.91191537412668e-19	0.331071060668464	0.243	0.048	3.4200342212378e-15	Placode.1	tmem30b
zfpm1	3.51161137079697e-19	0.454649085231303	0.414	0.128	6.28157042008162e-15	Placode.1	zfpm1
apoc1	4.35433206981879e-19	0.882440907179899	0.65	0.352	7.78902920649184e-15	Placode.1	apoc1
map7d1b	4.95347148694446e-19	0.591111350731539	0.393	0.127	8.86076979584624e-15	Placode.1	map7d1b
bmpr1ab	6.21428202258217e-19	0.691194841441425	0.779	0.458	1.1116107681995e-14	Placode.1	bmpr1ab
whrnb	6.61297715212495e-19	0.459170362457506	0.314	0.081	1.18292935297211e-14	Placode.1	whrnb
bmpr2b	1.01745249224506e-18	0.880966028610474	0.686	0.393	1.82001901812797e-14	Placode.1	bmpr2b
pde4d	1.182011700657e-18	0.601685563615256	0.436	0.154	2.11438253013523e-14	Placode.1	pde4d
cpamd8	1.18411971878326e-18	0.454674954120946	0.379	0.116	2.11815335295949e-14	Placode.1	cpamd8
socs7	1.43758129111852e-18	0.291296948591476	0.2	0.034	2.5715454135528e-14	Placode.1	socs7
