	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	r1	r2	r3	r4	r5	r6
wnt8b	5.68935678219522e-09	0.479345641334395	0.361	0.159	0.000110953835966371	0.507246376811594	0.597014925373134	0.920634920634921	0.204545454545455	0.69047619047619	0.0555555555555556
gabra5	7.27072316154194e-09	0.338660941555281	0.187	0.038	0.000141793643096391	0	0	0.253968253968254	0.0757575757575757	0.587301587301587	0.0555555555555556
gabrb3	1.18411870241212e-08	0.310915203128146	0.202	0.048	0.000230926829344412	0	0	0.261904761904762	0.0984848484848485	0.547619047619047	0.0555555555555556
sdk2b	1.52315764013668e-08	0.510977488049035	0.234	0.073	0.000297046202979456	0.072463768115942	0.119402985074627	0.674603174603175	0.0757575757575758	0.682539682539682	0.0777777777777778
trps1	1.64115841206367e-08	-0.418646504757663	0.785	0.862	0.000320058713520657	2.44927536231884	2.76119402985075	2.01587301587301	3.8030303030303	2.44444444444444	3.22222222222222
tead3a	3.93376012103214e-08	0.445737025877969	0.467	0.273	0.000767161898803688	0.246376811594203	0.26865671641791	0.753968253968254	0.325757575757576	1.24603174603175	0.444444444444444
cxcl12a	1.14337359442778e-07	-0.394988634417632	0.352	0.574	0.00222980718385306	0.318840579710145	1.50746268656716	0.333333333333333	0.969696969696969	1.56349206349206	1.9
igf2b	1.37393352404237e-07	-0.324224340581892	0.128	0.304	0.00267944515858744	0.565217391304348	0.835820895522388	0.19047619047619	0.265151515151515	0.134920634920635	0.8
tshz1	1.37437235076735e-07	-0.440391637744979	0.234	0.415	0.00268030095846649	0.115942028985507	0.805970149253731	0.357142857142857	0.712121212121212	0.396825396825397	0.9
chmp6b	1.39305975364898e-07	0.399649725645648	0.283	0.118	0.00271674513156624	0.159420289855072	0.0895522388059702	0.595238095238095	0.196969696969697	0.619047619047619	0.111111111111111
foxp4	2.3068166871702e-07	0.37606611737633	0.925	0.872	0.00449875390331933	4.53623188405797	3.41791044776119	3.49206349206349	2.84090909090909	3.99206349206349	2.23333333333333
celf2	4.82291351805358e-07	0.531401254226957	0.679	0.543	0.00940564594290809	1.95652173913043	2.2089552238806	1.26984126984127	1.81060606060606	4.6031746031746	0.766666666666666
pdzd2	6.31415573873514e-07	0.316184745308414	0.57	0.384	0.0123138665216813	0.753623188405797	0.522388059701493	1.11904761904762	0.863636363636363	1.30952380952381	0.588888888888889
RASSF5	1.03413131531952e-06	0.291105772688201	0.137	0.028	0.0201676289113612	0.0144927536231884	0	0.0158730158730159	0.0151515151515152	0.642857142857143	0.0777777777777778
tp53i11b	1.057152329081e-06	0.485926115993667	0.333	0.173	0.0206165847217376	0.434782608695652	0.194029850746269	0.420634920634921	0.295454545454545	1.23809523809524	0.211111111111111
jmjd1cb	2.31554134875443e-06	0.372682598208855	0.782	0.661	0.0451576873834089	1.47826086956522	1.22388059701493	2.29365079365079	1.57575757575757	2.37301587301587	1.37777777777778
asic2	2.37266106578714e-06	0.337642908685731	0.262	0.118	0.0462716361049808	0.217391304347826	0.194029850746269	0.531746031746032	0.166666666666667	0.5	0.0888888888888889
sema6ba	2.38972550070291e-06	-0.301312684653762	0.025	0.121	0.0466044267147081	0	0	0.0158730158730159	0.439393939393939	0.0476190476190476	0.2
si:ch211-191i18.2	2.50786375924014e-06	0.43224071794286	0.296	0.142	0.0489083590327011	0.260869565217391	0.164179104477612	1.00793650793651	0.507575757575758	1	0.311111111111111
sipa1l1	2.56167054193478e-06	0.319628256728146	0.769	0.654	0.0499576989088121	1.3768115942029	0.985074626865672	2.1984126984127	1.50757575757576	1.99206349206349	1.41111111111111
chl1b	3.22584915240649e-06	-0.466481715405126	0.315	0.481	0.0629105101702313	1.18840579710145	2.02985074626866	0.563492063492063	1.16666666666667	0.531746031746032	1.04444444444444
polrmt	3.35467106400403e-06	0.46500116461039	0.371	0.211	0.0654227950902067	0.289855072463768	0.223880597014925	0.857142857142857	0.356060606060606	1.02380952380952	0.288888888888889
crb1	3.36444352645334e-06	-0.434988820489582	0.324	0.474	0.065613377652893	0.782608695652174	1.04477611940299	0.46031746031746	1.21969696969697	0.547619047619047	1.01111111111111
robo1	3.77872669734556e-06	-0.363548575787444	0.916	0.945	0.0736927280516331	6.59420289855073	6.43283582089552	4.8095238095238	7.62121212121212	3.46825396825396	4.23333333333333
cyp26c1	4.11896362842219e-06	-0.78274398879691	0.343	0.484	0.0803280286814895	0.695652173913043	1.38805970149254	0.301587301587302	0.818181818181818	1.8015873015873	5.46666666666666
pkd1b	4.54016869120027e-06	-0.311770209097814	0.118	0.263	0.0885423698157877	0.333333333333333	0.656716417910448	0.198412698412698	0.53030303030303	0.111111111111111	0.277777777777778
ptprua	4.96263782150384e-06	0.744415673165891	0.262	0.128	0.0967813627949678	0.101449275362319	0.17910447761194	0.150793650793651	0.106060606060606	2.44444444444444	0.411111111111111
si:dkey-1h24.2	5.0219466776277e-06	0.293470978811323	0.162	0.048	0.0979380041070953	0	0.0298507462686567	0.111111111111111	0.0833333333333333	0.690476190476191	0.0888888888888889
col28a2a	5.40929898713393e-06	0.384858056973421	0.193	0.069	0.105492148847086	0.101449275362319	0.238805970149254	0.19047619047619	0.0833333333333333	0.912698412698413	0.0666666666666667
mbnl2	5.45882160480925e-06	0.341994933225438	0.252	0.114	0.10645793893699	0.173913043478261	0.17910447761194	0.293650793650794	0.143939393939394	0.761904761904762	0.122222222222222
ptprna	5.88078420862033e-06	0.366445082040519	0.717	0.585	0.114687053636514	1.94202898550725	1.6865671641791	2.34920634920635	1.23484848484848	1.8015873015873	1.31111111111111
bcar3	6.70734592435145e-06	-0.429585337035476	0.252	0.412	0.130806660216702	0.478260869565217	1.05970149253731	0.436507936507936	1.15909090909091	0.412698412698413	0.511111111111111
llgl1	1.03528546697388e-05	0.385249603056912	0.688	0.561	0.201901371769247	1.39130434782609	1.1044776119403	2.37301587301587	1.12878787878788	1.67460317460317	1.41111111111111
hmga2	1.12499394187767e-05	-0.281945993715419	0.146	0.291	0.219396318544984	0.347826086956522	0.402985074626866	0.206349206349206	0.553030303030303	0.158730158730159	0.433333333333333
bmpr1ab	1.41462679180584e-05	-0.427225728364199	0.548	0.675	0.275880516937974	1.30434782608696	1.59701492537313	1.36507936507936	2.51515151515152	1.06349206349206	1.55555555555555
cspg5a	1.50453488030566e-05	0.288119332935493	0.682	0.516	0.29341439235721	1.01449275362319	1.16417910447761	1.91269841269841	1.04545454545455	1.87301587301587	1.5
nrp2b	1.65790760231785e-05	-0.377270952738729	0.09	0.211	0.323325140604027	0.260869565217391	0.283582089552239	0.166666666666667	0.590909090909091	0.0476190476190476	0.466666666666667
fam189a1	1.74216312855481e-05	-0.295128480267353	0.184	0.339	0.33975665333076	0.623188405797101	0.597014925373134	0.261904761904762	0.954545454545454	0.412698412698413	0.455555555555556
fhdc1	1.77917340236228e-05	-0.290447862730774	0.271	0.426	0.346974396928692	0.565217391304348	0.671641791044776	0.388888888888889	0.962121212121211	0.365079365079365	0.444444444444445
sfrp5	1.828088254338e-05	0.529364409074112	0.405	0.263	0.356513771360998	1.78260869565217	0.582089552238806	1.5	0.704545454545454	0.714285714285714	0.333333333333333
spock1	1.86723467472016e-05	-0.556062786096204	0.131	0.26	0.364148106263926	0.173913043478261	0.358208955223881	0.238095238095238	1.3030303030303	0.134920634920635	0.2
col4a6	1.89183200247478e-05	-0.430332782373478	0.66	0.779	0.368945077122633	1.63768115942029	1.74626865671642	1.92063492063492	3.09090909090909	1.48412698412698	2.58888888888889
epha2b	1.93910783447097e-05	-0.317328893908772	0.33	0.491	0.378164809878528	0.333333333333333	0.970149253731343	0.507936507936508	1.01515151515151	0.801587301587301	0.922222222222222
tiam1b	2.17761643609854e-05	0.291844090680597	0.234	0.107	0.424678757367937	0.101449275362319	0.119402985074627	0.484126984126984	0.166666666666667	0.452380952380952	0.1
wnt4	2.50490494781364e-05	-0.352975574330974	0.143	0.273	0.488506562922616	0.333333333333333	0.373134328358209	0.0873015873015873	0.318181818181818	0.253968253968254	0.988888888888889
fndc3ba	2.66931530998763e-05	-0.385118344173059	0.723	0.817	0.520569871753787	1.44927536231884	2.91044776119403	2.21428571428571	3.17424242424243	1.84920634920635	2.15555555555556
ptprub	2.68146888073585e-05	-0.281434108666758	0.134	0.27	0.522940061121105	0.304347826086957	0.343283582089552	0.198412698412698	0.515151515151515	0.119047619047619	0.422222222222222
fgfr1b	3.04363327546874e-05	-0.31593528039937	0.804	0.869	0.593569361381913	2.11594202898551	2.37313432835821	1.94444444444444	2.41666666666667	2.23809523809524	3.85555555555555
pde4a	3.12251353856779e-05	0.323135281193533	0.224	0.104	0.60895259029149	0.0579710144927536	0.164179104477612	0.412698412698413	0.0681818181818182	0.603174603174603	0.188888888888889
myo16	3.96123618156652e-05	0.340589121322249	0.327	0.183	0.772520280129103	0.202898550724638	0.328358208955224	1.00793650793651	0.371212121212121	0.80952380952381	0.455555555555556
sorbs2b	4.13890859657375e-05	-0.298260728500715	0.287	0.453	0.807169954503813	1.27536231884058	1.67164179104478	0.698412698412698	0.696969696969697	0.428571428571428	1.3
sema6dl	4.5943001324063e-05	0.398053359968333	0.617	0.519	0.895980411821877	0.63768115942029	1.34328358208955	2.16666666666667	0.765151515151515	1.32539682539682	0.777777777777778
arvcfb	5.22062240452992e-05	-0.449149766626626	0.573	0.647	1	2.05797101449275	1.37313432835821	1.13492063492063	2.5	0.801587301587301	1.75555555555555
zgc:110158	5.31383960550644e-05	-0.302473078573572	0.536	0.682	1	2.11594202898551	1.88059701492537	0.968253968253968	1.78030303030303	0.865079365079365	1.38888888888889
cyp26b1	5.3179679740656e-05	-0.611770557893466	0.224	0.367	1	0.173913043478261	1.64179104477612	2.19047619047619	3.50757575757576	0.150793650793651	0.0222222222222222
bcl2a	5.38201440824519e-05	0.275029333495049	0.33	0.187	1	0.202898550724638	0.283582089552239	0.619047619047619	0.174242424242424	0.722222222222222	0.488888888888889
zgc:158328	7.13764683533602e-05	-0.421840167071715	0.184	0.315	1	0.0289855072463768	0.194029850746269	0.0873015873015873	0.5	0.738095238095238	1.63333333333333
fzd3a	7.33633052689542e-05	-0.301444431609782	0.555	0.664	1	1.2463768115942	1.44776119402985	0.920634920634921	1.36363636363636	0.849206349206349	1.47777777777778
ctnna2	8.1951835760685e-05	-0.332076050263445	0.283	0.433	1	0.27536231884058	0.552238805970149	0.349206349206349	0.916666666666666	1.11904761904762	1.64444444444444
b4galnt4a	9.18384881010595e-05	0.319539104385961	0.312	0.19	1	0.434782608695652	0.507462686567164	0.642857142857143	0.204545454545455	0.531746031746032	0.111111111111111
sox6	9.56367140238092e-05	-0.287387232703397	0.174	0.301	1	0.202898550724638	0.805970149253731	0.404761904761905	0.56060606060606	0.150793650793651	0.311111111111111
fstl1b	9.62136320278058e-05	-0.334508633107926	0.589	0.702	1	1.23188405797101	2.88059701492537	1.30952380952381	1.64393939393939	1.27777777777778	1.46666666666667
mgat5	0.000100626449994973	0.31007628059425	0.352	0.225	1	0.420289855072464	0.208955223880597	0.452380952380952	0.303030303030303	0.76984126984127	0.255555555555555
nrarpb	0.000138212287517905	-0.251854329954093	0.318	0.464	1	0.63768115942029	1.19402985074627	0.523809523809524	0.719696969696969	0.325396825396825	0.466666666666667
cadm4	0.000143933081210513	-0.349528219222794	0.156	0.28	1	0.144927536231884	0.343283582089552	0.658730158730159	1.14393939393939	0.166666666666667	0.4
ncam1a	0.000151181139857492	-0.251399994208872	0.894	0.948	1	6.39130434782609	5.7910447761194	5.28571428571428	6.9469696969697	5.6031746031746	7.7
ccne2	0.000157485254023193	0.405493687563553	0.508	0.398	1	1.68115942028985	0.865671641791045	1.68253968253968	1.08333333333333	1.53968253968254	0.922222222222222
lfng	0.000161638324174357	-0.250652125494446	0.626	0.737	1	1.02898550724638	1.64179104477612	1.50793650793651	2.07575757575758	1.29365079365079	1.38888888888889
skia	0.000162292751851274	-0.29312578689464	0.651	0.779	1	1.53623188405797	2.22388059701492	1.4047619047619	1.86363636363636	1.51587301587301	2.14444444444444
ptmaa	0.000163299326229744	-0.258419008538136	0.255	0.398	1	0.246376811594203	0.716417910447761	0.547619047619047	0.803030303030303	0.380952380952381	0.522222222222222
cgnl1	0.000163996190311371	-0.341934461498578	0.545	0.692	1	1.1304347826087	3.02985074626866	1.88888888888889	2.0530303030303	1.41269841269841	1.85555555555555
wnk1b	0.000189289789080139	-0.335795095234139	0.234	0.37	1	0.246376811594203	0.462686567164179	0.277777777777778	0.886363636363636	0.476190476190476	0.611111111111111
peli2	0.000271094694543653	-0.261604646135877	0.386	0.516	1	0.391304347826087	0.701492537313433	0.761904761904762	0.992424242424242	0.579365079365079	1.01111111111111
greb1l	0.000305694395243431	-0.355343340891648	0.81	0.834	1	3.56521739130435	2.80597014925373	3.34126984126984	5.84848484848485	2.98412698412698	3.57777777777778
zfhx4	0.000331831629850702	-0.320456966996612	0.505	0.626	1	1.72463768115942	1.74626865671642	0.722222222222223	1.41666666666667	1.02380952380952	1.65555555555556
FRMD5	0.000360721051504124	0.44577633797631	0.626	0.554	1	0.72463768115942	1.34328358208955	2.48412698412698	1.35606060606061	2.03968253968254	0.711111111111111
nbeaa	0.000374443459757164	0.383646825580683	0.667	0.616	1	0.536231884057971	0.970149253731343	2.58730158730159	1.64393939393939	2.81746031746031	1.62222222222222
gne	0.000389184283650889	0.273183864690939	0.486	0.37	1	0.63768115942029	0.492537313432836	1.08730158730159	0.727272727272727	0.777777777777778	0.322222222222222
ptch2	0.000412321085030622	-0.319122865331839	0.265	0.391	1	0.739130434782609	0.671641791044776	0.555555555555556	1.17424242424242	0.357142857142857	0.644444444444444
tfe3a	0.000424868402288383	0.283846150079476	0.252	0.149	1	0.115942028985507	0.0895522388059701	0.182539682539683	0.166666666666667	0.801587301587302	0.2
col14a1a	0.000434110132628213	0.425402141228474	0.315	0.194	1	2.85507246376812	0.194029850746269	0.317460317460317	0.818181818181818	0.531746031746032	0.1
fbrsl1	0.000488906782412944	-0.359795245860986	0.274	0.401	1	0.579710144927536	0.776119402985075	0.531746031746032	1.21969696969697	0.333333333333333	0.455555555555556
LHFPL6	0.000591659560113927	-0.39176690279676	0.209	0.325	1	0.36231884057971	1.05970149253731	0.531746031746032	1.18939393939394	0.26984126984127	0.122222222222222
mpz	0.000678395068993604	0.368363667877647	0.48	0.367	1	0.594202898550725	2.13432835820895	1.05555555555556	0.242424242424242	2.26190476190476	0.888888888888889
arrb2b	0.000684721971440073	0.347029356943866	0.371	0.263	1	0.27536231884058	0.462686567164179	1.22222222222222	0.507575757575757	0.642857142857143	0.222222222222222
tiam2a	0.000740716055093946	-0.328299359517962	0.598	0.689	1	1.33333333333333	1.86567164179105	1.23015873015873	1.82575757575757	0.849206349206349	1.2
egfl6	0.000744034752032379	-0.25623512865463	0.246	0.363	1	0.260869565217391	0.567164179104477	0.349206349206349	0.78030303030303	0.333333333333333	0.3
klf12b	0.000754933675987399	0.255540903903689	0.271	0.163	1	0.710144927536232	0.417910447761194	0.603174603174603	0.204545454545455	0.26984126984127	0.2
nav2b	0.000823406410972828	-0.258419008538136	0.361	0.478	1	0.623188405797101	1.01492537313433	0.53968253968254	0.803030303030303	0.492063492063492	0.766666666666667
crim1	0.000841276594310595	-0.326472397868348	0.065	0.145	1	0.072463768115942	0.522388059701493	0.119047619047619	0.424242424242424	0.0634920634920635	0.155555555555556
hoxa4a	0.000862785468833899	0.50679253172969	0.346	0.249	1	0	0.0149253731343284	0	0.0151515151515152	3.77777777777777	2.36666666666667
pbx3b	0.000865982364784898	-0.37645102570644	0.178	0.284	1	0.36231884057971	0.567164179104478	0.261904761904762	0.954545454545454	0.19047619047619	0.2
gfap	0.000972731951280742	-0.267913296736935	0.321	0.439	1	0.652173913043478	0.597014925373135	0.26984126984127	0.772727272727272	0.603174603174603	0.944444444444444
gdf11	0.00101356407502	-0.292956313613334	0.156	0.256	1	0.260869565217391	0.641791044776119	0.325396825396825	0.583333333333333	0.142857142857143	0.333333333333333
fgfrl1a	0.00106069558320207	0.333405092174759	0.327	0.218	1	0.623188405797101	0.402985074626866	0.571428571428571	0.212121212121212	0.96031746031746	0.6
sulf2a	0.00117644709696102	-0.288338019595514	0.109	0.201	1	0.391304347826087	0.343283582089552	0.126984126984127	0.598484848484848	0.222222222222222	0.444444444444444
mbd3b	0.00125150414867086	-0.271260049078848	0.626	0.716	1	1.57971014492754	2.23880597014925	1.48412698412698	1.77272727272727	1.06349206349206	1.58888888888889
nck2a	0.00128430464204183	0.31316446238182	0.751	0.668	1	0.999999999999999	1.95522388059702	2.23809523809524	1.25	3.97619047619047	2.94444444444444
hspg2	0.00129929553897092	-0.515467119306199	0.265	0.363	1	0.739130434782609	0.253731343283582	0.388888888888889	0.628787878787879	0.30952380952381	2.25555555555555
ndst3	0.00133432222966341	0.354544633164703	0.589	0.502	1	1.07246376811594	2.40298507462687	2.42063492063492	1.03787878787879	1.71428571428571	0.644444444444445
fosl2	0.00139621553356207	-0.264781791370428	0.118	0.215	1	0.289855072463768	0.776119402985075	0.301587301587302	0.393939393939394	0.198412698412698	0.488888888888889
gapvd1	0.00143432049037913	0.34283581492662	0.467	0.37	1	0.652173913043478	0.567164179104478	0.849206349206349	0.492424242424242	1.14285714285714	0.511111111111111
hsph1	0.00166697866398902	-0.273230252296568	0.196	0.304	1	0.420289855072464	0.850746268656717	0.23015873015873	0.598484848484848	0.507936507936508	0.633333333333333
ulk1b	0.00172564108915751	-0.261635721221679	0.187	0.291	1	0.521739130434783	0.477611940298507	0.301587301587301	0.704545454545454	0.166666666666667	0.388888888888889
cbfa2t2	0.00183173830725478	0.333923022548617	0.333	0.228	1	0.463768115942029	0.194029850746269	0.452380952380952	0.227272727272727	1.13492063492063	0.7
hspa8b	0.00199653379584312	-0.256276126538686	0.115	0.204	1	0.304347826086957	0.373134328358209	0.182539682539683	0.257575757575758	0.158730158730159	0.733333333333333
slc25a21	0.0020149019863049	-0.293610861924174	0.336	0.436	1	0.463768115942029	1.56716417910448	0.698412698412698	0.81060606060606	0.563492063492063	0.711111111111111
ephb2b	0.00203496541461242	-0.311581020107589	0.43	0.533	1	1.31884057971014	1.70149253731343	0.817460317460318	1.43181818181818	0.579365079365079	0.722222222222222
klf7a	0.00205228102584371	-0.327353640021042	0.209	0.304	1	0.188405797101449	0.492537313432836	0.26984126984127	0.856060606060606	0.507936507936508	0.588888888888889
usp54a	0.002123369810645	-0.255501525155842	0.374	0.467	1	0.536231884057971	0.880597014925373	0.603174603174603	0.992424242424242	0.484126984126984	0.588888888888889
mt-atp6	0.00220125651437077	0.294385319049009	0.52	0.436	1	1.2463768115942	0.776119402985075	1.65873015873016	1.25757575757576	1.73809523809524	1.17777777777778
pcdh19	0.002723547131725	-0.263978533880037	0.832	0.896	1	6.7536231884058	5.34328358208955	4.07142857142857	5.73484848484849	2.6031746031746	3.95555555555555
slc44a5b	0.00316208102096617	0.285087837657562	0.315	0.221	1	0.565217391304348	0.298507462686567	0.388888888888889	0.295454545454545	0.857142857142857	0.377777777777778
btg1	0.00324275162418436	0.341277473687769	0.611	0.557	1	1.2463768115942	1.23880597014925	1.45238095238095	0.886363636363636	1.87301587301587	1.08888888888889
id3	0.00327649010056237	0.275084557328656	0.134	0.066	1	0.0434782608695652	0.104477611940299	0.428571428571429	0.0757575757575758	0.317460317460317	0.0555555555555556
rpa1	0.00375362121034195	0.335922600194966	0.514	0.457	1	1.01449275362319	0.746268656716418	1.29365079365079	0.757575757575757	1.33333333333333	0.844444444444445
pvrl2l	0.00420241539978734	0.252523633809761	0.875	0.855	1	3.60869565217391	4.3134328358209	5.33333333333333	4.1969696969697	4.99206349206349	3.13333333333333
inavab	0.00464922050849831	0.266018958046814	0.439	0.356	1	0.507246376811594	0.64179104477612	0.960317460317461	0.575757575757575	0.825396825396825	0.3
gse1	0.00512016518675872	-0.262535117010368	0.368	0.478	1	0.405797101449275	0.507462686567164	0.658730158730158	1.18939393939394	0.738095238095238	0.966666666666666
hspa4a	0.00540065002219141	-0.260438176174788	0.417	0.512	1	0.681159420289855	1.4179104477612	0.809523809523809	1	0.722222222222222	0.988888888888888
col4a5	0.00560390542198298	-0.295514107313144	0.408	0.495	1	0.521739130434783	0.537313432835821	0.793650793650794	1.37878787878788	0.682539682539682	1.03333333333333
inavaa	0.00683753140872432	0.389064576741078	0.33	0.242	1	0.0144927536231884	0.164179104477612	0.634920634920635	0.484848484848485	2.14285714285714	1.08888888888889
brsk2b	0.00736441012682216	-0.354699386393206	0.402	0.478	1	0.782608695652174	0.940298507462687	0.690476190476191	1.59848484848485	0.793650793650793	0.933333333333333
robo4	0.00867609094835933	0.322216755921395	0.424	0.336	1	1.3768115942029	1.73134328358209	1.42857142857143	0.772727272727272	1.30952380952381	0.455555555555556
rassf7a	0.0118696664684627	0.320850883031155	0.555	0.502	1	0.449275362318841	1.65671641791045	1.83333333333333	0.977272727272727	1.82539682539682	0.633333333333333
elmsan1b	0.012567377160733	-0.270089163367744	0.477	0.561	1	1.01449275362319	1.83582089552239	1.03968253968254	1.18181818181818	0.952380952380952	1.43333333333333
insrb	0.0128925003059441	-0.268727626420616	0.807	0.81	1	2.1304347826087	2.55223880597015	2.16666666666666	2.67424242424243	2.18253968253968	3.21111111111111
hsp90aa1.2	0.0133734548492173	-0.401699905126179	0.355	0.443	1	2.04347826086957	3.14925373134328	1.73015873015873	2.4469696969697	1.76984126984127	2.78888888888889
znrf3	0.0135567811985643	-0.256926035299124	0.816	0.855	1	1.98550724637681	2.43283582089552	2.34920634920635	3.75757575757576	3.33333333333333	3.5
pappab	0.0173970706816801	-0.489672540516198	0.156	0.221	1	0.492753623188406	0.104477611940299	0.253968253968254	1.4469696969697	0.293650793650794	0.544444444444445
adgrl1a	0.0189084962565448	-0.351379353518916	0.386	0.457	1	0.420289855072464	0.507462686567164	0.857142857142857	2.39393939393939	2.88095238095238	3.37777777777778
srgap3	0.0338759643213592	-0.339472395354547	0.511	0.585	1	0.884057971014492	0.955223880597015	0.666666666666667	2.06060606060606	1.20634920634921	0.877777777777778
jag1a	0.0341858764741022	0.326994545818362	0.118	0.069	1	0.130434782608696	0.0447761194029851	0.150793650793651	0.0454545454545455	0.857142857142857	0.333333333333333
si:ch211-216b21.2	0.0375525781740602	0.25674909009011	0.171	0.118	1	0.0579710144927536	0.0447761194029851	0.111111111111111	0.0151515151515152	1.23809523809524	0.877777777777778
nfasca	0.0475599039645307	-0.305350598050363	0.128	0.183	1	0.101449275362319	0.134328358208955	0.341269841269841	0.909090909090909	0.158730158730159	0.188888888888889
