	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
sfrp1a	1.0025507609313e-14	0.492603142328854	0.281	0.083	2.01472600916755e-10	r2/r4	sfrp1a
ANOS1	1.13921299248378e-14	0.370994310920647	0.345	0.112	2.2893624296954e-10	r2/r4	ANOS1
c4b	2.16203267362488e-14	0.390494823613633	0.288	0.086	4.34482086091657e-10	r2/r4	c4b
si:ch211-286o17.1	3.39759593001621e-14	0.600800475601792	0.748	0.46	6.82780878096058e-10	r2/r4	si:ch211-286o17.1
shroom4	3.57575428047002e-14	0.609862654957089	0.755	0.519	7.18583580203256e-10	r2/r4	shroom4
sfrp5	5.12339494409987e-14	0.650992723487584	0.324	0.108	1.02959744796631e-09	r2/r4	sfrp5
dbx1b	5.66464646989974e-14	0.276554901553963	0.165	0.032	1.13836735459105e-09	r2/r4	dbx1b
tox	5.73448824488027e-14	0.549157694581186	0.935	0.66	1.15240275769114e-09	r2/r4	tox
BX324164.5	2.29674030335272e-13	0.370994310920647	0.353	0.128	4.61552931361762e-09	r2/r4	BX324164.5
ncalda	2.4649805235006e-13	0.464490637057548	0.842	0.553	4.95362486002681e-09	r2/r4	ncalda
lrp5	2.64506234035377e-13	0.574456993225811	0.849	0.698	5.31551727917493e-09	r2/r4	lrp5
rfx4	3.55978357871457e-13	0.443371195032461	0.849	0.466	7.15374107978481e-09	r2/r4	rfx4
FRMD5	4.24217453777465e-13	0.420379795346168	0.597	0.291	8.52507395111194e-09	r2/r4	FRMD5
celf2	5.56518449774971e-13	0.508710477114401	0.691	0.384	1.11837947666778e-08	r2/r4	celf2
si:ch211-137a8.4	6.76461184734788e-13	0.450200302737018	0.547	0.269	1.35941639684303e-08	r2/r4	si:ch211-137a8.4
fgfr3	7.05813568597816e-13	0.831217171379812	0.777	0.53	1.41840294745417e-08	r2/r4	fgfr3
si:dkey-151g10.3	7.40349429675201e-13	0.477699298752543	0.691	0.407	1.48780621387528e-08	r2/r4	si:dkey-151g10.3
si:ch73-386h18.1	7.559356472326e-13	0.437586590015953	0.813	0.473	1.51912827667863e-08	r2/r4	si:ch73-386h18.1
mn1b	8.0775323611566e-13	0.324967829256338	0.374	0.143	1.62326090329803e-08	r2/r4	mn1b
zeb2a	8.7877686626315e-13	0.431795051655698	0.928	0.615	1.76598999044243e-08	r2/r4	zeb2a
hs2st1b	1.5049375064503e-12	0.725933844662665	0.662	0.41	3.02432241296253e-08	r2/r4	hs2st1b
jarid2b	2.7303131442327e-12	0.466150661826075	0.957	0.888	5.48683729465003e-08	r2/r4	jarid2b
si:ch211-212k18.5	5.92102773095694e-12	0.451939745509079	0.568	0.305	1.18988973281311e-07	r2/r4	si:ch211-212k18.5
cercam	8.10041875157114e-12	0.424080293939471	0.518	0.258	1.62786015231574e-07	r2/r4	cercam
nlgn3a	8.13204883809083e-12	0.746472307668221	0.396	0.168	1.63421653450273e-07	r2/r4	nlgn3a
hapln1a	8.59525886188901e-12	0.28968720814653	0.345	0.127	1.72730322088522e-07	r2/r4	hapln1a
negr1	8.97487927272212e-12	0.48181525005134	0.82	0.505	1.80359173864624e-07	r2/r4	negr1
ntn1a	9.58575644734676e-12	1.03229936545388	0.662	0.426	1.9263536156588e-07	r2/r4	ntn1a
nrarpb	9.63581661279022e-12	0.338150295811397	0.36	0.142	1.93641370650632e-07	r2/r4	nrarpb
ek1	1.76365504402829e-11	0.268905646010027	0.353	0.133	3.54424117647924e-07	r2/r4	ek1
mapk12b	1.92608208371461e-11	0.282134273532813	0.309	0.112	3.87065455543287e-07	r2/r4	mapk12b
phf21aa	3.84730772008394e-11	0.415889250401582	0.719	0.433	7.73154959428069e-07	r2/r4	phf21aa
gpm6bb	4.23751701453466e-11	0.489035288873128	0.525	0.284	8.51571419240885e-07	r2/r4	gpm6bb
eml1	7.54650067873014e-11	0.280316132093833	0.36	0.14	1.51654477639761e-06	r2/r4	eml1
BX284638.2	8.30646915325408e-11	0.429237957428208	0.784	0.487	1.66926804103794e-06	r2/r4	BX284638.2
ildr2	8.7177308145722e-11	0.390471578333907	0.576	0.313	1.75191518449643e-06	r2/r4	ildr2
ptch1	1.181682362066e-10	0.574965239009469	0.806	0.604	2.37470887480784e-06	r2/r4	ptch1
si:ch73-364h19.1	1.18616683166011e-10	0.45196032130446	0.353	0.153	2.38372086490416e-06	r2/r4	si:ch73-364h19.1
zgc:158689	1.53295285260671e-10	0.339092943080695	0.453	0.215	3.08062205259844e-06	r2/r4	zgc:158689
pax7a	1.72717617425538e-10	0.951911533499764	0.353	0.155	3.47093323978362e-06	r2/r4	pax7a
tcf7l1a	1.75156574769496e-10	0.426135554695862	0.806	0.587	3.51994652656778e-06	r2/r4	tcf7l1a
greb1	1.76028735652312e-10	0.421366448821269	0.892	0.618	3.53747347166886e-06	r2/r4	greb1
arhgap12b	3.38802074125497e-10	0.413870228314112	0.777	0.503	6.80856648162599e-06	r2/r4	arhgap12b
tenm4	3.87069766414728e-10	0.681143219688436	0.899	0.654	7.77855402587037e-06	r2/r4	tenm4
ctnnd2b	5.01123829109962e-10	0.397985595174957	0.633	0.357	1.00705844697938e-05	r2/r4	ctnnd2b
dtx4a	5.34864076745916e-10	0.447062248753804	0.612	0.363	1.07486284862859e-05	r2/r4	dtx4a
nr2f1a	5.78761143549333e-10	0.297760508682212	0.381	0.169	1.16307839407674e-05	r2/r4	nr2f1a
sox3	6.46681836048054e-10	0.335959317251229	0.446	0.214	1.29957181772217e-05	r2/r4	sox3
rnd1b	9.13815242610999e-10	0.404675712598724	0.446	0.221	1.83640311155106e-05	r2/r4	rnd1b
ank2b	9.53552930980828e-10	0.518235861108613	0.705	0.484	1.91625997009907e-05	r2/r4	ank2b
sulf2a	1.02603159262742e-09	0.511164146791405	0.345	0.15	2.06191308854407e-05	r2/r4	sulf2a
rnf220a	1.19416720148763e-09	0.713136947241574	0.64	0.415	2.39979840810953e-05	r2/r4	rnf220a
arvcfb	1.24764820146884e-09	0.468563374315123	0.755	0.495	2.50727382567178e-05	r2/r4	arvcfb
spock1	1.2551377357721e-09	0.820123383045966	0.259	0.099	2.5223247938076e-05	r2/r4	spock1
fgfr2	1.25910765521495e-09	0.428950258499945	0.957	0.819	2.53030274391996e-05	r2/r4	fgfr2
scube2	1.36846669096086e-09	0.605008708264464	0.54	0.312	2.75007066215494e-05	r2/r4	scube2
nsd2	1.70515376195286e-09	0.468142314070862	0.669	0.436	3.42667700002047e-05	r2/r4	nsd2
si:ch211-214c7.4	1.81705709503981e-09	0.392303193066395	0.417	0.205	3.651557938192e-05	r2/r4	si:ch211-214c7.4
gfap	2.02534381319208e-09	0.380254681456501	0.432	0.21	4.0701309269908e-05	r2/r4	gfap
arhgef10lb	2.35273969014137e-09	0.448262955515066	0.482	0.261	4.7280656813081e-05	r2/r4	arhgef10lb
ddr1	2.69578301835137e-09	0.472012100825002	0.734	0.52	5.41744555367892e-05	r2/r4	ddr1
adarb1b	3.0560663279245e-09	0.446749687255797	0.878	0.725	6.14147089259708e-05	r2/r4	adarb1b
hephl1a	3.20238461420386e-09	0.336149115617834	0.403	0.194	6.43551212070409e-05	r2/r4	hephl1a
egfl6	3.50865233299636e-09	0.489506318976662	0.396	0.2	7.05098772838948e-05	r2/r4	egfl6
sdk1b	3.83301249430051e-09	0.36610830447986	0.417	0.204	7.70282190854631e-05	r2/r4	sdk1b
rrm1	4.24638723050195e-09	0.465817199305909	0.612	0.391	8.53353977841671e-05	r2/r4	rrm1
plekha7b	4.46183394852945e-09	0.433307304828664	0.583	0.349	8.96650150296479e-05	r2/r4	plekha7b
dennd2da	7.72924435301746e-09	0.427734728379325	0.446	0.236	0.000155326894518239	r2/r4	dennd2da
ctdspl2a	8.50883234190306e-09	0.362352509770921	0.511	0.293	0.000170993494742884	r2/r4	ctdspl2a
cdh2	8.75562899650323e-09	0.412968992741794	0.914	0.759	0.000175953120313729	r2/r4	cdh2
dhx32b	9.47430584910992e-09	0.321621506586865	0.388	0.182	0.000190395650343713	r2/r4	dhx32b
tusc3	1.00747754665574e-08	0.431563500104892	0.612	0.385	0.000202462687775938	r2/r4	tusc3
dpysl5a	1.05443868638765e-08	0.363463065444865	0.388	0.189	0.000211899998416462	r2/r4	dpysl5a
pou3f1	1.33640921534225e-08	0.304019499153895	0.273	0.11	0.000268564795915178	r2/r4	pou3f1
nck2a	1.35606854389283e-08	0.388948839519607	0.77	0.526	0.000272515534580704	r2/r4	nck2a
trim71	1.43282173312948e-08	0.413310591328098	0.842	0.71	0.0002879398554897	r2/r4	trim71
tbl1xr1a	1.70075976222289e-08	0.40871061339083	0.964	0.821	0.000341784681816312	r2/r4	tbl1xr1a
srgap2	2.09284583756459e-08	0.436404543860963	0.928	0.814	0.00042057829951698	r2/r4	srgap2
odc1	2.47280747833447e-08	0.44811091198775	0.64	0.426	0.000496935390846094	r2/r4	odc1
fsta	2.79163222121411e-08	0.503580975372341	0.381	0.189	0.000561006411175188	r2/r4	fsta
LO018022.1	2.86752894963171e-08	0.25783834210719	0.259	0.103	0.000576258617717988	r2/r4	LO018022.1
grasp	2.96898156366761e-08	0.417268829795151	0.381	0.189	0.000596646535034643	r2/r4	grasp
fam168a	3.1074267706157e-08	0.412652596697271	0.863	0.71	0.000624468483822931	r2/r4	fam168a
zbtb16b	4.83849624947838e-08	0.351099189165684	0.935	0.742	0.000972344206295175	r2/r4	zbtb16b
zeb1b	5.67475296362713e-08	0.433028252606666	0.914	0.696	0.00114039835557051	r2/r4	zeb1b
spag9a	7.12203162082507e-08	0.413735099031108	0.64	0.426	0.00143124347452101	r2/r4	spag9a
b4galnt4a	9.66442230651551e-08	0.283190906947041	0.309	0.139	0.00194216230671736	r2/r4	b4galnt4a
wasf3b	9.69782284414559e-08	0.385404993362244	0.683	0.459	0.0019488744787595	r2/r4	wasf3b
cep152	1.21575006075732e-07	0.314629893375983	0.446	0.25	0.0024431713220979	r2/r4	cep152
plekhg7	1.26761625594482e-07	0.317568989762392	0.36	0.178	0.00254740162794672	r2/r4	plekhg7
ephb3a	1.3041190634055e-07	0.431772368930508	0.482	0.29	0.00262075766981969	r2/r4	ephb3a
baz2ba	1.3659669776435e-07	0.311015393519942	0.942	0.824	0.00274504723827238	r2/r4	baz2ba
pard3bb	1.41552087300458e-07	0.368595869979818	0.914	0.737	0.00284463074639	r2/r4	pard3bb
nav2a	1.49483542124375e-07	0.325569167606217	0.612	0.394	0.00300402126253144	r2/r4	nav2a
shroom2a	1.50212321130498e-07	0.381748523105145	0.475	0.282	0.00301866680543848	r2/r4	shroom2a
trps1	1.78192626213576e-07	0.428379112107697	0.799	0.637	0.00358095901638803	r2/r4	trps1
sipa1l2	1.89246434714596e-07	0.365494951773385	0.827	0.628	0.00380309635202453	r2/r4	sipa1l2
arhgap35a	2.00232397484365e-07	0.343995974864833	0.95	0.858	0.00402387025984579	r2/r4	arhgap35a
phactr4b	2.45485487094467e-07	0.344975147103044	0.626	0.415	0.00493327634865041	r2/r4	phactr4b
hmgn2	3.05734861809441e-07	0.317362166589378	0.763	0.562	0.00614404778292252	r2/r4	hmgn2
prr12b	3.09895995019961e-07	0.301369013194165	0.604	0.384	0.00622766991592114	r2/r4	prr12b
her8a	4.24776196941019e-07	0.272448556160565	0.417	0.225	0.00853630245372672	r2/r4	her8a
si:ch1073-186i23.1	4.72025415582629e-07	0.378969534426535	0.432	0.257	0.00948582275154851	r2/r4	si:ch1073-186i23.1
rad18	4.78524790016074e-07	0.35997590512791	0.561	0.35	0.00961643418016302	r2/r4	rad18
igf2bp1	5.5114277728493e-07	0.3340836693983	0.964	0.895	0.011075765252318	r2/r4	igf2bp1
tnika	5.54372986754685e-07	0.295442925788813	0.626	0.399	0.0111406795418222	r2/r4	tnika
pbx3b	5.90973479432688e-07	0.468232089044072	0.324	0.162	0.0118762030426793	r2/r4	pbx3b
rab11fip3	6.08437420859507e-07	0.26486624873396	0.453	0.256	0.0122271584095927	r2/r4	rab11fip3
march8	6.65323719153748e-07	0.285817976167474	0.59	0.372	0.0133703454601137	r2/r4	march8
sardh	6.72683056078888e-07	0.309944086095559	0.317	0.156	0.0135182386949613	r2/r4	sardh
lbr	9.23913326164626e-07	0.293838631203953	0.647	0.435	0.0185669622026043	r2/r4	lbr
rrm2.1	1.06751907709371e-06	0.566887004598207	0.647	0.477	0.0214528633732752	r2/r4	rrm2.1
ptch2	1.07027669444538e-06	0.401987877557848	0.475	0.283	0.0215082804515743	r2/r4	ptch2
magi2a	1.13958657275369e-06	0.267719522772056	0.597	0.374	0.0229011317660582	r2/r4	magi2a
adamts3	1.14023681206245e-06	0.450735441194587	0.381	0.214	0.0229141989752069	r2/r4	adamts3
fzd3a	1.19255898743342e-06	0.337750942963724	0.64	0.441	0.023965665411462	r2/r4	fzd3a
kaznb	1.29939772130908e-06	0.391468914552462	0.647	0.425	0.0261126966074273	r2/r4	kaznb
znf536	1.5620069446576e-06	0.397876626835963	0.23	0.1	0.0313900915598391	r2/r4	znf536
dennd5a	1.8048690838195e-06	0.358702737733321	0.626	0.426	0.0362706491084366	r2/r4	dennd5a
gli3	1.81093435977708e-06	0.313780269605521	0.899	0.786	0.0363925368940801	r2/r4	gli3
plagl2	1.98559576714591e-06	0.310935897429945	0.878	0.704	0.0399025325365642	r2/r4	plagl2
si:ch73-1a9.3	1.99584182249702e-06	0.358476933342598	0.791	0.651	0.0401084372649002	r2/r4	si:ch73-1a9.3
slx4ip	2.05610257724884e-06	0.266596829710211	0.468	0.276	0.0413194373923927	r2/r4	slx4ip
baz1b	2.23203160486174e-06	0.30732368197859	0.691	0.503	0.0448549071313016	r2/r4	baz1b
tox2	3.17004233922069e-06	0.252906272897951	0.59	0.384	0.0637051708489789	r2/r4	tox2
zgc:110158	3.67538290253997e-06	0.27896603175089	0.806	0.613	0.0738604948094432	r2/r4	zgc:110158
hmmr	4.10560712585624e-06	0.304033315491273	0.367	0.204	0.082506280801207	r2/r4	hmmr
zgc:110796	4.1487265008224e-06	0.25772584687996	0.511	0.317	0.083372807760527	r2/r4	zgc:110796
LO018148.1	4.29084258150446e-06	0.37921572760777	0.662	0.489	0.0862287725179137	r2/r4	LO018148.1
myh14	4.61610471357002e-06	0.321495157474573	0.46	0.279	0.0927652403239031	r2/r4	myh14
pknox2	4.96377681896259e-06	0.300610857182766	0.388	0.227	0.0997520589538723	r2/r4	pknox2
zgc:173552.3	6.15360721130979e-06	0.257001662957338	0.489	0.304	0.123662890518482	r2/r4	zgc:173552.3
map2k6	6.76485420573332e-06	0.291817369316182	0.691	0.499	0.135946510118417	r2/r4	map2k6
nat8l	1.2539784367934e-05	0.440128008783989	0.705	0.526	0.251999506658001	r2/r4	nat8l
dtnba	1.68626791232803e-05	0.281208740858853	0.561	0.376	0.338872399661442	r2/r4	dtnba
eme1	1.87462353829234e-05	0.309414761190564	0.489	0.328	0.376724346255229	r2/r4	eme1
si:ch211-269k10.2	1.94451887848577e-05	0.291189156407731	0.388	0.229	0.3907705138205	r2/r4	si:ch211-269k10.2
crb2a	2.10673149547642e-05	0.254147886674218	0.381	0.214	0.423368761330942	r2/r4	crb2a
ctdp1	2.31342944517569e-05	0.342422303253885	0.885	0.765	0.464906781302507	r2/r4	ctdp1
si:dkey-195m11.8	2.38650526849722e-05	0.298027106676298	0.669	0.511	0.479592098757202	r2/r4	si:dkey-195m11.8
gli1	2.45268477550453e-05	0.301926538261765	0.54	0.364	0.492891532485391	r2/r4	gli1
cep192	2.66557422137471e-05	0.259814103066151	0.597	0.417	0.535673795527461	r2/r4	cep192
h2az2b	2.66558498193096e-05	0.272460407385499	0.727	0.553	0.535675957968846	r2/r4	h2az2b
lin28a	2.71691903473626e-05	0.360749179736631	0.712	0.529	0.5459920492206	r2/r4	lin28a
man1a2	3.05260438526349e-05	0.259356513458187	0.712	0.525	0.613451377262551	r2/r4	man1a2
hmgb2a	3.05621439957222e-05	0.290511789527399	0.777	0.624	0.614176845738033	r2/r4	hmgb2a
kif23	3.17290551315406e-05	0.261359679056221	0.439	0.274	0.63762709192344	r2/r4	kif23
cd82a	3.25786139665405e-05	0.264492813476966	0.302	0.169	0.654699826271598	r2/r4	cd82a
macf1a	3.26215144236852e-05	0.312266127654095	0.899	0.836	0.655561953858378	r2/r4	macf1a
cenpi	3.33134919642173e-05	0.264678554166388	0.576	0.392	0.669467934512911	r2/r4	cenpi
ankrd11	3.34160562787576e-05	0.318610008858236	0.878	0.818	0.671529066977913	r2/r4	ankrd11
arhgap21a	3.759542619772e-05	0.285418302422589	0.475	0.31	0.755517684869382	r2/r4	arhgap21a
fbxw7	3.76541977228307e-05	0.261025889051527	0.971	0.93	0.756698757438006	r2/r4	fbxw7
ssbp4	3.80849428597678e-05	0.267969287034507	0.806	0.634	0.765355011709893	r2/r4	ssbp4
chaf1a	3.81974933758057e-05	0.323102487593579	0.698	0.538	0.767616826880192	r2/r4	chaf1a
meis1b	3.91778431201989e-05	0.325086994988481	0.935	0.819	0.787317935343518	r2/r4	meis1b
pcm1	4.04675326977409e-05	0.272022213165865	0.453	0.29	0.8132355370938	r2/r4	pcm1
plce1	4.30758894872327e-05	0.260280971482124	0.396	0.241	0.865653075135428	r2/r4	plce1
stag2b	4.39427486807678e-05	0.364445011301269	0.698	0.582	0.88307347748871	r2/r4	stag2b
lig1	4.53042323762221e-05	0.34717270280729	0.669	0.505	0.910433853832559	r2/r4	lig1
prim2	4.66042888738561e-05	0.327016979530965	0.669	0.484	0.936559789209011	r2/r4	prim2
efcc1	5.10015902847163e-05	0.322400393699622	0.338	0.193	1	r2/r4	efcc1
dnmt1	5.23793636265082e-05	0.27386089719352	0.424	0.275	1	r2/r4	dnmt1
pspc1	5.90345076113387e-05	0.261256261132979	0.791	0.603	1	r2/r4	pspc1
ints8	5.96638426247449e-05	0.266562935234858	0.899	0.796	1	r2/r4	ints8
nup160	6.08050703282494e-05	0.28751582183451	0.432	0.283	1	r2/r4	nup160
letm1	6.10389171221234e-05	0.298066261579592	0.54	0.381	1	r2/r4	letm1
zswim5	6.45960774706382e-05	0.255397594785791	0.849	0.696	1	r2/r4	zswim5
acvr2bb	6.73096854899256e-05	0.285755987423147	0.561	0.4	1	r2/r4	acvr2bb
kif20a	7.33067674926184e-05	0.256139064999868	0.576	0.391	1	r2/r4	kif20a
lix1	7.72477679595548e-05	0.254363740014163	0.187	0.086	1	r2/r4	lix1
znf609b	8.15585018665872e-05	0.303438820924728	0.899	0.809	1	r2/r4	znf609b
ccnf	9.87908217654899e-05	0.30821386961339	0.583	0.423	1	r2/r4	ccnf
hs6st1b	9.96717059147611e-05	0.264270763602343	0.504	0.342	1	r2/r4	hs6st1b
dennd5b	0.000101128280445259	0.259165263369634	0.576	0.402	1	r2/r4	dennd5b
tiam1a	0.000101378932011068	0.30897637924634	0.547	0.382	1	r2/r4	tiam1a
tjap1	0.000118478626210434	0.314035302544658	0.547	0.408	1	r2/r4	tjap1
znf1035	0.000127862298864417	0.255805407101034	0.705	0.534	1	r2/r4	znf1035
fabp3	0.00012947778017722	0.250877933675444	0.46	0.308	1	r2/r4	fabp3
brsk2b	0.000131136573042261	0.307140272312021	0.511	0.354	1	r2/r4	brsk2b
tnrc6c1	0.000146757423414792	0.252675926953043	0.612	0.462	1	r2/r4	tnrc6c1
msh6	0.000151383494716747	0.351759204750491	0.496	0.347	1	r2/r4	msh6
stag1a	0.000182599032166379	0.261293567481792	0.633	0.469	1	r2/r4	stag1a
si:ch73-376l24.2	0.000198055763303113	0.259590586203166	0.604	0.463	1	r2/r4	si:ch73-376l24.2
tmpoa	0.000198453319056257	0.256127041288724	0.59	0.422	1	r2/r4	tmpoa
