	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
lhx9	1.94890937668906e-16	0.532933285364555	0.243	0.019	3.56864795965533e-12	FB.1	lhx9
RASSF10	1.0201621722677e-15	0.423998913811391	0.27	0.025	1.86801895363939e-11	FB.1	RASSF10
chsy1	1.72772988876367e-15	1.77462698504209	0.973	0.693	3.16364619931515e-11	FB.1	chsy1
ptprub	2.5404468645019e-15	1.23808680812357	0.676	0.192	4.65181225358943e-11	FB.1	ptprub
frem2b	2.93260953434298e-15	0.648476657179261	0.378	0.054	5.36990131833544e-11	FB.1	frem2b
lmo4a	4.32857704374917e-15	1.16216870516024	0.757	0.254	7.92605742480911e-11	FB.1	lmo4a
bmpr1ba	7.80523357592716e-15	1.21246973710213	0.838	0.329	1.42921632008802e-10	FB.1	bmpr1ba
nr2e1	2.20035465889996e-13	0.704254914165196	0.432	0.081	4.02906941591172e-09	FB.1	nr2e1
znf385a	2.36909352659527e-13	0.637753672282734	0.27	0.031	4.3380471565486e-09	FB.1	znf385a
dclk2a	3.02688677796905e-13	1.02345321629699	0.703	0.228	5.54253237913914e-09	FB.1	dclk2a
cyp27c1	3.0576694460392e-13	0.427078306743363	0.243	0.025	5.59889852264239e-09	FB.1	cyp27c1
kank1a	3.64226053299165e-13	0.890013606522352	0.649	0.192	6.66934326196101e-09	FB.1	kank1a
pdgfaa.1	4.20464136740015e-13	0.74447208393213	0.459	0.093	7.69911880784642e-09	FB.1	pdgfaa.1
ephb6	7.69892514419871e-13	0.667011773019899	0.27	0.033	1.40975018315423e-08	FB.1	ephb6
nfia	8.26472439918523e-13	1.01729208848149	0.784	0.272	1.51335368473481e-08	FB.1	nfia
camsap3	1.0132735057748e-12	0.942973234169367	0.541	0.136	1.85540511642423e-08	FB.1	camsap3
vasnb	1.34185008144241e-12	0.393561180590588	0.297	0.039	2.4570616841292e-08	FB.1	vasnb
creb5a	1.40478283364824e-12	0.338074947417242	0.243	0.026	2.57229784669329e-08	FB.1	creb5a
arntl1b	5.27956510651267e-12	1.04133473586069	0.595	0.174	9.66741166653535e-08	FB.1	arntl1b
pdgfaa	6.08017784343719e-12	0.832459764225749	0.459	0.101	1.11334136491178e-07	FB.1	pdgfaa
her6	1.1713886355095e-11	1.09654442128832	0.568	0.156	2.14492973048145e-07	FB.1	her6
wu:fi36a10	3.47159780202863e-11	0.886431994520904	0.568	0.162	6.35684273529462e-07	FB.1	wu:fi36a10
bbx	3.57600230575435e-11	0.372716155309876	0.378	0.07	6.54801782206679e-07	FB.1	bbx
CABZ01061591.1	4.60334496389469e-11	0.378609597108887	0.243	0.031	8.42918496338756e-07	FB.1	CABZ01061591.1
dlc1	4.69748955572954e-11	0.589970737256071	0.378	0.076	8.60157312549636e-07	FB.1	dlc1
grm6b	8.63440544685388e-11	0.284788772724966	0.243	0.031	1.58104598137341e-06	FB.1	grm6b
her9	9.30086534309575e-11	1.16669796946541	0.649	0.23	1.70308145297426e-06	FB.1	her9
tcf7l2	1.28020818110432e-10	0.799714623243016	0.703	0.245	2.34418920042013e-06	FB.1	tcf7l2
rxraa	1.30310264955451e-10	0.553555321798648	0.459	0.108	2.38611126159927e-06	FB.1	rxraa
shisa3	1.42799471467033e-10	0.315162421768485	0.27	0.039	2.61480112203284e-06	FB.1	shisa3
zgc:77158	1.42954181928166e-10	0.811186006006215	0.892	0.424	2.61763402528665e-06	FB.1	zgc:77158
slc6a6b	2.58217643610412e-10	0.345794040422148	0.189	0.02	4.72822327215025e-06	FB.1	slc6a6b
flrt2	3.28944784379921e-10	0.295436016924475	0.216	0.026	6.02330794678074e-06	FB.1	flrt2
si:dkey-74k8.3	3.80158549192936e-10	0.445874152883581	0.216	0.027	6.96108319427185e-06	FB.1	si:dkey-74k8.3
zgc:162200	3.88164504358302e-10	0.61142008095455	0.486	0.129	7.10768023930487e-06	FB.1	zgc:162200
foxg1a	5.20638458291411e-10	0.278739728052161	0.216	0.026	9.53341080977403e-06	FB.1	foxg1a
si:dkey-22o22.2	8.23577271230333e-10	0.497156742479504	0.324	0.06	1.50805234134986e-05	FB.1	si:dkey-22o22.2
rorab	1.59289312460904e-09	0.404141495466205	0.243	0.036	2.91674660047161e-05	FB.1	rorab
pappab	1.66839688177782e-09	0.738885648913551	0.486	0.134	3.05500153022336e-05	FB.1	pappab
parp4	1.96611380378636e-09	0.27821492082888	0.189	0.022	3.6001509861132e-05	FB.1	parp4
adamts18	2.11519262408529e-09	0.539018765139106	0.324	0.065	3.87312921396257e-05	FB.1	adamts18
celf2	3.92913914135935e-09	0.971630042623232	0.865	0.494	7.1946466817431e-05	FB.1	celf2
pcbp4	1.39518448922768e-08	0.679541690543346	0.595	0.22	0.000255472231822481	FB.1	pcbp4
rnd1b	1.84108631927745e-08	0.551239758215725	0.757	0.323	0.000337121315922894	FB.1	rnd1b
nav2b	2.07996517549518e-08	0.985676975703041	0.784	0.396	0.000380862423284922	FB.1	nav2b
eef2a.2	3.03355230481344e-08	0.334547020989507	0.351	0.081	0.000555473762534389	FB.1	eef2a.2
nop56	3.32269031846688e-08	0.787943274192334	0.919	0.671	0.000608417824214471	FB.1	nop56
klf6a	3.4855853992432e-08	0.902551659884181	0.838	0.536	0.000638245542455422	FB.1	klf6a
pcdh7b	4.0532520436786e-08	0.734246754110031	0.405	0.115	0.000742190981717988	FB.1	pcdh7b
afap1l2	4.39765742811551e-08	0.554860468931737	0.486	0.147	0.000805255051662232	FB.1	afap1l2
hs6st1a	4.54268836242885e-08	0.857612142345375	0.919	0.545	0.000831811666044347	FB.1	hs6st1a
foxn3	5.08944025485024e-08	0.527849025348274	0.378	0.102	0.000931927405065627	FB.1	foxn3
efna5a	5.97110497693537e-08	0.957689129430314	0.838	0.442	0.00109336903232664	FB.1	efna5a
her15.1	5.97502146592205e-08	1.07340244082255	0.649	0.284	0.00109408618062499	FB.1	her15.1
dachd	9.71266366635208e-08	0.325342396315038	0.243	0.045	0.00177848584394573	FB.1	dachd
ptprt.1	1.06951694242243e-07	0.304625188379135	0.162	0.021	0.0019583924732697	FB.1	ptprt.1
kif26ab	1.36468983387385e-07	0.434221504578127	0.378	0.099	0.0024988835548064	FB.1	kif26ab
rreb1b	1.73718020000404e-07	0.427240562273072	0.378	0.103	0.0031809506642274	FB.1	rreb1b
rtraf	2.05035464851925e-07	0.250734184406773	0.216	0.037	0.0037544043969036	FB.1	rtraf
rplp0	2.09331958226805e-07	0.624477854586247	0.973	0.788	0.00383307748709102	FB.1	rplp0
mocs3	2.19704205845334e-07	0.307339062469268	0.351	0.088	0.00402300371323391	FB.1	mocs3
plxnb2a	2.21342735167485e-07	0.298492575357813	0.189	0.03	0.00405300682365181	FB.1	plxnb2a
camkmt	2.42368266578723e-07	0.447230565139989	0.459	0.146	0.00443800532932299	FB.1	camkmt
dnmt3bb.1	2.48363374554456e-07	0.534580213100822	0.243	0.048	0.00454778175146665	FB.1	dnmt3bb.1
chst11	2.66487557440241e-07	0.541601676167635	0.405	0.123	0.00487965366428825	FB.1	chst11
jun	2.81335789489691e-07	0.841144876929937	0.838	0.516	0.00515153964134573	FB.1	jun
mylipa	3.03552073771705e-07	1.07877229120697	0.568	0.233	0.0055583420228337	FB.1	mylipa
tbc1d1	3.3595924260083e-07	0.317886591395991	0.243	0.048	0.0061517496912638	FB.1	tbc1d1
serpinh1b	3.51844114630265e-07	0.979479331437321	1	0.917	0.00644261758299478	FB.1	serpinh1b
fosl2	3.65681947252128e-07	0.863832943730594	0.73	0.363	0.00669600213613372	FB.1	fosl2
cdkn1a	4.1239921051517e-07	0.396548780511823	0.378	0.106	0.00755144194374329	FB.1	cdkn1a
shisa2a	5.21317617457086e-07	0.337352413984455	0.189	0.031	0.0095458468932567	FB.1	shisa2a
si:ch211-13k12.2	5.64998487895559e-07	0.678772031670769	0.865	0.584	0.0103456873118556	FB.1	si:ch211-13k12.2
id1	5.68160034006654e-07	1.0775642786465	0.919	0.643	0.0104035783826958	FB.1	id1
ppargc1b	6.2736590736485e-07	0.379905186518741	0.351	0.095	0.0114876971297578	FB.1	ppargc1b
drg2	8.68217647598486e-07	0.263727157197136	0.243	0.05	0.0158979333451759	FB.1	drg2
si:dkey-151g10.6	8.86852305186666e-07	0.660622887062039	1	0.91	0.016239152560273	FB.1	si:dkey-151g10.6
si:dkey-49n23.1	1.07670425308839e-06	0.442185199133572	0.514	0.18	0.0197155315783014	FB.1	si:dkey-49n23.1
stard7	1.25996926020736e-06	0.367280647653681	0.378	0.114	0.023071297123657	FB.1	stard7
si:dkey-68o6.5	1.41176128681703e-06	0.284788772724966	0.189	0.033	0.0258507609229066	FB.1	si:dkey-68o6.5
her12	1.50820697071573e-06	0.778314094821843	0.568	0.244	0.0276167778407758	FB.1	her12
eya1	1.76724725737196e-06	0.590371541548381	0.405	0.13	0.0323600645297379	FB.1	eya1
amotl2b	1.9723146019454e-06	0.253310541251798	0.243	0.053	0.0361150526762222	FB.1	amotl2b
ephb2b	2.5004979389879e-06	0.646604546563418	0.676	0.345	0.0457866177608073	FB.1	ephb2b
coq8aa	2.9879812987633e-06	0.515678835773999	0.676	0.323	0.0547129255616549	FB.1	coq8aa
vax1	3.03466613651251e-06	0.399597570321256	0.162	0.026	0.0555677716256806	FB.1	vax1
fzd8a	3.20920079038368e-06	0.318732567220411	0.297	0.077	0.0587636756727155	FB.1	fzd8a
dap3	3.57082728984249e-06	0.326359368790757	0.27	0.067	0.0653854185043059	FB.1	dap3
larp1b	3.77897461822188e-06	0.478796943504228	0.649	0.307	0.0691968042342608	FB.1	larp1b
smad1	3.85083259818885e-06	0.487514160605337	0.216	0.046	0.0705125957054361	FB.1	smad1
elmsan1b	4.03182073904893e-06	0.629899905735018	0.892	0.704	0.073826669552725	FB.1	elmsan1b
bcam	4.07690461810677e-06	0.531123799584108	0.568	0.228	0.0746522004621531	FB.1	bcam
otx2a	4.31365274133719e-06	0.439151139043938	0.243	0.057	0.0789872953466252	FB.1	otx2a
faua	4.53751729627212e-06	0.659133041789705	0.865	0.556	0.0830864792120389	FB.1	faua
cux1a	4.68875346590679e-06	0.704856475746262	0.676	0.364	0.0858557647142192	FB.1	cux1a
scube3	4.76742559430644e-06	0.350963143196332	0.595	0.241	0.0872963300573452	FB.1	scube3
wtip	4.8000075088626e-06	0.563241486768583	0.622	0.292	0.0878929374947831	FB.1	wtip
smim15	4.80292999820641e-06	0.292821254014083	0.27	0.068	0.0879464511971575	FB.1	smim15
prickle1b	5.1198924957484e-06	0.37147656444816	0.324	0.091	0.0937503514896489	FB.1	prickle1b
FO082781.1	5.19879214935927e-06	0.297330320179225	0.324	0.093	0.0951950830469176	FB.1	FO082781.1
pax6b	5.22075991166234e-06	0.636332997583106	0.432	0.159	0.0955973347424492	FB.1	pax6b
anos1b	5.63439902092819e-06	0.311949566388138	0.243	0.058	0.103171480472216	FB.1	anos1b
dlg3	5.64547797104648e-06	0.61142008095455	0.378	0.13	0.103374347127832	FB.1	dlg3
arid5b	5.95194682835734e-06	0.66690176539158	0.568	0.261	0.108986098374051	FB.1	arid5b
heatr1	6.1466048066072e-06	0.48559921963132	0.676	0.337	0.112550480613784	FB.1	heatr1
gpc4	6.47779818123336e-06	0.707672731109587	0.865	0.688	0.118614962496564	FB.1	gpc4
taar10	7.14653689031241e-06	0.474957988738244	0.486	0.194	0.130860236998511	FB.1	taar10
bmp5	7.91230852129076e-06	0.352506913002095	0.162	0.028	0.144882281333355	FB.1	bmp5
fgfr2	8.00851277521485e-06	0.71608938354798	1	0.884	0.146643877426959	FB.1	fgfr2
apcdd1l	9.24637261546473e-06	0.47330548617099	0.351	0.11	0.169310328961775	FB.1	apcdd1l
adarb2	1.06248491801441e-05	0.382428549031997	0.405	0.14	0.194551613337618	FB.1	adarb2
shroom2a	1.14771896659193e-05	0.503388239953741	0.649	0.333	0.210158819972649	FB.1	shroom2a
sox2	1.21215663136369e-05	0.659514928631709	0.568	0.268	0.221958000769006	FB.1	sox2
foxp4	1.33606071765504e-05	0.526782321880116	1	0.894	0.244646078009814	FB.1	foxp4
crb2a	1.39608082668194e-05	0.718574505416765	0.919	0.698	0.25563636017373	FB.1	crb2a
rasl11b	1.51573684447985e-05	0.402625263018824	0.378	0.13	0.277546573592706	FB.1	rasl11b
efnb3a	1.76415858707124e-05	0.492834776904511	0.514	0.222	0.323035078878614	FB.1	efnb3a
gtf3c6	1.95157782659656e-05	0.276289530124195	0.243	0.062	0.357353415828095	FB.1	gtf3c6
rpl10a	2.00915211912488e-05	0.558522272568366	0.892	0.781	0.367895844532956	FB.1	rpl10a
tjp2b	2.15657709868376e-05	0.343109521550363	0.324	0.103	0.394890832539983	FB.1	tjp2b
gxylt2	2.16836815467084e-05	0.423108735942746	0.351	0.119	0.397049892801778	FB.1	gxylt2
znf516	2.19733679343726e-05	0.285167681470648	0.297	0.087	0.402354340246297	FB.1	znf516
mych	2.24121199966164e-05	0.533209372828968	0.595	0.297	0.410388329258044	FB.1	mych
efnb1	2.24463429450844e-05	0.723153905821586	0.703	0.403	0.41101498566744	FB.1	efnb1
tead3a	2.36782426273491e-05	0.665420038415909	0.595	0.304	0.43357230074939	FB.1	tead3a
rpl15	2.87043201437381e-05	0.621316882734074	0.919	0.72	0.525604806151989	FB.1	rpl15
FQ377603.1	2.87087053977088e-05	0.437390681179501	0.216	0.053	0.525685104537445	FB.1	FQ377603.1
pcdh11	3.38769749827051e-05	0.280721776439455	0.189	0.042	0.620321288908313	FB.1	pcdh11
ptcd3	3.47508672027124e-05	0.296300423805271	0.378	0.134	0.636323129348866	FB.1	ptcd3
shq1	3.68747308491463e-05	0.515099992277237	0.324	0.11	0.675213196578718	FB.1	shq1
iffo2a	3.7301450103536e-05	0.809010892044759	0.514	0.264	0.683026852845847	FB.1	iffo2a
etv5a	3.86849872197306e-05	0.463783643177004	0.595	0.289	0.708360800980487	FB.1	etv5a
rpl9	5.80362561921022e-05	0.47481908775697	0.73	0.452	1	FB.1	rpl9
pfas	5.97235817389685e-05	0.333574863335724	0.378	0.14	1	FB.1	pfas
tspan9a	6.19756055695604e-05	0.25776559895842	0.189	0.044	1	FB.1	tspan9a
tiam2a	6.41783255500723e-05	0.615679819775936	0.919	0.704	1	FB.1	tiam2a
ddx31	6.66247313418889e-05	0.390017632328022	0.432	0.18	1	FB.1	ddx31
dusp8a	6.67107870111631e-05	0.40882152898273	0.676	0.343	1	FB.1	dusp8a
slc27a1a	7.19455101126279e-05	0.273106723252195	0.297	0.093	1	FB.1	slc27a1a
znf385b	7.59697247643431e-05	0.353913848545592	0.27	0.083	1	FB.1	znf385b
stra6	7.82653289009678e-05	0.6472704912024	0.432	0.176	1	FB.1	stra6
lpcat3	9.79737750442604e-05	0.341563737282546	0.432	0.179	1	FB.1	lpcat3
ldlrad4a	9.97897427960023e-05	0.417617977494297	0.324	0.116	1	FB.1	ldlrad4a
rpl37.1	0.00010180058091239	0.554291632214268	0.946	0.754	1	FB.1	rpl37.1
rps9	0.000108971512047173	0.528649289883041	0.946	0.71	1	FB.1	rps9
tmem108	0.00011071109269244	0.445311662120374	0.73	0.4	1	FB.1	tmem108
nr2f1b	0.000111428486058917	0.297213023131241	0.189	0.046	1	FB.1	nr2f1b
usp10	0.000115108974466204	0.455973718079815	0.811	0.47	1	FB.1	usp10
rapgef2	0.000116861831553683	0.500105738038344	0.676	0.39	1	FB.1	rapgef2
her4.2	0.000117701425110596	0.544644267891252	0.541	0.261	1	FB.1	her4.2
lrrk1	0.000140663501171956	0.274815135472733	0.216	0.06	1	FB.1	lrrk1
pik3c2b	0.000140707923130996	0.451700499264819	0.892	0.588	1	FB.1	pik3c2b
CU862020.1	0.000163567145319657	0.340288207422159	0.351	0.134	1	FB.1	CU862020.1
elac2	0.000164216725098165	0.321236936178169	0.297	0.102	1	FB.1	elac2
pax2b	0.000181623411687553	0.314019149626169	0.297	0.101	1	FB.1	pax2b
zbtb24	0.000194658477532789	0.314677563743122	0.243	0.076	1	FB.1	zbtb24
rrp8	0.000219449072005405	0.403470179611577	0.432	0.186	1	FB.1	rrp8
rpl3	0.000228425109599467	0.473565342984439	0.865	0.714	1	FB.1	rpl3
rpl34	0.000237718437697585	0.51216952468502	0.919	0.826	1	FB.1	rpl34
cnot6l	0.000239635890977685	0.258160246567466	0.27	0.089	1	FB.1	cnot6l
flna	0.000241419829447233	0.286652699657236	0.189	0.05	1	FB.1	flna
tcf12	0.000250137109546332	0.475791675580796	0.568	0.306	1	FB.1	tcf12
nhsl1b	0.000252403189887929	0.336672189992291	0.919	0.652	1	FB.1	nhsl1b
rps15a	0.000259826427834047	0.435552496517315	0.838	0.62	1	FB.1	rps15a
rpl19	0.000271354539209462	0.602149312121812	0.838	0.66	1	FB.1	rpl19
si:dkey-12j5.1	0.000295872620223683	0.554307365241972	0.703	0.521	1	FB.1	si:dkey-12j5.1
pcdh19	0.000299383607059348	0.615466252868181	0.892	0.727	1	FB.1	pcdh19
pdlim1	0.000303455819741544	0.447932891340094	0.459	0.215	1	FB.1	pdlim1
syt14a	0.00031315614982161	0.361465162142813	0.378	0.159	1	FB.1	syt14a
eef2k	0.00032562085414124	0.318914556629592	0.378	0.154	1	FB.1	eef2k
ppan	0.000329245169475878	0.3940632495154	0.595	0.329	1	FB.1	ppan
smyd3	0.000330272850183899	0.449687299890869	0.541	0.308	1	FB.1	smyd3
si:ch1073-170o4.1	0.000335942311803124	0.262234456556068	0.189	0.051	1	FB.1	si:ch1073-170o4.1
si:ch211-169p10.1	0.000338334797998045	0.385248694298851	0.297	0.112	1	FB.1	si:ch211-169p10.1
ecpas	0.000347879920636571	0.357585208999529	0.405	0.175	1	FB.1	ecpas
twistnb	0.000439258386997546	0.403981816988909	0.324	0.135	1	FB.1	twistnb
adka	0.000475866124732397	0.665247529143805	0.811	0.659	1	FB.1	adka
nrp2a	0.000480700049849641	0.407233044134368	0.243	0.081	1	FB.1	nrp2a
meis1b	0.000489809265252399	0.589149436400427	0.811	0.613	1	FB.1	meis1b
si:dkey-33c12.4	0.000494086179645699	0.376104386766131	0.649	0.384	1	FB.1	si:dkey-33c12.4
slc29a1a	0.000531185497999785	0.496299433532566	0.514	0.285	1	FB.1	slc29a1a
ncl	0.000551162211337164	0.774161123661081	0.865	0.7	1	FB.1	ncl
bop1	0.000579681877840553	0.36031445816086	0.757	0.518	1	FB.1	bop1
pkdcca	0.000582364126722843	0.492661833360683	0.378	0.168	1	FB.1	pkdcca
nop58	0.000597601592427695	0.386110176235807	0.676	0.388	1	FB.1	nop58
ripor1	0.000601367091694107	0.44417835422024	0.919	0.683	1	FB.1	ripor1
rpf1	0.000609656193909639	0.345650051695956	0.811	0.497	1	FB.1	rpf1
qtrt2	0.000612562409332942	0.329690251618563	0.27	0.097	1	FB.1	qtrt2
smoc2	0.000627755801322452	0.27821492082888	0.108	0.021	1	FB.1	smoc2
runx2a	0.000658303423538257	0.317328956251167	0.378	0.168	1	FB.1	runx2a
rps23	0.000675494329658306	0.557273077719438	0.784	0.601	1	FB.1	rps23
rps2	0.000680891782531304	0.484389693816296	0.946	0.789	1	FB.1	rps2
pde3a	0.000705643640531164	0.2986799221299	0.189	0.056	1	FB.1	pde3a
eef1a1l1	0.000723815519422391	0.578502889852528	1	0.882	1	FB.1	eef1a1l1
rpl7	0.000740076527151987	0.383074692255274	0.811	0.503	1	FB.1	rpl7
cad	0.000788251009715306	0.593447605354402	0.703	0.508	1	FB.1	cad
ier5	0.000791217987789712	0.414698095319399	0.73	0.475	1	FB.1	ier5
efnb2a	0.000846863257244123	0.316375280218135	0.405	0.181	1	FB.1	efnb2a
zcchc4	0.000854469230663026	0.399350130985963	0.27	0.104	1	FB.1	zcchc4
mybbp1a	0.000863272660010406	0.469739458877361	0.568	0.341	1	FB.1	mybbp1a
rrp9	0.000872690756414143	0.314942011556325	0.378	0.17	1	FB.1	rrp9
cited4a	0.000892398047165949	0.38524869429885	0.649	0.393	1	FB.1	cited4a
barhl1a	0.000905725809952829	0.305814226804446	0.297	0.117	1	FB.1	barhl1a
slc20a2	0.000909134979220783	0.377090170911687	0.622	0.361	1	FB.1	slc20a2
tuft1a	0.000909493741466302	0.317303448687611	0.243	0.089	1	FB.1	tuft1a
plpp3	0.000936870715702385	0.402286323738306	0.595	0.346	1	FB.1	plpp3
cnn3a	0.000940700831145248	0.579183030637604	0.622	0.394	1	FB.1	cnn3a
rpl18a	0.000994942592328703	0.636525549474068	0.784	0.585	1	FB.1	rpl18a
rps3	0.00102085753360432	0.374451496118701	0.865	0.692	1	FB.1	rps3
rpl21	0.00105971863141636	0.375557019820654	0.865	0.59	1	FB.1	rpl21
pwp2h	0.0010975335776875	0.457573672416715	0.73	0.472	1	FB.1	pwp2h
ctdsp2	0.00120502079857259	0.384595847659771	0.568	0.341	1	FB.1	ctdsp2
trmt61a	0.00127198512659277	0.484077486144081	0.568	0.348	1	FB.1	trmt61a
tnpo1	0.00127650314813248	0.290033436642463	0.378	0.17	1	FB.1	tnpo1
fam172a	0.0012776310397034	0.46372961201578	0.784	0.591	1	FB.1	fam172a
elp2	0.00129749817614289	0.349383241741845	0.351	0.154	1	FB.1	elp2
rpl12	0.00130638531384293	0.411156896639941	0.811	0.605	1	FB.1	rpl12
SIPA1	0.00130865863619051	0.308918668270107	0.432	0.207	1	FB.1	SIPA1
baxa.1	0.00143238381348634	0.32156901007557	0.351	0.163	1	FB.1	baxa.1
stm	0.00149342419845209	0.284230562216594	0.243	0.085	1	FB.1	stm
rps5	0.00151441899578181	0.500570313430784	0.703	0.597	1	FB.1	rps5
zgc:153116	0.00152314202598276	0.256279050613717	0.189	0.061	1	FB.1	zgc:153116
tefa	0.00154898589980641	0.290415759432799	0.595	0.334	1	FB.1	tefa
plxnb2a.1	0.00155417728985663	0.362561397159104	0.189	0.061	1	FB.1	plxnb2a.1
afdna	0.00158436247936279	0.544686824639412	0.838	0.774	1	FB.1	afdna
zgc:171772	0.00159701741602845	0.489949738577456	0.865	0.679	1	FB.1	zgc:171772
axin1	0.00160439785901288	0.273106723252195	0.27	0.106	1	FB.1	axin1
tmem161b	0.00165999410751358	0.34807704424122	0.351	0.165	1	FB.1	tmem161b
tmem131l	0.00169062622832483	0.37388536757777	0.541	0.318	1	FB.1	tmem131l
srsf2a	0.00174212693635885	0.380214015598565	0.568	0.359	1	FB.1	srsf2a
apex1	0.00175110117446068	0.269537029756883	0.297	0.125	1	FB.1	apex1
mrpl36	0.00178471104036601	0.277094380934965	0.378	0.175	1	FB.1	mrpl36
large2	0.00178806592217413	0.301264548059583	0.676	0.4	1	FB.1	large2
ston2	0.00181022027088458	0.259172472937703	0.378	0.171	1	FB.1	ston2
her2	0.00184866605003649	0.8380920903679	0.595	0.399	1	FB.1	her2
arl4cb	0.00185802980568421	0.338294920740972	0.351	0.166	1	FB.1	arl4cb
emc2	0.00188071523350351	0.45509268291296	0.649	0.406	1	FB.1	emc2
serbp1a	0.00194840025863107	0.7643808396187	0.73	0.582	1	FB.1	serbp1a
gdf11	0.00204129184164841	0.582926350866239	0.514	0.304	1	FB.1	gdf11
msh3	0.0020447010043733	0.328624681575047	0.351	0.163	1	FB.1	msh3
rps3a	0.00205952422025094	0.370062143282164	0.784	0.553	1	FB.1	rps3a
arrdc3b	0.00237931511015298	0.327798576639963	0.243	0.091	1	FB.1	arrdc3b
aldh7a1	0.0023856439773389	0.279672925036742	0.378	0.18	1	FB.1	aldh7a1
mycn	0.00252521922412247	0.511483864763358	0.622	0.438	1	FB.1	mycn
ptprga	0.00256069885630166	0.655391333398791	0.541	0.368	1	FB.1	ptprga
atp6v1e1a	0.00257382270485518	0.271060735275272	0.216	0.079	1	FB.1	atp6v1e1a
dnajb1b	0.00280553168755779	0.317940350752122	0.676	0.438	1	FB.1	dnajb1b
arhgap10	0.00283122845965203	0.383521214432512	0.514	0.303	1	FB.1	arhgap10
nr2f5	0.00286130766769419	0.528090635054272	0.838	0.587	1	FB.1	nr2f5
rpl35a	0.00293679510942669	0.445961671160831	0.73	0.563	1	FB.1	rpl35a
lamc1	0.00294121745009328	0.484210332214662	0.703	0.547	1	FB.1	lamc1
rdh14b	0.00294454427264516	0.258160246567466	0.243	0.095	1	FB.1	rdh14b
rfx7a	0.00317916134193363	0.272889351692211	0.297	0.13	1	FB.1	rfx7a
