	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CR356242.1	2.48929455973587e-15	1.47142100751607	0.256	0.066	5.06123369885497e-11	r1 r2 & r4	CR356242.1
cldn5a	2.79782306431269e-15	0.898447459038433	0.782	0.413	5.68853385436056e-11	r1 r2 & r4	cldn5a
pou3f1	3.43183026228204e-15	1.28219386937126	0.331	0.103	6.97759728927184e-11	r1 r2 & r4	pou3f1
sema5ba	6.26967934180629e-15	1.00070426420292	0.654	0.323	1.27475120377605e-10	r1 r2 & r4	sema5ba
LO018430.2	8.724367389834e-15	1.24465014566905	0.158	0.027	1.77383837770105e-10	r1 r2 & r4	LO018430.2
brsk2b	1.00751811207223e-14	1.16570147037383	0.496	0.209	2.04848582546525e-10	r1 r2 & r4	brsk2b
c4b	1.01466806230956e-14	1.11507825840565	0.436	0.163	2.06302310428779e-10	r1 r2 & r4	c4b
pax6a	1.04387908689846e-14	1.6480622182349	0.368	0.129	2.12241495948196e-10	r1 r2 & r4	pax6a
plekhh1	1.14312072263922e-14	0.837076910331384	0.85	0.571	2.32419305327007e-10	r1 r2 & r4	plekhh1
FRMD5	1.47286892189716e-14	1.09550226666263	0.511	0.221	2.9946370920013e-10	r1 r2 & r4	FRMD5
arhgef10lb	3.38691874965513e-14	1.28423142152071	0.526	0.245	6.88628320179881e-10	r1 r2 & r4	arhgef10lb
ephb2b	5.08060962823751e-14	1.1636793340955	0.541	0.253	1.03298954961325e-09	r1 r2 & r4	ephb2b
adamts3	7.98084996507397e-14	1.2273045703275	0.481	0.218	1.62266641489884e-09	r1 r2 & r4	adamts3
fstl1b	1.49223877885682e-13	0.925209933572019	0.797	0.568	3.03401988517168e-09	r1 r2 & r4	fstl1b
fzd3a	1.68922539345729e-13	0.931007034996743	0.677	0.382	3.43453306997735e-09	r1 r2 & r4	fzd3a
gli2b	2.09122691104572e-13	1.09795575961631	0.571	0.282	4.25188255553815e-09	r1 r2 & r4	gli2b
CT990561.1	3.22687191065596e-13	1.67635985231234	0.361	0.139	6.5608759687457e-09	r1 r2 & r4	CT990561.1
ptprn2	3.49147219020464e-13	0.950021415466026	0.617	0.329	7.09886125712406e-09	r1 r2 & r4	ptprn2
pcdh19	3.95617080338227e-13	0.778708670869947	0.872	0.535	8.04368647743683e-09	r1 r2 & r4	pcdh19
tmsb4x	3.97495718008864e-13	0.805044353146232	0.827	0.595	8.08188293855622e-09	r1 r2 & r4	tmsb4x
gli3	4.50566828718194e-13	0.72184986795285	0.932	0.765	9.16092476149833e-09	r1 r2 & r4	gli3
azin1a	8.91768782473588e-13	1.17896177034659	0.564	0.299	1.8131442885253e-08	r1 r2 & r4	azin1a
epb41a	9.08190067169792e-13	0.761781226543717	0.737	0.397	1.84653204456962e-08	r1 r2 & r4	epb41a
robo1	1.15203741795981e-12	0.730423117409335	0.947	0.811	2.34232247819588e-08	r1 r2 & r4	robo1
sox21b	1.21005270088368e-12	1.10983118639288	0.203	0.05	2.4602791514367e-08	r1 r2 & r4	sox21b
cadm1a	3.26164378427846e-12	0.708756592739223	0.797	0.467	6.63157414219498e-08	r1 r2 & r4	cadm1a
wnt8b	4.0489060919368e-12	1.21977924972616	0.361	0.133	8.2322358661259e-08	r1 r2 & r4	wnt8b
qki2	4.40150477643257e-12	0.859978497229682	0.639	0.339	8.94913951144271e-08	r1 r2 & r4	qki2
ccnd2a	4.73656218442456e-12	0.825247799303823	0.632	0.339	9.63037823337202e-08	r1 r2 & r4	ccnd2a
CR848788.2	6.26668165707141e-12	1.06132066218181	0.376	0.149	1.27414171451576e-07	r1 r2 & r4	CR848788.2
zbtb16b	8.79956738290748e-12	0.595466244236021	0.872	0.537	1.78912804029275e-07	r1 r2 & r4	zbtb16b
ddr1	8.91588001503637e-12	0.925894397445934	0.699	0.416	1.81277672465719e-07	r1 r2 & r4	ddr1
fat3a	8.96748225820379e-12	0.796936209007252	0.782	0.524	1.82326849273799e-07	r1 r2 & r4	fat3a
srgap2	9.60978406538232e-12	0.667105900111899	0.947	0.773	1.95386129617353e-07	r1 r2 & r4	srgap2
dag1	1.03207327367621e-11	0.55481591762671	0.977	0.792	2.09841138003848e-07	r1 r2 & r4	dag1
jag2b	1.0878148332555e-11	0.582156735719687	0.992	0.789	2.21174511897509e-07	r1 r2 & r4	jag2b
mapk12b	1.21545191756225e-11	1.15084953373666	0.383	0.16	2.47125683878756e-07	r1 r2 & r4	mapk12b
si:dkey-151g10.3	1.61469326449091e-11	0.938425564806891	0.564	0.3	3.28299434536292e-07	r1 r2 & r4	si:dkey-151g10.3
ptprfb	2.03659597468977e-11	0.725824002964158	0.932	0.837	4.14080693573923e-07	r1 r2 & r4	ptprfb
dpysl2b	2.24570042956023e-11	1.16321368819458	0.308	0.112	4.56595811338187e-07	r1 r2 & r4	dpysl2b
cdh2	2.34725462584867e-11	0.518469367378839	0.962	0.792	4.77243810527551e-07	r1 r2 & r4	cdh2
acvr2bb	2.35131522755263e-11	0.859868405126698	0.647	0.365	4.78069412066e-07	r1 r2 & r4	acvr2bb
qkib	2.83061644277692e-11	0.974420349365771	0.556	0.284	5.75520935145403e-07	r1 r2 & r4	qkib
SFMBT1	2.95365275564539e-11	1.33937935656103	0.308	0.117	6.0053667827782e-07	r1 r2 & r4	SFMBT1
zbtb16a	3.23194112684662e-11	0.507743792102893	0.985	0.841	6.57118269910455e-07	r1 r2 & r4	zbtb16a
ildr2	3.53123084884135e-11	0.680577432254615	0.752	0.449	7.17969856186422e-07	r1 r2 & r4	ildr2
stat3	3.67484095041949e-11	0.522492660567191	0.985	0.926	7.4716866203929e-07	r1 r2 & r4	stat3
rfx2	4.57438337806841e-11	0.738516406163009	0.82	0.593	9.30063628428869e-07	r1 r2 & r4	rfx2
slc7a7	4.99891354893364e-11	1.00680205865582	0.534	0.283	1.01637910276919e-06	r1 r2 & r4	slc7a7
si:ch211-137a8.4	5.77396110818905e-11	0.897396678489822	0.481	0.223	1.173961772517e-06	r1 r2 & r4	si:ch211-137a8.4
ank3b.1	8.02408993021647e-11	1.02739965119478	0.218	0.063	1.63145796461161e-06	r1 r2 & r4	ank3b.1
sh3gl3a	8.03478690694358e-11	1.02502998204916	0.466	0.219	1.63363287391977e-06	r1 r2 & r4	sh3gl3a
LHFPL6	8.29548093651604e-11	1.33645928696396	0.218	0.065	1.68663718401244e-06	r1 r2 & r4	LHFPL6
gas7a	1.02542700513682e-10	1.07666958767005	0.323	0.123	2.08489818684419e-06	r1 r2 & r4	gas7a
efna2a	1.2210656108509e-10	0.983340008046823	0.677	0.445	2.48267059998206e-06	r1 r2 & r4	efna2a
coro1ca	1.92109502110047e-10	0.793224395497565	0.827	0.72	3.90597039690148e-06	r1 r2 & r4	coro1ca
fbxl4	2.0703185344983e-10	1.11431166659001	0.301	0.112	4.20937164434194e-06	r1 r2 & r4	fbxl4
arhgef10la	2.78617248635256e-10	0.804798224877926	0.564	0.3	5.66484589925202e-06	r1 r2 & r4	arhgef10la
BX284638.2	3.17852471572915e-10	0.692272079856367	0.662	0.375	6.4625764520205e-06	r1 r2 & r4	BX284638.2
plekha7b	4.94735895510162e-10	0.821908288834012	0.489	0.247	1.00589702275126e-05	r1 r2 & r4	plekha7b
mdkb	6.07784112450905e-10	0.881691153831824	0.391	0.172	1.23574665743518e-05	r1 r2 & r4	mdkb
rttn	8.33524253559977e-10	0.936988062838992	0.383	0.169	1.69472151233815e-05	r1 r2 & r4	rttn
sh2d3ca	8.8127824011475e-10	0.836708709051241	0.398	0.178	1.79181491780131e-05	r1 r2 & r4	sh2d3ca
cnksr3	9.38560588260573e-10	0.854323671320565	0.677	0.43	1.9082813880514e-05	r1 r2 & r4	cnksr3
lfng	1.10486109712952e-09	0.69405859571205	0.737	0.488	2.24640358268375e-05	r1 r2 & r4	lfng
mn1a	1.42052532451427e-09	1.13829018840778	0.383	0.179	2.88821208980242e-05	r1 r2 & r4	mn1a
rnf44	1.43255776097173e-09	0.714950965521792	0.744	0.504	2.91267643960772e-05	r1 r2 & r4	rnf44
pard6gb	1.43930147564859e-09	0.688734355077763	0.647	0.379	2.92638776028871e-05	r1 r2 & r4	pard6gb
skia	1.78986451218707e-09	0.69305906187914	0.827	0.578	3.63915252617875e-05	r1 r2 & r4	skia
si:dkeyp-86c4.1	1.86720001089056e-09	1.08802138258412	0.256	0.093	3.79639106214269e-05	r1 r2 & r4	si:dkeyp-86c4.1
shroom4	2.15594068134025e-09	0.813182036317373	0.647	0.406	4.383458593301e-05	r1 r2 & r4	shroom4
si:ch211-106f21.1	2.30724055993706e-09	1.083030193431	0.173	0.048	4.69108150646403e-05	r1 r2 & r4	si:ch211-106f21.1
si:dkey-49n23.1	2.51109628308149e-09	0.987006011391157	0.361	0.159	5.10556096276128e-05	r1 r2 & r4	si:dkey-49n23.1
epb41l4a	3.15744806749009e-09	0.767532550013316	0.429	0.204	6.41972341082084e-05	r1 r2 & r4	epb41l4a
znf710a	3.19246113840479e-09	0.913649191796892	0.466	0.242	6.49091198660461e-05	r1 r2 & r4	znf710a
mex3b	3.32033387913152e-09	0.673953246109097	0.624	0.359	6.7509028430502e-05	r1 r2 & r4	mex3b
atp1a2a	3.82756236186226e-09	1.03357950570476	0.195	0.06	7.78219979413834e-05	r1 r2 & r4	atp1a2a
tet1	3.90792909334994e-09	1.0225090592955	0.346	0.152	7.9456014325991e-05	r1 r2 & r4	tet1
map2k6	5.10597457523932e-09	0.771829241075883	0.481	0.247	0.000103814675063766	r1 r2 & r4	map2k6
tet2	5.50688583406863e-09	0.738415372239605	0.722	0.484	0.000111966002778283	r1 r2 & r4	tet2
nr2f5	6.58126652864902e-09	0.50579701853485	0.857	0.59	0.000133810311060492	r1 r2 & r4	nr2f5
nlgn3a	6.63796256927125e-09	1.59715738707779	0.226	0.079	0.000134963054958423	r1 r2 & r4	nlgn3a
pola1	8.26775295455201e-09	0.53809998118139	0.729	0.46	0.000168099953071952	r1 r2 & r4	pola1
sox19a	8.58267017933739e-09	1.08067239481977	0.271	0.104	0.000174502850086288	r1 r2 & r4	sox19a
myh14	9.40366810279236e-09	0.872493221199688	0.391	0.186	0.000191195379865974	r1 r2 & r4	myh14
htr3b	1.02962292089151e-08	1.12720996749328	0.301	0.127	0.000209342932275662	r1 r2 & r4	htr3b
robo4	1.28321890269332e-08	0.898965921533418	0.383	0.175	0.000260904067295605	r1 r2 & r4	robo4
slc25a21	1.33087862148968e-08	0.967255794141112	0.556	0.344	0.000270594241321281	r1 r2 & r4	slc25a21
hs3st3b1b	1.69374319432722e-08	0.851170950865202	0.564	0.331	0.000344371866270611	r1 r2 & r4	hs3st3b1b
bmpr1ab	2.01481789298408e-08	0.608611024200566	0.827	0.645	0.000409652774001523	r1 r2 & r4	bmpr1ab
myclb	2.08580672932196e-08	1.25779380309225	0.346	0.165	0.00042408622420574	r1 r2 & r4	myclb
si:dkey-195m11.8	2.26127576919986e-08	0.642565438697915	0.759	0.51	0.000459762589393716	r1 r2 & r4	si:dkey-195m11.8
sox3	2.32404311551343e-08	0.709357105733344	0.564	0.316	0.000472524446246192	r1 r2 & r4	sox3
plxnb1b	2.64147398926841e-08	0.581005210424655	0.774	0.523	0.000537064491498053	r1 r2 & r4	plxnb1b
baz2ba	2.87094501100327e-08	0.528547427936959	0.925	0.837	0.000583720539637185	r1 r2 & r4	baz2ba
nkd1	3.06492658453049e-08	0.729020659929341	0.571	0.332	0.000623160873166739	r1 r2 & r4	nkd1
lin28a	3.09290505596434e-08	0.613507085133193	0.865	0.719	0.000628849455978669	r1 r2 & r4	lin28a
dtnbp1b	3.86222255254847e-08	1.07887844402794	0.195	0.065	0.000785267089384154	r1 r2 & r4	dtnbp1b
pou3f2b	4.71966403049108e-08	0.848906834972685	0.323	0.144	0.000959602090679446	r1 r2 & r4	pou3f2b
ccdc88c	4.75315943425458e-08	0.675158585935733	0.624	0.376	0.000966412376172642	r1 r2 & r4	ccdc88c
rrm1	4.8151138469671e-08	0.875720719204635	0.481	0.275	0.000979008947365351	r1 r2 & r4	rrm1
crb2a	5.0729141489593e-08	0.62274061927523	0.699	0.43	0.0010314249047664	r1 r2 & r4	crb2a
irx4b	6.67440848652483e-08	0.977011469054619	0.128	0.033	0.00135704073348023	r1 r2 & r4	irx4b
zeb2b	7.75568079450933e-08	1.08449849777187	0.271	0.112	0.00157688501913964	r1 r2 & r4	zeb2b
ulk1b	8.61865016656324e-08	1.03379317178045	0.421	0.225	0.00175234395186564	r1 r2 & r4	ulk1b
plagl2	9.1772013407062e-08	0.647189459377649	0.774	0.604	0.00186590857659238	r1 r2 & r4	plagl2
sb:cb81	9.24931710102287e-08	0.632772762570608	0.609	0.373	0.00188057115297997	r1 r2 & r4	sb:cb81
atp8a1	1.04620930583482e-07	0.838121898653399	0.504	0.296	0.00212715276062335	r1 r2 & r4	atp8a1
neo1b	1.04858707276045e-07	0.633260574665963	0.714	0.497	0.00213198723633654	r1 r2 & r4	neo1b
ptpro.1	1.10478636455149e-07	0.843541021367021	0.135	0.037	0.00224625163640609	r1 r2 & r4	ptpro.1
tprn	1.10643220343885e-07	0.883912421288497	0.308	0.139	0.00224959795603186	r1 r2 & r4	tprn
fgf3	1.35965163540423e-07	0.814955881572747	0.105	0.024	0.00276444370510387	r1 r2 & r4	fgf3
kaznb	1.37414945959577e-07	0.622753042681057	0.647	0.423	0.00279392068125012	r1 r2 & r4	kaznb
wasf3b	1.6638413666111e-07	0.638077067933542	0.639	0.421	0.00338292226659369	r1 r2 & r4	wasf3b
ogdha	1.66547896824613e-07	0.860955332366582	0.639	0.434	0.00338625183823803	r1 r2 & r4	ogdha
rassf2a	1.73651563961565e-07	0.727584542500318	0.617	0.386	0.00353068359846653	r1 r2 & r4	rassf2a
greb1	1.76208616871405e-07	0.609681403450316	0.729	0.515	0.0035826735982294	r1 r2 & r4	greb1
her8.2	1.85041254201164e-07	1.01695981492679	0.135	0.038	0.00376225878041806	r1 r2 & r4	her8.2
sfrp5	1.85896859841517e-07	0.78786254898951	0.383	0.191	0.00377965495429773	r1 r2 & r4	sfrp5
igf2b	2.11993716536748e-07	0.854496458771231	0.421	0.219	0.00431025624462515	r1 r2 & r4	igf2b
ATP8A1	2.27730775392312e-07	0.639450641739516	0.451	0.24	0.0046302221252765	r1 r2 & r4	ATP8A1
gulp1b	2.92558619021229e-07	1.05100007049031	0.218	0.086	0.00594830184193962	r1 r2 & r4	gulp1b
adcyap1r1a	3.41533141966043e-07	0.730499519133487	0.143	0.042	0.00694405184245358	r1 r2 & r4	adcyap1r1a
zic2a	3.83835796130233e-07	1.32509112248621	0.195	0.073	0.0078041494069199	r1 r2 & r4	zic2a
rrm2.1	3.90130743603203e-07	0.625804391884611	0.729	0.54	0.00793213827894033	r1 r2 & r4	rrm2.1
slc4a10a	4.01117253730734e-07	1.05044119900183	0.226	0.091	0.00815551600285329	r1 r2 & r4	slc4a10a
cbx5	4.03512686125305e-07	0.688680899930092	0.504	0.297	0.00820421993429971	r1 r2 & r4	cbx5
si:ch211-269k10.2	4.3889719656129e-07	0.725807859258248	0.481	0.278	0.00892365780048416	r1 r2 & r4	si:ch211-269k10.2
neo1a	4.40062855806769e-07	0.490565434487208	0.977	0.912	0.00894735798426323	r1 r2 & r4	neo1a
si:ch211-286o17.1	4.85503828116877e-07	0.785925825814377	0.444	0.248	0.00987126383327235	r1 r2 & r4	si:ch211-286o17.1
ctnnd2b	5.02494905412048e-07	0.592948023057448	0.504	0.281	0.0102167264168378	r1 r2 & r4	ctnnd2b
pax7b	5.99314170201616e-07	1.03028635374592	0.195	0.073	0.0121852557085393	r1 r2 & r4	pax7b
lrp5	6.19803324306508e-07	0.518888509341853	0.865	0.716	0.0126018411897999	r1 r2 & r4	lrp5
tigara	6.26383726510852e-07	0.756982656050036	0.113	0.029	0.0127356339274186	r1 r2 & r4	tigara
mus81	6.58068639912107e-07	0.677194895358641	0.526	0.33	0.013379851586693	r1 r2 & r4	mus81
macf1b	6.75250924812518e-07	0.856505284693284	0.15	0.048	0.0137292018032881	r1 r2 & r4	macf1b
htr3a	6.80538449143507e-07	0.934372440402213	0.316	0.153	0.0138367077479858	r1 r2 & r4	htr3a
ephb3a	6.83188477060383e-07	0.79205742744401	0.391	0.207	0.0138905881155917	r1 r2 & r4	ephb3a
slc7a3a	7.81357088565924e-07	0.741618341526546	0.504	0.313	0.0158865523247224	r1 r2 & r4	slc7a3a
ctdp1	8.92165199377951e-07	0.40320784421241	0.865	0.697	0.0181395028337525	r1 r2 & r4	ctdp1
zic1	9.83017817629873e-07	0.935873438749897	0.113	0.031	0.0199867182680506	r1 r2 & r4	zic1
pfkfb3	1.0133322081208e-06	0.79998480398637	0.316	0.153	0.0206030704555121	r1 r2 & r4	pfkfb3
skp2	1.02949462930198e-06	0.901643921170268	0.323	0.162	0.0209316848029678	r1 r2 & r4	skp2
cdk6	1.03693136408682e-06	0.532846677266912	0.662	0.433	0.0210828884946133	r1 r2 & r4	cdk6
gas1b	1.05080374403711e-06	0.693459646051082	0.526	0.329	0.0213649417237625	r1 r2 & r4	gas1b
selplg	1.12357548138785e-06	0.723027800966438	0.105	0.027	0.0228445366875777	r1 r2 & r4	selplg
abcb5	1.19722817950454e-06	0.766507936710577	0.406	0.221	0.0243420433456863	r1 r2 & r4	abcb5
CABZ01053976.1	1.31836500316151e-06	0.891091073062718	0.256	0.114	0.0268049972442798	r1 r2 & r4	CABZ01053976.1
gfap	1.33729638175468e-06	0.639581698000275	0.451	0.251	0.0271899100338362	r1 r2 & r4	gfap
wwtr1	1.36477085543058e-06	0.74606262229927	0.474	0.293	0.0277485210326145	r1 r2 & r4	wwtr1
lhfpl2b	1.38656228559776e-06	0.758822012504314	0.263	0.117	0.0281915843907737	r1 r2 & r4	lhfpl2b
lig1	1.39261669772992e-06	0.659219687915486	0.549	0.342	0.0283146826982448	r1 r2 & r4	lig1
si:ch1073-186i23.1	1.4503593313563e-06	0.690336146572599	0.376	0.2	0.0294887059251363	r1 r2 & r4	si:ch1073-186i23.1
pcdh1g32	1.55061407649052e-06	0.960372215227784	0.15	0.051	0.0315270854032052	r1 r2 & r4	pcdh1g32
egfra	1.56805850835306e-06	1.06132066218181	0.256	0.117	0.0318817655918343	r1 r2 & r4	egfra
sulf2b	1.59479679865888e-06	1.41072615804332	0.18	0.067	0.0324254085103323	r1 r2 & r4	sulf2b
tpx2	1.60467811229406e-06	0.742986573995832	0.526	0.345	0.0326263153791629	r1 r2 & r4	tpx2
lrp8	1.67997943252294e-06	0.539664936241336	0.602	0.392	0.0341573418220565	r1 r2 & r4	lrp8
fabp3	1.83550754683098e-06	0.628313166533913	0.421	0.231	0.0373195394421676	r1 r2 & r4	fabp3
sox11a	1.9106929397158e-06	0.475864090509112	0.782	0.554	0.0388482088503016	r1 r2 & r4	sox11a
gulp1a	1.94263066134691e-06	0.925129075969138	0.316	0.16	0.0394975666065053	r1 r2 & r4	gulp1a
tead1b	1.97943662998792e-06	0.694499444244497	0.692	0.519	0.0402459055609143	r1 r2 & r4	tead1b
metrn	2.03905794043535e-06	0.604852914817278	0.571	0.379	0.0414581260449316	r1 r2 & r4	metrn
si:ch211-157p22.10	2.04101298621221e-06	0.701399923324323	0.173	0.063	0.0414978760356668	r1 r2 & r4	si:ch211-157p22.10
cita	2.04897439165971e-06	0.721827805022112	0.496	0.314	0.0416597473312252	r1 r2 & r4	cita
mis18bp1	2.08137910026184e-06	0.697316494745024	0.271	0.123	0.0423185998665236	r1 r2 & r4	mis18bp1
ek1	2.25492461059664e-06	0.305144899615608	0.308	0.142	0.0458471271826509	r1 r2 & r4	ek1
si:ch211-212k18.5	2.37933556648845e-06	0.74608667713924	0.459	0.277	0.0483766507378431	r1 r2 & r4	si:ch211-212k18.5
si:ch211-214c7.4	2.70980178250001e-06	0.662911113212945	0.429	0.244	0.0550956898417902	r1 r2 & r4	si:ch211-214c7.4
adgrl3.1	2.90190986260023e-06	0.579134250528539	0.406	0.215	0.0590016313263878	r1 r2 & r4	adgrl3.1
dnmt1	3.09882205441379e-06	0.90173917340048	0.331	0.182	0.0630052500103411	r1 r2 & r4	dnmt1
fgfr2	3.21174686679498e-06	0.389031949831515	0.925	0.783	0.0653012372956755	r1 r2 & r4	fgfr2
cers6	3.56879905410466e-06	0.987288948250446	0.143	0.048	0.072560822368056	r1 r2 & r4	cers6
sfrp1a	3.58918924410579e-06	1.0200416611735	0.211	0.089	0.072975395711159	r1 r2 & r4	sfrp1a
znf1026	3.66079612489915e-06	0.728211421812966	0.218	0.092	0.0744313068114495	r1 r2 & r4	znf1026
