	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
mpp2a	8.11494921429573e-32	0.407632036552221	0.27	0.013	1.46515408064109e-27	Neuron	mpp2a
syt11a	9.35880866096282e-32	0.662723940779202	0.381	0.034	1.68973290373684e-27	Neuron	syt11a
DST	1.03935415686734e-31	1.56118825854465	0.746	0.19	1.87655393022397e-27	Neuron	DST
si:ch211-208k15.1	1.11335138647685e-30	0.832648942221514	0.429	0.048	2.01015592828395e-26	Neuron	si:ch211-208k15.1
pcdh2g28	1.28717930802886e-30	1.76468635172466	0.857	0.324	2.3240022406461e-26	Neuron	pcdh2g28
stap2a	2.0301594721771e-30	0.360351386994907	0.254	0.012	3.66545292701575e-26	Neuron	stap2a
mpped2	3.07624285558755e-30	0.916892963819838	0.302	0.02	5.55415647576333e-26	Neuron	mpped2
l1camb	5.36486385817584e-30	0.281812225404984	0.19	0.004	9.68626169593648e-26	Neuron	l1camb
traf4a	1.77234859399607e-29	1.82365364203533	0.556	0.096	3.1999753864599e-25	Neuron	traf4a
tmem86a	2.94841954788106e-29	0.46070997289127	0.254	0.013	5.32337149369925e-25	Neuron	tmem86a
chodl	3.95440194525515e-29	0.321879266936809	0.175	0.003	7.13967271215817e-25	Neuron	chodl
insm1a	4.21266294008777e-29	0.374113288239392	0.175	0.003	7.60596293832848e-25	Neuron	insm1a
stx1b	1.51215217104815e-28	1.28302540257503	0.381	0.041	2.73019074482744e-24	Neuron	stx1b
bcr	2.15668492165293e-28	1.11740724451834	0.762	0.198	3.89389462604436e-24	Neuron	bcr
stmn2a	2.50504878956594e-28	0.286423934310797	0.159	0.002	4.52286558956131e-24	Neuron	stmn2a
nalcn	2.53327365366178e-28	0.551313719644777	0.254	0.014	4.57382558168635e-24	Neuron	nalcn
lhx1b	2.89971742950665e-28	0.266026032203291	0.159	0.002	5.23543981897426e-24	Neuron	lhx1b
cntnap2b	3.05458055876538e-28	0.442702423905501	0.254	0.014	5.5150451988509e-24	Neuron	cntnap2b
tanc2a	7.69248655144444e-28	1.51670611537999	0.73	0.179	1.38887844686329e-23	Neuron	tanc2a
pcloa	8.76034010159279e-28	0.469860289237283	0.206	0.007	1.58167940534258e-23	Neuron	pcloa
atp6ap1a	9.52452654622416e-28	0.366451586531325	0.222	0.01	1.71965326792077e-23	Neuron	atp6ap1a
draxin	1.59556383743241e-27	1.28838701378796	0.619	0.128	2.88079050848423e-23	Neuron	draxin
irs2b	2.86403324008696e-27	0.638561890105211	0.413	0.049	5.171012014977e-23	Neuron	irs2b
runx1t1	5.68075841146851e-27	1.64140521945573	0.333	0.032	1.02566093119064e-22	Neuron	runx1t1
dcc	1.26409054095014e-26	0.970425434098606	0.651	0.152	2.28231547168547e-22	Neuron	dcc
CACNA2D1	1.49502321216841e-26	1.79346496193203	0.397	0.051	2.69926440957006e-22	Neuron	CACNA2D1
celf3a	1.65902182539407e-26	1.43006318398893	0.873	0.318	2.99536390574899e-22	Neuron	celf3a
pou2f2a.1	2.54738943662245e-26	1.63908451102775	0.603	0.134	4.59931162782183e-22	Neuron	pou2f2a.1
ical1	2.67923952291683e-26	0.292774331028896	0.222	0.011	4.83736695862633e-22	Neuron	ical1
kalrna	3.12102228952819e-26	0.747441405290724	0.54	0.095	5.63500574374315e-22	Neuron	kalrna
si:ch211-150g13.3	3.54414219458401e-26	0.29430180077549	0.206	0.009	6.39894873232142e-22	Neuron	si:ch211-150g13.3
lzts1	3.98978691582156e-26	0.811543309209863	0.286	0.022	7.20356027651583e-22	Neuron	lzts1
isl1	4.64016234841561e-26	0.525893158958402	0.159	0.003	8.37781312006439e-22	Neuron	isl1
ppp2r5b	7.14473324662632e-26	0.586240854975129	0.238	0.014	1.28998158767838e-21	Neuron	ppp2r5b
si:ch211-112f3.4	7.98796597840937e-26	0.55300561883228	0.286	0.022	1.44222725740181e-21	Neuron	si:ch211-112f3.4
dbn1	1.31413093965256e-25	1.84578903610947	0.905	0.473	2.37266341154269e-21	Neuron	dbn1
mllt11	3.3083375718039e-25	0.372577689328167	0.175	0.005	5.97320348589195e-21	Neuron	mllt11
stmn2b	3.46653472922967e-25	0.479069012253193	0.143	0.002	6.25882845362417e-21	Neuron	stmn2b
map6a	3.50883204433276e-25	0.552829952092157	0.222	0.012	6.3351962560428e-21	Neuron	map6a
syn1	3.65185919308157e-25	0.35948739650052	0.143	0.002	6.59343177310877e-21	Neuron	syn1
tlx2	3.74820747964613e-25	0.706137920799114	0.143	0.002	6.76738860450109e-21	Neuron	tlx2
fnbp1b.1	4.74874530369202e-25	0.510720847334152	0.381	0.045	8.57385964581594e-21	Neuron	fnbp1b.1
ncanb	4.87255935674415e-25	1.22857761855265	0.238	0.015	8.79740591860157e-21	Neuron	ncanb
BX511178.2	5.90007243136751e-25	0.627330034244008	0.349	0.039	1.0652580774834e-20	Neuron	BX511178.2
numbl	1.25929153347233e-24	1.61770882458877	0.921	0.443	2.27365086368429e-20	Neuron	numbl
dclk1a	1.26510315921501e-24	0.972679394000488	0.587	0.128	2.28414375396269e-20	Neuron	dclk1a
fnbp1b	1.55939902794619e-24	0.627641481623756	0.397	0.052	2.81549494495684e-20	Neuron	fnbp1b
rtn1a	1.7416305702476e-24	0.813540119273809	0.556	0.112	3.14451399458204e-20	Neuron	rtn1a
fam110b	2.34290078318847e-24	0.776543840336364	0.397	0.052	4.23010736404678e-20	Neuron	fam110b
rbfox1	3.14245654053149e-24	1.8596425468088	0.397	0.056	5.67370528392961e-20	Neuron	rbfox1
mcf2la	3.86987192561806e-24	0.42602368275887	0.222	0.013	6.9870537617034e-20	Neuron	mcf2la
cbfa2t2	1.54212104414622e-23	1.66363444572636	0.794	0.295	2.784299545206e-19	Neuron	cbfa2t2
scn1lab	1.60604991631054e-23	0.435164336615339	0.19	0.009	2.89972312389868e-19	Neuron	scn1lab
map3k10	1.723224962995e-23	0.614008655746173	0.27	0.022	3.11128267068748e-19	Neuron	map3k10
aifm4	2.4931507794779e-23	0.291248476797936	0.19	0.009	4.50138373234734e-19	Neuron	aifm4
nbeaa	2.60568086196583e-23	1.823244544976	0.905	0.524	4.70455679627931e-19	Neuron	nbeaa
lhx4	6.91681601594505e-23	0.568080570224183	0.143	0.003	1.24883113167888e-18	Neuron	lhx4
mapk10	8.93656429755292e-23	0.855322443362329	0.286	0.028	1.61349668392318e-18	Neuron	mapk10
madd	1.28528788413512e-22	1.32399718363134	0.825	0.35	2.32058727480596e-18	Neuron	madd
elavl4	1.67152610410383e-22	1.09627318337505	0.222	0.015	3.01794038095946e-18	Neuron	elavl4
cntn2	2.36922489766582e-22	0.980928949623846	0.302	0.032	4.27763555273564e-18	Neuron	cntn2
phldb1a	3.73175184881451e-22	0.693020161459375	0.381	0.053	6.7376779630346e-18	Neuron	phldb1a
fam163ba	4.09307245672093e-22	0.315740129839402	0.175	0.007	7.39004232060965e-18	Neuron	fam163ba
cpeb2	4.6394916783413e-22	0.541045384190949	0.302	0.032	8.37660222524521e-18	Neuron	cpeb2
nes	7.47296953357853e-22	0.804079790024743	0.492	0.097	1.3492446492876e-17	Neuron	nes
ctnna2	1.57693522493303e-21	1.96918004266935	0.81	0.326	2.84715654861659e-17	Neuron	ctnna2
atp1a3a	2.527350863846e-21	0.636728732246257	0.19	0.011	4.56313198467395e-17	Neuron	atp1a3a
nkain2	3.30335417088426e-21	1.86051573565446	0.667	0.215	5.96420595553154e-17	Neuron	nkain2
kif21b	3.53485956773399e-21	1.27595851481261	0.667	0.207	6.38218894954372e-17	Neuron	kif21b
slc27a4	3.55639459896594e-21	0.571087425786596	0.333	0.043	6.421070448433e-17	Neuron	slc27a4
kif1ab	4.68910788052444e-21	0.559133052519397	0.27	0.027	8.46618427828687e-17	Neuron	kif1ab
adarb1a	4.90310646751933e-21	0.86248016567262	0.444	0.081	8.85255872710615e-17	Neuron	adarb1a
neurl1aa	5.34527660151882e-21	0.343707630875036	0.238	0.019	9.65089690404223e-17	Neuron	neurl1aa
rnf130	5.58338520519754e-21	0.80473780373781	0.556	0.133	1.00808019879842e-16	Neuron	rnf130
rufy3	9.37897795440098e-21	0.452430997017381	0.333	0.043	1.6933744696671e-16	Neuron	rufy3
plekho1a	9.62088508726357e-21	0.344172018691322	0.175	0.009	1.73705080250544e-16	Neuron	plekho1a
dab2ipb	1.23011940478945e-20	1.36163914834424	0.683	0.236	2.22098058534734e-16	Neuron	dab2ipb
si:ch73-383g2.1	2.89468745272561e-20	0.312603918181696	0.238	0.02	5.22635819589609e-16	Neuron	si:ch73-383g2.1
mxi1	3.52789248085464e-20	0.965967472401637	0.73	0.236	6.36960987418305e-16	Neuron	mxi1
kcnma1a	4.05123713188107e-20	1.48650810018152	0.429	0.082	7.31450864161127e-16	Neuron	kcnma1a
sez6b	4.1273620288256e-20	1.78358338313916	0.222	0.018	7.45195214304461e-16	Neuron	sez6b
stxbp5a	4.39230628178422e-20	0.680268370489741	0.254	0.025	7.93030899176141e-16	Neuron	stxbp5a
sema4c	5.03207352437502e-20	1.15376676186102	0.889	0.452	9.0854087482591e-16	Neuron	sema4c
ulk1b	6.127413718114e-20	0.549947502931643	0.444	0.081	1.10630454680548e-15	Neuron	ulk1b
ngfrb	6.34017169828204e-20	0.789626093715247	0.222	0.018	1.14471800012482e-15	Neuron	ngfrb
LHX3	7.99316143694875e-20	0.303500737621954	0.127	0.003	1.4431652974411e-15	Neuron	LHX3
plekha6	9.57356022776227e-20	1.29982276437862	0.651	0.214	1.72850629912248e-15	Neuron	plekha6
dnajc6	1.07012311365107e-19	0.378473049035712	0.238	0.021	1.932107281697e-15	Neuron	dnajc6
syt1a	1.07729027824568e-19	1.10024214443918	0.222	0.018	1.94504759737257e-15	Neuron	syt1a
plxnb1a	1.88223087957142e-19	1.19418889300773	0.73	0.261	3.3983678530662e-15	Neuron	plxnb1a
mtmr7b	1.90537998112162e-19	0.488418453539739	0.381	0.061	3.44016355591509e-15	Neuron	mtmr7b
snap25a	2.04871886799596e-19	0.706431226018094	0.222	0.019	3.69896191616671e-15	Neuron	snap25a
nol4lb	2.26875261849313e-19	0.556290423858515	0.302	0.037	4.09623285268935e-15	Neuron	nol4lb
map1aa	2.32051576625921e-19	0.401217004692002	0.159	0.007	4.189691215981e-15	Neuron	map1aa
si:dkey-91m11.5	2.51437794030482e-19	1.14508112573501	0.429	0.084	4.53970937122036e-15	Neuron	si:dkey-91m11.5
dclk1b	3.01842803666324e-19	0.715852607013008	0.333	0.049	5.44977182019547e-15	Neuron	dclk1b
cdc42bpab	3.17483609460622e-19	1.08780802489618	0.635	0.199	5.73216656881152e-15	Neuron	cdc42bpab
camta1	3.31852616158598e-19	0.375467433280092	0.254	0.026	5.99159898474348e-15	Neuron	camta1
ypel2a	3.43632239537011e-19	0.379361447153622	0.19	0.013	6.20428008484074e-15	Neuron	ypel2a
SRCIN1	3.49681742985211e-19	0.520286824024152	0.19	0.013	6.31350386959798e-15	Neuron	SRCIN1
bin1a	6.7177911820215e-19	0.311095611676419	0.19	0.013	1.21289719791398e-14	Neuron	bin1a
scg3	7.01196030508861e-19	0.444083654303861	0.222	0.019	1.26600943308375e-14	Neuron	scg3
slc40a1	7.74596344888591e-19	0.582276007580499	0.413	0.076	1.39853370069635e-14	Neuron	slc40a1
sgip1a	8.27344069595532e-19	0.805543712058916	0.302	0.041	1.49376971765473e-14	Neuron	sgip1a
pcdh1g9	8.75826935487339e-19	0.265027641109421	0.206	0.016	1.58130553202239e-14	Neuron	pcdh1g9
ppp1r14ab	9.87122065932595e-19	0.550793360742512	0.349	0.055	1.7822488900413e-14	Neuron	ppp1r14ab
scdb	9.97243347968087e-19	0.373966970283801	0.254	0.027	1.80052286475638e-14	Neuron	scdb
bsnb	1.38611583867055e-18	0.622920366905998	0.317	0.046	2.50263214671968e-14	Neuron	bsnb
MAP3K13	1.51768843542635e-18	0.928585973245805	0.556	0.149	2.74018647016228e-14	Neuron	MAP3K13
kidins220a	2.44557459794387e-18	1.31362799528318	0.365	0.066	4.41548493658767e-14	Neuron	kidins220a
ankrd13b	2.57723856948619e-18	0.439668363815867	0.206	0.017	4.65320423720732e-14	Neuron	ankrd13b
cadpsb	3.13983401651067e-18	0.913887348064218	0.238	0.025	5.66897031681001e-14	Neuron	cadpsb
XKR4	3.24024326256347e-18	1.32719041022921	0.556	0.145	5.85025921055835e-14	Neuron	XKR4
slco5a1a.1	4.08327247710069e-18	0.699485728257279	0.413	0.079	7.3723484574053e-14	Neuron	slco5a1a.1
peli1b	4.41425013772272e-18	0.832261693516763	0.667	0.227	7.96992862365837e-14	Neuron	peli1b
cacnb1	4.93922610989072e-18	0.637895803935267	0.365	0.061	8.9177727414077e-14	Neuron	cacnb1
nell2b	5.44140709279324e-18	0.453372166448714	0.143	0.006	9.82446050603819e-14	Neuron	nell2b
pcdh18b	6.94044782605861e-18	0.877736831750052	0.429	0.091	1.25309785499488e-13	Neuron	pcdh18b
mcf2l2	8.2343757495029e-18	0.789004469562645	0.238	0.026	1.48671654157275e-13	Neuron	mcf2l2
mpp3a	8.64655153898429e-18	1.01168799797897	0.571	0.165	1.56113488036361e-13	Neuron	mpp3a
enox1	9.16304028891987e-18	1.40398041100583	0.603	0.193	1.65438692416448e-13	Neuron	enox1
dla	9.35455474438589e-18	1.65471934164313	0.778	0.406	1.68896485909887e-13	Neuron	dla
ppp1r9a	1.35616817319344e-17	0.820859744517907	0.286	0.039	2.44856163670076e-13	Neuron	ppp1r9a
fam49a	1.36232803973423e-17	0.97180723576281	0.683	0.247	2.45968327574016e-13	Neuron	fam49a
abca1a	1.77377478103499e-17	0.655729694176313	0.365	0.066	3.20255036715868e-13	Neuron	abca1a
inavaa	1.83905835326476e-17	1.32385812198576	0.778	0.338	3.32041985681953e-13	Neuron	inavaa
spsb4a	1.97334396699936e-17	1.69514541847158	0.841	0.494	3.56287253241735e-13	Neuron	spsb4a
shdb	2.05576667912131e-17	1.24176602824879	0.683	0.24	3.71168673915352e-13	Neuron	shdb
unm-sa1614	2.29335828402886e-17	0.45888344146773	0.238	0.026	4.1406583818141e-13	Neuron	unm-sa1614
nkain4	2.32965200022122e-17	1.19465447648421	0.73	0.294	4.20618668639941e-13	Neuron	nkain4
cep131	2.68372752487274e-17	1.82190844343803	0.778	0.378	4.84547004615773e-13	Neuron	cep131
cttnbp2nlb	3.04881290999876e-17	0.640752626731925	0.365	0.066	5.50463170900277e-13	Neuron	cttnbp2nlb
dpf3	3.38620856130038e-17	0.722954077395584	0.476	0.113	6.11379955742783e-13	Neuron	dpf3
pcdh1g22	5.07847366797503e-17	0.370196229849898	0.27	0.034	9.16918420752891e-13	Neuron	pcdh1g22
ssbp3a	5.30745637220219e-17	1.19780378463659	0.429	0.097	9.58261248001106e-13	Neuron	ssbp3a
ttc39c	5.526789770112e-17	0.306580130553926	0.159	0.01	9.97861892993722e-13	Neuron	ttc39c
strbp	5.61494514686558e-17	1.71271045946728	0.698	0.317	1.01377834626658e-12	Neuron	strbp
zbtb46	6.36793837924066e-17	0.613702290665883	0.333	0.056	1.1497312743719e-12	Neuron	zbtb46
trdmt1	7.75982717464724e-17	0.463042872189676	0.254	0.031	1.40103679638256e-12	Neuron	trdmt1
tp53inp2	1.00103964443399e-16	0.479830957703016	0.365	0.065	1.80737707802557e-12	Neuron	tp53inp2
tmem178b	1.01611227336749e-16	0.780856833207446	0.286	0.041	1.834590709565e-12	Neuron	tmem178b
gphnb	1.03215146108591e-16	0.295966456529074	0.206	0.019	1.86354946299061e-12	Neuron	gphnb
asb4	1.20914238883958e-16	0.348749584797866	0.143	0.007	2.18310658304985e-12	Neuron	asb4
rnf165a	1.23903587569213e-16	1.25079235236818	0.889	0.557	2.23707927356214e-12	Neuron	rnf165a
si:dkeyp-9d4.3	1.39739591118193e-16	0.300427903572331	0.127	0.005	2.52299831763898e-12	Neuron	si:dkeyp-9d4.3
wscd2	1.61491411900164e-16	0.312680330090344	0.127	0.005	2.91572744185745e-12	Neuron	wscd2
apba2b	2.12470163866928e-16	0.943218666047405	0.397	0.084	3.83614880861738e-12	Neuron	apba2b
zbtb18	2.24961360914299e-16	0.920886592857227	0.571	0.17	4.06167737130766e-12	Neuron	zbtb18
MARK4	2.64612385680727e-16	0.901009858371121	0.714	0.296	4.77757662346553e-12	Neuron	MARK4
her13	3.34690271419208e-16	0.362700216885827	0.206	0.02	6.0428328504738e-12	Neuron	her13
mtss1la	4.65466922649243e-16	1.18558590816642	0.81	0.431	8.40400528843208e-12	Neuron	mtss1la
robo3	5.00500408532863e-16	1.96744707544489	0.778	0.4	9.03653487606084e-12	Neuron	robo3
b4galt5	5.96142711645293e-16	0.341128357138598	0.175	0.014	1.07633566587558e-11	Neuron	b4galt5
rps6ka1	6.58031355538402e-16	0.378473049035712	0.19	0.017	1.18807561242459e-11	Neuron	rps6ka1
adam22	6.62159686327204e-16	1.46459332375308	0.413	0.102	1.19552931366377e-11	Neuron	adam22
dpysl4	8.79033984932743e-16	0.819290559366495	0.508	0.139	1.58709585979607e-11	Neuron	dpysl4
pcbp4	1.0146475601418e-15	2.30891081771816	0.556	0.198	1.83194616983602e-11	Neuron	pcbp4
kcnc3a	1.13654338807402e-15	0.664862851535537	0.333	0.06	2.05202908716765e-11	Neuron	kcnc3a
gdi1	1.5632966742431e-15	0.399689534945408	0.302	0.048	2.82253214534591e-11	Neuron	gdi1
syne2b	1.66750861980268e-15	1.24970875401404	0.746	0.34	3.01068681305374e-11	Neuron	syne2b
map2	1.78321567226611e-15	0.985172019467792	0.651	0.242	3.21959589627647e-11	Neuron	map2
rbm38	1.94816991267844e-15	0.484681788554524	0.254	0.034	3.51742077734092e-11	Neuron	rbm38
gng7	2.66348111169043e-15	0.625450194534339	0.397	0.087	4.80891514715707e-11	Neuron	gng7
gpm6ab	2.77463778784575e-15	0.560718135899324	0.254	0.035	5.0096085259555e-11	Neuron	gpm6ab
rab3ab	3.18338370048773e-15	0.289724234668946	0.159	0.012	5.74759927123059e-11	Neuron	rab3ab
dld	3.36115648507721e-15	1.26899383916252	0.571	0.19	6.06856803380691e-11	Neuron	dld
ppfia3	4.29915369597582e-15	0.53614658477811	0.286	0.045	7.76212199808434e-11	Neuron	ppfia3
dmxl2	5.10990292135195e-15	0.696830950714748	0.317	0.059	9.22592972450095e-11	Neuron	dmxl2
rap1gap	5.29573168657788e-15	1.00559897411148	0.381	0.083	9.56144356011636e-11	Neuron	rap1gap
pcdh1g18	7.43258708292751e-15	0.370970717823881	0.222	0.027	1.34195359782256e-10	Neuron	pcdh1g18
scn8aa	8.67734440787918e-15	1.09000503581279	0.286	0.048	1.56669453284259e-10	Neuron	scn8aa
cacna1ba	9.67338506797047e-15	1.00113196948992	0.286	0.048	1.74652967402207e-10	Neuron	cacna1ba
CR388373.3	1.04119850996656e-14	0.665583594918442	0.143	0.01	1.87988390974463e-10	Neuron	CR388373.3
abhd6a	1.13660905985231e-14	1.11895312737815	0.413	0.102	2.05214765756335e-10	Neuron	abhd6a
upf3a	1.14976968892552e-14	0.275686122608143	0.143	0.01	2.07590917335502e-10	Neuron	upf3a
si:dkey-178k16.1	1.52756892325927e-14	1.07964854960231	0.19	0.02	2.75802569094461e-10	Neuron	si:dkey-178k16.1
si:dkey-280e21.3	3.50155033673581e-14	0.517812106153152	0.206	0.025	6.3220491329765e-10	Neuron	si:dkey-280e21.3
pde4cb	3.70810503963535e-14	0.476009786054586	0.238	0.033	6.69498364906162e-10	Neuron	pde4cb
epb41l3a	3.88525078469506e-14	0.295966456529074	0.19	0.02	7.01482029176693e-10	Neuron	epb41l3a
cdc42ep4b	4.11087602424268e-14	0.350278673484611	0.127	0.007	7.42218666177015e-10	Neuron	cdc42ep4b
bnip3lb	4.41714030696205e-14	0.29294826496616	0.19	0.02	7.97514682421998e-10	Neuron	bnip3lb
sh3gl2a	5.06901982024957e-14	0.252942166951853	0.19	0.02	9.15211528546059e-10	Neuron	sh3gl2a
pak1	5.96679057685954e-14	0.718832503406232	0.381	0.092	1.07730403865199e-09	Neuron	pak1
dclk2a	6.39556220600362e-14	1.06752030283965	0.698	0.305	1.15471875629395e-09	Neuron	dclk2a
sv2bb	7.71820840957273e-14	0.439756473248644	0.111	0.005	1.39352252834836e-09	Neuron	sv2bb
erc2	8.04723666212315e-14	0.634880307853889	0.286	0.051	1.45292857934634e-09	Neuron	erc2
grin1a	8.14767373031169e-14	0.354875687594708	0.111	0.005	1.47106249200778e-09	Neuron	grin1a
pclob	8.14771287726049e-14	0.281812225404984	0.111	0.005	1.47106955998938e-09	Neuron	pclob
ntrk2a	8.45171595463852e-14	0.399689534945408	0.143	0.011	1.52595731560999e-09	Neuron	ntrk2a
gabbr1b	8.85606312867738e-14	0.587389238115696	0.238	0.035	1.5989621978827e-09	Neuron	gabbr1b
camk2d2	1.02699754753592e-13	0.291248476797936	0.143	0.011	1.8542440720761e-09	Neuron	camk2d2
fryb	1.05751001474471e-13	0.561694873091482	0.429	0.108	1.90933433162157e-09	Neuron	fryb
zgc:92140	1.31560800044207e-13	0.594560893517951	0.349	0.076	2.37533024479817e-09	Neuron	zgc:92140
DOCK4	1.34712104479631e-13	0.735793398597138	0.476	0.138	2.43222704637973e-09	Neuron	DOCK4
dpysl3	2.01947251611808e-13	0.490232115107751	0.397	0.094	3.64615762785119e-09	Neuron	dpysl3
spock3	3.10040657832925e-13	0.312680330090344	0.127	0.009	5.59778407717346e-09	Neuron	spock3
si:dkey-71h2.2	3.13919017675747e-13	0.508860505308624	0.206	0.027	5.66780786413562e-09	Neuron	si:dkey-71h2.2
pik3r3b	3.6909781104497e-13	0.507492824479923	0.397	0.098	6.66406097841693e-09	Neuron	pik3r3b
nrp1b	4.00229371096323e-13	0.502923480300772	0.206	0.027	7.22614129514411e-09	Neuron	nrp1b
kcnh7	4.95870305901793e-13	0.440881222265517	0.27	0.047	8.95293837305688e-09	Neuron	kcnh7
pde3a	5.90477373927694e-13	0.631601423283421	0.317	0.066	1.06610689862645e-08	Neuron	pde3a
cacna1ha	5.91527857659713e-13	1.11694380248387	0.19	0.024	1.06800354700461e-08	Neuron	cacna1ha
tubb5	6.34291005254337e-13	0.510308707625339	0.54	0.172	1.1452124099867e-08	Neuron	tubb5
wu:fj59g11	7.03382458321178e-13	0.765085658408879	0.619	0.251	1.26995702849889e-08	Neuron	wu:fj59g11
syt2a	7.61732654303442e-13	1.01494595798016	0.46	0.141	1.37530830734486e-08	Neuron	syt2a
ppp2r2bb	7.9299227841831e-13	0.78665151525026	0.381	0.099	1.43174755868426e-08	Neuron	ppp2r2bb
