	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
cgnl1	1.57616673764974e-16	0.703274514691237	0.85	0.519	3.20466221098946e-12	r1 r2 & r4	cgnl1
ccdc85ca	2.06988915905884e-16	0.613527724550121	0.737	0.373	4.20849863819844e-12	r1 r2 & r4	ccdc85ca
blmh	4.14308577621718e-16	0.603361981511632	0.872	0.586	8.42372200020476e-12	r1 r2 & r4	blmh
cxcl12a	7.49841469689257e-16	0.483657525702614	0.571	0.24	1.5245776761722e-11	r1 r2 & r4	cxcl12a
fam189a1	9.91581986677908e-16	0.477978367490465	0.323	0.098	2.01608449531352e-11	r1 r2 & r4	fam189a1
ank2b	2.21567901090386e-15	0.625397113925895	0.737	0.407	4.50491856496972e-11	r1 r2 & r4	ank2b
gpm6bb	2.26768924563216e-15	0.548847672736852	0.534	0.239	4.61066577421931e-11	r1 r2 & r4	gpm6bb
ptprnb	2.31123195066419e-15	0.537631045824136	0.579	0.256	4.69919680209043e-11	r1 r2 & r4	ptprnb
CR356242.1	2.48929455973587e-15	0.385406606314251	0.256	0.066	5.06123369885497e-11	r1 r2 & r4	CR356242.1
cldn5a	2.79782306431269e-15	0.556740110873143	0.782	0.413	5.68853385436056e-11	r1 r2 & r4	cldn5a
pou3f1	3.43183026228204e-15	0.399013713488454	0.331	0.103	6.97759728927184e-11	r1 r2 & r4	pou3f1
sema5ba	6.26967934180629e-15	0.604391785980116	0.654	0.323	1.27475120377605e-10	r1 r2 & r4	sema5ba
brsk2b	1.00751811207223e-14	0.534162612983514	0.496	0.209	2.04848582546525e-10	r1 r2 & r4	brsk2b
c4b	1.01466806230956e-14	0.44017617115669	0.436	0.163	2.06302310428779e-10	r1 r2 & r4	c4b
pax6a	1.04387908689846e-14	0.700264469774085	0.368	0.129	2.12241495948196e-10	r1 r2 & r4	pax6a
plekhh1	1.14312072263922e-14	0.614021380180499	0.85	0.571	2.32419305327007e-10	r1 r2 & r4	plekhh1
FRMD5	1.47286892189716e-14	0.501261873498885	0.511	0.221	2.9946370920013e-10	r1 r2 & r4	FRMD5
arhgef10lb	3.38691874965513e-14	0.599699507159093	0.526	0.245	6.88628320179881e-10	r1 r2 & r4	arhgef10lb
ephb2b	5.08060962823751e-14	0.594588667712602	0.541	0.253	1.03298954961325e-09	r1 r2 & r4	ephb2b
adamts3	7.98084996507397e-14	0.661028720386252	0.481	0.218	1.62266641489884e-09	r1 r2 & r4	adamts3
fstl1b	1.49223877885682e-13	0.630617933546112	0.797	0.568	3.03401988517168e-09	r1 r2 & r4	fstl1b
fzd3a	1.68922539345729e-13	0.50741775386892	0.677	0.382	3.43453306997735e-09	r1 r2 & r4	fzd3a
gli2b	2.09122691104572e-13	0.521601516096606	0.571	0.282	4.25188255553815e-09	r1 r2 & r4	gli2b
CT990561.1	3.22687191065596e-13	0.651343019755426	0.361	0.139	6.5608759687457e-09	r1 r2 & r4	CT990561.1
ptprn2	3.49147219020464e-13	0.532112499730955	0.617	0.329	7.09886125712406e-09	r1 r2 & r4	ptprn2
pcdh19	3.95617080338227e-13	0.572337788780772	0.872	0.535	8.04368647743683e-09	r1 r2 & r4	pcdh19
tmsb4x	3.97495718008864e-13	0.565418497525552	0.827	0.595	8.08188293855622e-09	r1 r2 & r4	tmsb4x
gli3	4.50566828718194e-13	0.600934203675687	0.932	0.765	9.16092476149833e-09	r1 r2 & r4	gli3
azin1a	8.91768782473588e-13	0.591390095380861	0.564	0.299	1.8131442885253e-08	r1 r2 & r4	azin1a
epb41a	9.08190067169792e-13	0.454689000855582	0.737	0.397	1.84653204456962e-08	r1 r2 & r4	epb41a
robo1	1.15203741795981e-12	0.609705155837901	0.947	0.811	2.34232247819588e-08	r1 r2 & r4	robo1
cadm1a	3.26164378427846e-12	0.492682694305809	0.797	0.467	6.63157414219498e-08	r1 r2 & r4	cadm1a
wnt8b	4.0489060919368e-12	0.507021518768124	0.361	0.133	8.23223586612589e-08	r1 r2 & r4	wnt8b
qki2	4.40150477643257e-12	0.479211836082488	0.639	0.339	8.94913951144271e-08	r1 r2 & r4	qki2
ccnd2a	4.73656218442456e-12	0.429832434807551	0.632	0.339	9.63037823337202e-08	r1 r2 & r4	ccnd2a
CR848788.2	6.26668165707141e-12	0.341271531798431	0.376	0.149	1.27414171451576e-07	r1 r2 & r4	CR848788.2
zbtb16b	8.79956738290748e-12	0.440943147732534	0.872	0.537	1.78912804029275e-07	r1 r2 & r4	zbtb16b
ddr1	8.91588001503637e-12	0.618752360200648	0.699	0.416	1.81277672465719e-07	r1 r2 & r4	ddr1
fat3a	8.96748225820379e-12	0.536417164840612	0.782	0.524	1.82326849273799e-07	r1 r2 & r4	fat3a
srgap2	9.60978406538232e-12	0.521364885678402	0.947	0.773	1.95386129617353e-07	r1 r2 & r4	srgap2
dag1	1.03207327367621e-11	0.46265452381363	0.977	0.792	2.09841138003848e-07	r1 r2 & r4	dag1
jag2b	1.0878148332555e-11	0.481095182917751	0.992	0.789	2.21174511897509e-07	r1 r2 & r4	jag2b
mapk12b	1.21545191756225e-11	0.397367953209099	0.383	0.16	2.47125683878756e-07	r1 r2 & r4	mapk12b
si:dkey-151g10.3	1.61469326449091e-11	0.446535047046828	0.564	0.3	3.28299434536292e-07	r1 r2 & r4	si:dkey-151g10.3
ptprfb	2.03659597468977e-11	0.600722087162259	0.932	0.837	4.14080693573923e-07	r1 r2 & r4	ptprfb
dpysl2b	2.24570042956023e-11	0.346902684303742	0.308	0.112	4.56595811338187e-07	r1 r2 & r4	dpysl2b
cdh2	2.34725462584867e-11	0.411873022334625	0.962	0.792	4.77243810527551e-07	r1 r2 & r4	cdh2
acvr2bb	2.35131522755263e-11	0.419139016724574	0.647	0.365	4.78069412066e-07	r1 r2 & r4	acvr2bb
qkib	2.83061644277692e-11	0.544857908493472	0.556	0.284	5.75520935145403e-07	r1 r2 & r4	qkib
SFMBT1	2.95365275564539e-11	0.408157668199821	0.308	0.117	6.0053667827782e-07	r1 r2 & r4	SFMBT1
zbtb16a	3.23194112684662e-11	0.441883371190532	0.985	0.841	6.57118269910455e-07	r1 r2 & r4	zbtb16a
ildr2	3.53123084884135e-11	0.405872300912076	0.752	0.449	7.17969856186422e-07	r1 r2 & r4	ildr2
stat3	3.67484095041949e-11	0.454095131355785	0.985	0.926	7.47168662039291e-07	r1 r2 & r4	stat3
rfx2	4.57438337806841e-11	0.52029936933688	0.82	0.593	9.30063628428869e-07	r1 r2 & r4	rfx2
slc7a7	4.99891354893364e-11	0.518522222876431	0.534	0.283	1.01637910276919e-06	r1 r2 & r4	slc7a7
si:ch211-137a8.4	5.77396110818905e-11	0.364295513526902	0.481	0.223	1.173961772517e-06	r1 r2 & r4	si:ch211-137a8.4
sh3gl3a	8.03478690694358e-11	0.401160256340667	0.466	0.219	1.63363287391977e-06	r1 r2 & r4	sh3gl3a
LHFPL6	8.29548093651604e-11	0.342039523175855	0.218	0.065	1.68663718401244e-06	r1 r2 & r4	LHFPL6
gas7a	1.02542700513682e-10	0.36175616791324	0.323	0.123	2.08489818684419e-06	r1 r2 & r4	gas7a
efna2a	1.2210656108509e-10	0.646024026457435	0.677	0.445	2.48267059998206e-06	r1 r2 & r4	efna2a
coro1ca	1.92109502110047e-10	0.595722286763298	0.827	0.72	3.90597039690148e-06	r1 r2 & r4	coro1ca
fbxl4	2.0703185344983e-10	0.329816119163793	0.301	0.112	4.20937164434194e-06	r1 r2 & r4	fbxl4
arhgef10la	2.78617248635256e-10	0.392150749351593	0.564	0.3	5.66484589925202e-06	r1 r2 & r4	arhgef10la
BX284638.2	3.17852471572915e-10	0.379971032661975	0.662	0.375	6.4625764520205e-06	r1 r2 & r4	BX284638.2
plekha7b	4.94735895510162e-10	0.355857768256597	0.489	0.247	1.00589702275126e-05	r1 r2 & r4	plekha7b
mdkb	6.07784112450905e-10	0.318075850069248	0.391	0.172	1.23574665743518e-05	r1 r2 & r4	mdkb
rttn	8.33524253559977e-10	0.314755226679238	0.383	0.169	1.69472151233815e-05	r1 r2 & r4	rttn
sh2d3ca	8.8127824011475e-10	0.304760619041495	0.398	0.178	1.79181491780131e-05	r1 r2 & r4	sh2d3ca
cnksr3	9.38560588260573e-10	0.484532242542287	0.677	0.43	1.9082813880514e-05	r1 r2 & r4	cnksr3
lfng	1.10486109712952e-09	0.437511709670147	0.737	0.488	2.24640358268375e-05	r1 r2 & r4	lfng
mn1a	1.42052532451427e-09	0.415295562555495	0.383	0.179	2.88821208980242e-05	r1 r2 & r4	mn1a
rnf44	1.43255776097173e-09	0.436747502868016	0.744	0.504	2.91267643960772e-05	r1 r2 & r4	rnf44
pard6gb	1.43930147564859e-09	0.393063526200322	0.647	0.379	2.92638776028871e-05	r1 r2 & r4	pard6gb
skia	1.78986451218707e-09	0.482173271414404	0.827	0.578	3.63915252617875e-05	r1 r2 & r4	skia
si:dkeyp-86c4.1	1.86720001089056e-09	0.281761511251746	0.256	0.093	3.79639106214269e-05	r1 r2 & r4	si:dkeyp-86c4.1
shroom4	2.15594068134025e-09	0.435686075745263	0.647	0.406	4.383458593301e-05	r1 r2 & r4	shroom4
si:dkey-49n23.1	2.51109628308149e-09	0.397701467004576	0.361	0.159	5.10556096276128e-05	r1 r2 & r4	si:dkey-49n23.1
epb41l4a	3.15744806749009e-09	0.283708607874427	0.429	0.204	6.41972341082084e-05	r1 r2 & r4	epb41l4a
znf710a	3.19246113840479e-09	0.373581938419892	0.466	0.242	6.49091198660461e-05	r1 r2 & r4	znf710a
mex3b	3.32033387913152e-09	0.344678788529474	0.624	0.359	6.7509028430502e-05	r1 r2 & r4	mex3b
atp1a2a	3.82756236186226e-09	0.257774628644437	0.195	0.06	7.78219979413834e-05	r1 r2 & r4	atp1a2a
tet1	3.90792909334994e-09	0.355365503941698	0.346	0.152	7.9456014325991e-05	r1 r2 & r4	tet1
map2k6	5.10597457523932e-09	0.309217043137808	0.481	0.247	0.000103814675063766	r1 r2 & r4	map2k6
tet2	5.50688583406863e-09	0.482967809327734	0.722	0.484	0.000111966002778283	r1 r2 & r4	tet2
nr2f5	6.58126652864902e-09	0.366273451410099	0.857	0.59	0.000133810311060492	r1 r2 & r4	nr2f5
nlgn3a	6.63796256927125e-09	0.525368873964834	0.226	0.079	0.000134963054958423	r1 r2 & r4	nlgn3a
pola1	8.26775295455201e-09	0.335025017130999	0.729	0.46	0.000168099953071952	r1 r2 & r4	pola1
sox19a	8.58267017933739e-09	0.300303203160922	0.271	0.104	0.000174502850086288	r1 r2 & r4	sox19a
myh14	9.40366810279236e-09	0.317558535731844	0.391	0.186	0.000191195379865974	r1 r2 & r4	myh14
htr3b	1.02962292089151e-08	0.354193617899045	0.301	0.127	0.000209342932275662	r1 r2 & r4	htr3b
robo4	1.28321890269332e-08	0.354974972857475	0.383	0.175	0.000260904067295605	r1 r2 & r4	robo4
slc25a21	1.33087862148968e-08	0.516839222184203	0.556	0.344	0.000270594241321281	r1 r2 & r4	slc25a21
hs3st3b1b	1.69374319432722e-08	0.479004178935132	0.564	0.331	0.000344371866270611	r1 r2 & r4	hs3st3b1b
bmpr1ab	2.01481789298408e-08	0.432215770046153	0.827	0.645	0.000409652774001523	r1 r2 & r4	bmpr1ab
myclb	2.08580672932196e-08	0.477200066845935	0.346	0.165	0.00042408622420574	r1 r2 & r4	myclb
si:dkey-195m11.8	2.26127576919986e-08	0.409459169836385	0.759	0.51	0.000459762589393716	r1 r2 & r4	si:dkey-195m11.8
sox3	2.32404311551343e-08	0.387358710677254	0.564	0.316	0.000472524446246192	r1 r2 & r4	sox3
plxnb1b	2.64147398926841e-08	0.353188965734139	0.774	0.523	0.000537064491498053	r1 r2 & r4	plxnb1b
baz2ba	2.87094501100327e-08	0.424609478432084	0.925	0.837	0.000583720539637185	r1 r2 & r4	baz2ba
nkd1	3.06492658453049e-08	0.352593995356393	0.571	0.332	0.000623160873166739	r1 r2 & r4	nkd1
lin28a	3.09290505596434e-08	0.466171946046626	0.865	0.719	0.000628849455978669	r1 r2 & r4	lin28a
pou3f2b	4.71966403049108e-08	0.261951938485727	0.323	0.144	0.000959602090679446	r1 r2 & r4	pou3f2b
ccdc88c	4.75315943425458e-08	0.342011165812469	0.624	0.376	0.000966412376172642	r1 r2 & r4	ccdc88c
rrm1	4.8151138469671e-08	0.40492824271757	0.481	0.275	0.000979008947365351	r1 r2 & r4	rrm1
crb2a	5.0729141489593e-08	0.428772213624489	0.699	0.43	0.0010314249047664	r1 r2 & r4	crb2a
zeb2b	7.75568079450933e-08	0.320111684241102	0.271	0.112	0.00157688501913964	r1 r2 & r4	zeb2b
ulk1b	8.61865016656324e-08	0.433578986547504	0.421	0.225	0.00175234395186564	r1 r2 & r4	ulk1b
plagl2	9.1772013407062e-08	0.437425993243439	0.774	0.604	0.00186590857659238	r1 r2 & r4	plagl2
sb:cb81	9.24931710102287e-08	0.344543447865326	0.609	0.373	0.00188057115297997	r1 r2 & r4	sb:cb81
atp8a1	1.04620930583482e-07	0.371633749168765	0.504	0.296	0.00212715276062335	r1 r2 & r4	atp8a1
neo1b	1.04858707276045e-07	0.368897476931427	0.714	0.497	0.00213198723633654	r1 r2 & r4	neo1b
tprn	1.10643220343885e-07	0.267945364548113	0.308	0.139	0.00224959795603186	r1 r2 & r4	tprn
kaznb	1.37414945959577e-07	0.36968723693403	0.647	0.423	0.00279392068125012	r1 r2 & r4	kaznb
wasf3b	1.6638413666111e-07	0.348897551397709	0.639	0.421	0.00338292226659369	r1 r2 & r4	wasf3b
ogdha	1.66547896824613e-07	0.47759792908854	0.639	0.434	0.00338625183823803	r1 r2 & r4	ogdha
rassf2a	1.73651563961565e-07	0.386133278118357	0.617	0.386	0.00353068359846653	r1 r2 & r4	rassf2a
greb1	1.76208616871405e-07	0.372929457083304	0.729	0.515	0.0035826735982294	r1 r2 & r4	greb1
sfrp5	1.85896859841517e-07	0.395194059783721	0.383	0.191	0.00377965495429773	r1 r2 & r4	sfrp5
igf2b	2.11993716536748e-07	0.385797845649771	0.421	0.219	0.00431025624462515	r1 r2 & r4	igf2b
gulp1b	2.92558619021229e-07	0.287707274914002	0.218	0.086	0.00594830184193962	r1 r2 & r4	gulp1b
zic2a	3.83835796130233e-07	0.359048199089815	0.195	0.073	0.0078041494069199	r1 r2 & r4	zic2a
rrm2.1	3.90130743603203e-07	0.420469019878157	0.729	0.54	0.00793213827894033	r1 r2 & r4	rrm2.1
slc4a10a	4.01117253730734e-07	0.28435828399424	0.226	0.091	0.00815551600285329	r1 r2 & r4	slc4a10a
cbx5	4.03512686125305e-07	0.283731726597916	0.504	0.297	0.00820421993429971	r1 r2 & r4	cbx5
si:ch211-269k10.2	4.3889719656129e-07	0.311094108332495	0.481	0.278	0.00892365780048416	r1 r2 & r4	si:ch211-269k10.2
neo1a	4.40062855806769e-07	0.411984071406016	0.977	0.912	0.00894735798426323	r1 r2 & r4	neo1a
si:ch211-286o17.1	4.85503828116877e-07	0.35792845761104	0.444	0.248	0.00987126383327235	r1 r2 & r4	si:ch211-286o17.1
ctnnd2b	5.02494905412048e-07	0.277539672645357	0.504	0.281	0.0102167264168378	r1 r2 & r4	ctnnd2b
pax7b	5.99314170201616e-07	0.273787553600211	0.195	0.073	0.0121852557085393	r1 r2 & r4	pax7b
lrp5	6.19803324306508e-07	0.3686255567759	0.865	0.716	0.0126018411897999	r1 r2 & r4	lrp5
mus81	6.58068639912107e-07	0.313390860565863	0.526	0.33	0.013379851586693	r1 r2 & r4	mus81
htr3a	6.80538449143507e-07	0.306514522757985	0.316	0.153	0.0138367077479858	r1 r2 & r4	htr3a
ephb3a	6.83188477060383e-07	0.304903501521626	0.391	0.207	0.0138905881155917	r1 r2 & r4	ephb3a
slc7a3a	7.81357088565924e-07	0.348736744388447	0.504	0.313	0.0158865523247224	r1 r2 & r4	slc7a3a
ctdp1	8.92165199377951e-07	0.301049998754968	0.865	0.697	0.0181395028337525	r1 r2 & r4	ctdp1
pfkfb3	1.0133322081208e-06	0.261357404359217	0.316	0.153	0.0206030704555121	r1 r2 & r4	pfkfb3
skp2	1.02949462930198e-06	0.287906536892396	0.323	0.162	0.0209316848029678	r1 r2 & r4	skp2
cdk6	1.03693136408682e-06	0.302553312856798	0.662	0.433	0.0210828884946133	r1 r2 & r4	cdk6
gas1b	1.05080374403711e-06	0.32386381910221	0.526	0.329	0.0213649417237625	r1 r2 & r4	gas1b
abcb5	1.19722817950454e-06	0.374743023571449	0.406	0.221	0.0243420433456863	r1 r2 & r4	abcb5
gfap	1.33729638175468e-06	0.273237746032242	0.451	0.251	0.0271899100338362	r1 r2 & r4	gfap
wwtr1	1.36477085543058e-06	0.332229133613363	0.474	0.293	0.0277485210326145	r1 r2 & r4	wwtr1
lig1	1.39261669772992e-06	0.322790784436984	0.549	0.342	0.0283146826982448	r1 r2 & r4	lig1
egfra	1.56805850835306e-06	0.341271531798431	0.256	0.117	0.0318817655918343	r1 r2 & r4	egfra
sulf2b	1.59479679865888e-06	0.423108009665793	0.18	0.067	0.0324254085103323	r1 r2 & r4	sulf2b
tpx2	1.60467811229406e-06	0.365978692998431	0.526	0.345	0.0326263153791629	r1 r2 & r4	tpx2
lrp8	1.67997943252294e-06	0.300390351370854	0.602	0.392	0.0341573418220565	r1 r2 & r4	lrp8
sox11a	1.9106929397158e-06	0.324897115925262	0.782	0.554	0.0388482088503016	r1 r2 & r4	sox11a
gulp1a	1.94263066134691e-06	0.316468259450695	0.316	0.16	0.0394975666065053	r1 r2 & r4	gulp1a
tead1b	1.97943662998792e-06	0.457737240959818	0.692	0.519	0.0402459055609143	r1 r2 & r4	tead1b
metrn	2.03905794043535e-06	0.305141107345954	0.571	0.379	0.0414581260449316	r1 r2 & r4	metrn
cita	2.04897439165971e-06	0.322913879032918	0.496	0.314	0.0416597473312252	r1 r2 & r4	cita
si:ch211-212k18.5	2.37933556648845e-06	0.316944405162419	0.459	0.277	0.0483766507378431	r1 r2 & r4	si:ch211-212k18.5
si:ch211-214c7.4	2.70980178250001e-06	0.269950979192654	0.429	0.244	0.0550956898417902	r1 r2 & r4	si:ch211-214c7.4
dnmt1	3.09882205441379e-06	0.314745174491287	0.331	0.182	0.0630052500103411	r1 r2 & r4	dnmt1
fgfr2	3.21174686679498e-06	0.313469261336156	0.925	0.783	0.0653012372956755	r1 r2 & r4	fgfr2
sfrp1a	3.58918924410579e-06	0.29665572655144	0.211	0.089	0.072975395711159	r1 r2 & r4	sfrp1a
si:dkey-108k21.10	3.75356435845112e-06	0.261746307479559	0.504	0.301	0.0763174705360281	r1 r2 & r4	si:dkey-108k21.10
smc4	3.80742225089382e-06	0.273895137008462	0.541	0.346	0.0774125092051732	r1 r2 & r4	smc4
hnrnpa1a	4.5155005330748e-06	0.257495009486495	0.564	0.355	0.0918091568384769	r1 r2 & r4	hnrnpa1a
rbbp4	4.66427611648726e-06	0.25353291056013	0.414	0.235	0.0948340620004189	r1 r2 & r4	rbbp4
lrrn1	5.50050042825295e-06	0.317943847558392	0.406	0.24	0.111836174707239	r1 r2 & r4	lrrn1
rrm2	6.76742698840859e-06	0.269909403898572	0.534	0.33	0.137595325528323	r1 r2 & r4	rrm2
sox11b	6.79149773402251e-06	0.346116625949338	0.414	0.246	0.138084731928146	r1 r2 & r4	sox11b
fsta	7.66641349550261e-06	0.312026954109415	0.263	0.127	0.155873519190559	r1 r2 & r4	fsta
slc4a7	7.91486884851683e-06	0.342492058226941	0.541	0.385	0.160925113428044	r1 r2 & r4	slc4a7
tmcc3	8.15516865987351e-06	0.281995574402784	0.489	0.3	0.165810889192548	r1 r2 & r4	tmcc3
ext1a	9.12954344325149e-06	0.422121771035965	0.737	0.581	0.185621877288189	r1 r2 & r4	ext1a
si:dkey-244a7.1	9.71742214850731e-06	0.340957812265058	0.617	0.445	0.197574627123451	r1 r2 & r4	si:dkey-244a7.1
eme1	9.9959238815508e-06	0.330428497686253	0.444	0.278	0.203237124359691	r1 r2 & r4	eme1
dtx4a	1.01724664684676e-05	0.340446703297814	0.526	0.346	0.206826588236884	r1 r2 & r4	dtx4a
angptl4	1.02573304390852e-05	0.289996525294681	0.526	0.351	0.208552042487481	r1 r2 & r4	angptl4
hmgn2	1.05976243058079e-05	0.307786507531367	0.571	0.397	0.215470897385686	r1 r2 & r4	hmgn2
ep300b	1.08353308249006e-05	0.254378718780926	0.722	0.55	0.220303946331879	r1 r2 & r4	ep300b
mllt10	1.10050337229661e-05	0.356377685449538	0.85	0.727	0.223754345655346	r1 r2 & r4	mllt10
dtl	1.10638530341979e-05	0.25389345303774	0.361	0.197	0.224950259891312	r1 r2 & r4	dtl
atf3	1.10780424900584e-05	0.427479924757628	0.759	0.604	0.225238759907867	r1 r2 & r4	atf3
letm1	1.11122001310875e-05	0.31608829097991	0.421	0.258	0.225933253065271	r1 r2 & r4	letm1
jarid2b	1.19381958210829e-05	0.339408533716327	0.947	0.843	0.242727397434258	r1 r2 & r4	jarid2b
ptmaa	1.28406346841758e-05	0.299454074197911	0.549	0.36	0.261075784398663	r1 r2 & r4	ptmaa
cemip2	1.43657928570323e-05	0.304469144951154	0.684	0.488	0.29208530036918	r1 r2 & r4	cemip2
e2f3	1.49497519221935e-05	0.305381106177355	0.624	0.444	0.303958356082039	r1 r2 & r4	e2f3
rab11fip3	1.5635466759477e-05	0.274333935615326	0.444	0.273	0.317900310153686	r1 r2 & r4	rab11fip3
xpc	1.61392122108405e-05	0.251574231911732	0.338	0.185	0.328142462670808	r1 r2 & r4	xpc
tubb2b	1.74216805993773e-05	0.261209271434372	0.534	0.345	0.35421760994654	r1 r2 & r4	tubb2b
