	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
pgap3	6.00929042716778e-16	1.21588855613477	0.437	0.101	1.80278712815034e-12	0	pgap3
sox4a	7.76327569990821e-16	1.10819073673308	0.615	0.215	2.32898270997246e-12	0	sox4a
ppp1r15b	9.18433259692323e-16	0.85532491571412	0.452	0.131	2.75529977907697e-12	0	ppp1r15b
spata5l1	1.27382426439547e-15	0.520773313293811	0.052	0.171	3.82147279318641e-12	0	spata5l1
anpepa	2.09120383272808e-15	1.37111254894956	0.511	0.14	6.27361149818424e-12	0	anpepa
fscn2b	2.16843579844425e-15	1.1032261274866	0.481	0.17	6.50530739533275e-12	0	fscn2b
casz1	3.17258614731153e-15	1.16507504259981	0.541	0.133	9.5177584419346e-12	0	casz1
syt12	5.38351783450844e-15	1.27758039845816	0.563	0.192	1.61505535035253e-11	0	syt12
keap1a	5.65103487016968e-15	2.64525772190307	0.511	0.179	1.6953104610509e-11	0	keap1a
six3a	1.07583519616326e-14	1.45477265943695	0.43	0.064	3.22750558848977e-11	0	six3a
nkain4	1.5184425649484e-14	0.95633783405755	0.578	0.303	4.55532769484520e-11	0	nkain4
nr2f5	1.61356527591067e-14	0.732487246999394	0.652	0.368	4.840695827732e-11	0	nr2f5
si:ch211-107o10.3	1.86884955065646e-14	0.98170688349692	0.444	0.139	5.60654865196938e-11	0	si:ch211-107o10.3
si:ch73-30l9.1	3.14040947866107e-14	1.04604922315248	0.504	0.147	9.42122843598322e-11	0	si:ch73-30l9.1
wnt11	3.19542826772182e-14	1.29299000458996	0.6	0.297	9.58628480316547e-11	0	wnt11
zgc:110591	4.35202633634609e-14	0.878642600718591	0.452	0.185	1.30560790090383e-10	0	zgc:110591
wdr45	7.54684656357526e-14	1.04454855226715	0.422	0.118	2.26405396907258e-10	0	wdr45
fgfr3	1.15721747268388e-13	0.666160326993424	0.659	0.371	3.47165241805164e-10	0	fgfr3
spns2	1.19898499101807e-13	1.13609786915943	0.43	0.123	3.59695497305421e-10	0	spns2
xylt1	1.42890977908566e-13	2.37958446370569	0.659	0.374	4.28672933725697e-10	0	xylt1
jupb	2.80478589888751e-13	0.525675459325204	0.081	0.204	8.41435769666254e-10	0	jupb
kank1a	3.16055266883839e-13	1.44643610362152	0.519	0.253	9.48165800651516e-10	0	kank1a
nxn	3.69523017335527e-13	1.40616457285915	0.622	0.347	1.10856905200658e-09	0	nxn
GALNTL6	8.28777186924493e-13	0.613854316899255	0.089	0.155	2.48633156077348e-09	0	GALNTL6
adcyap1r1a	8.46844778036145e-13	0.777881091396702	0.541	0.192	2.54053433410844e-09	0	adcyap1r1a
irx1b	9.70884191656147e-13	1.23132560058833	0.481	0.168	2.91265257496844e-09	0	irx1b
zgc:136870	1.69724736979683e-12	1.7433306813265	0.444	0.152	5.09174210939049e-09	0	zgc:136870
rab11fip4a	3.17079726706079e-12	2.06251302675334	0.585	0.247	9.51239180118237e-09	0	rab11fip4a
CR759968.2	3.40032906995152e-12	0.531181066365104	0.548	0.2	1.02009872098546e-08	0	CR759968.2
unc93b1	3.95950150808071e-12	0.474765410100278	0.422	0.141	1.18785045242421e-08	0	unc93b1
wnt7ab	4.60641003481285e-12	0.757791388961734	0.519	0.175	1.38192301044386e-08	0	wnt7ab
ccdc80l1	8.06459353595967e-12	2.05809477498382	0.504	0.168	2.4193780607879e-08	0	ccdc80l1
bbc3	1.08494738883932e-11	1.41043199194025	0.407	0.123	3.25484216651795e-08	0	bbc3
pdgfaa	1.1563609920845e-11	2.25774875679974	0.533	0.181	3.46908297625349e-08	0	pdgfaa
KCNB2	1.47520172149262e-11	0.391486602348965	0.452	0.187	4.42560516447785e-08	0	KCNB2
met	1.52234253659433e-11	1.66681872833872	0.593	0.225	4.567027609783e-08	0	met
smcr8b	1.61753533656857e-11	0.335725101302279	0.474	0.155	4.85260600970571e-08	0	smcr8b
prkcab	3.18034144611714e-11	0.744880561534044	0.511	0.171	9.54102433835142e-08	0	prkcab
glsl	6.84513169344848e-11	1.63042087839659	0.489	0.152	2.05353950803454e-07	0	glsl
wnt1	6.85679761943711e-11	1.47197897480777	0.437	0.166	2.05703928583113e-07	0	wnt1
ripply1	7.11753605612858e-11	2.24287050224281	0.548	0.179	2.13526081683857e-07	0	ripply1
pbx1b	8.24633668387085e-11	1.83695466765613	0.496	0.176	2.47390100516125e-07	0	pbx1b
acyp1	9.23356469730291e-11	1.44343574525247	0.452	0.169	2.77006940919087e-07	0	acyp1
si:dkey-22o22.2	1.14447286357019e-10	0.926152746602702	0.459	0.168	3.43341859071056e-07	0	si:dkey-22o22.2
cdkal1	1.6020391420276e-10	0.381046149695315	0.393	0.145	4.80611742608279e-07	0	cdkal1
vat1	1.97629363974199e-10	0.492295916190228	0.481	0.252	5.92888091922597e-07	0	vat1
dhrs3b	2.12024471646922e-10	0.437553002284022	0.526	0.192	6.36073414940765e-07	0	dhrs3b
znf1046	3.54429025834369e-10	0.571469535892111	0.296	0.143	1.06328707750311e-06	0	znf1046
cacnb4a	3.80355421330929e-10	0.471356997426714	0.489	0.177	1.14106626399279e-06	0	cacnb4a
cmtm7	4.33401895557572e-10	0.80097229671184	0.422	0.12	1.30020568667272e-06	0	cmtm7
mlip	5.4573652124896e-10	0.597186774692208	0.444	0.176	1.63720956374688e-06	0	mlip
si:ch211-137i24.10	5.48197232004166e-10	0.403923965674034	0.43	0.165	1.6445916960125e-06	0	si:ch211-137i24.10
plxna1a	5.64802247074576e-10	0.81402665054771	0.644	0.383	1.69440674122373e-06	0	plxna1a
rbp5	6.44877538903045e-10	0.951717730421524	0.452	0.158	1.93463261670914e-06	0	rbp5
rxrgb	6.52003085229355e-10	1.67973617917021	0.504	0.159	1.95600925568807e-06	0	rxrgb
igsf3	9.45534799959453e-10	1.65008102887281	0.585	0.356	2.83660439987836e-06	0	igsf3
gli3	1.05293446108252e-09	0.952984958566147	0.637	0.418	3.15880338324755e-06	0	gli3
letm1	1.09438675462888e-09	1.26236082564109	0.607	0.367	3.28316026388665e-06	0	letm1
slc17a9b	1.16189198321967e-09	1.19295525516101	0.548	0.21	3.48567594965901e-06	0	slc17a9b
pabpc1b	1.28438111290419e-09	0.867829624157493	0.333	0.135	3.85314333871257e-06	0	pabpc1b
si:ch73-196i15.3	1.31928979176921e-09	0.517728005500722	0.393	0.143	3.95786937530763e-06	0	si:ch73-196i15.3
si:dkey-286j17.4	1.39246464763393e-09	1.62386606723928	0.511	0.188	4.1773939429018e-06	0	si:dkey-286j17.4
meis2a.1	1.65355273259796e-09	0.85314382442055	0.556	0.316	4.96065819779388e-06	0	meis2a.1
cpe	2.45268117197659e-09	0.756063702162869	0.481	0.141	7.35804351592978e-06	0	cpe
dok1b	3.08843617264804e-09	0.60391318042935	0.4	0.171	9.26530851794411e-06	0	dok1b
msx3	3.53829879399283e-09	0.623787229582454	0.556	0.193	1.06148963819785e-05	0	msx3
atp2b3b	3.65468250446706e-09	0.826669636235304	0.385	0.141	1.09640475134012e-05	0	atp2b3b
map1ab	4.22039904812615e-09	0.900802400460768	0.422	0.172	1.26611971443784e-05	0	map1ab
rhogb	4.95075418332608e-09	1.21526751207365	0.341	0.149	1.48522625499782e-05	0	rhogb
carmil3	6.14580788080553e-09	1.27084850594582	0.541	0.273	1.84374236424166e-05	0	carmil3
rorcb	6.64387542251378e-09	2.9579195371627	0.519	0.155	1.99316262675414e-05	0	rorcb
AL935195.1	7.17022550968117e-09	0.477207727152028	0.4	0.155	2.15106765290435e-05	0	AL935195.1
plch1	1.0884298746882e-08	0.393664024762864	0.637	0.422	3.2652896240646e-05	0	plch1
foxp1b	1.13164943858139e-08	0.512689070855591	0.622	0.386	3.39494831574417e-05	0	foxp1b
CU929160.1	1.17920199023572e-08	0.64960925723939	0.526	0.233	3.53760597070717e-05	0	CU929160.1
BX649384.1	1.27442906094127e-08	0.806244527427017	0.37	0.185	3.8232871828238e-05	0	BX649384.1
dachd	1.28551474637446e-08	0.545271989735175	0.43	0.171	3.85654423912338e-05	0	dachd
lat	1.62406397007735e-08	0.285845319893108	0.348	0.18	4.87219191023205e-05	0	lat
ptprr	1.6609039522422e-08	0.754232837515189	0.104	0.207	4.9827118567266e-05	0	ptprr
prdm14	1.74679097690726e-08	0.324244896933417	0.348	0.1	5.24037293072179e-05	0	prdm14
eef2l2	2.09083498747403e-08	0.879616475931438	0.274	0.162	6.27250496242209e-05	0	eef2l2
mapk8ip2	2.74482947779217e-08	0.83060382491349	0.207	0.142	8.23448843337652e-05	0	mapk8ip2
GRIK2	2.88889507888248e-08	0.735351468572257	0.37	0.133	8.66668523664745e-05	0	GRIK2
rasgrf2b	3.94752085826926e-08	0.576713429243681	0.356	0.117	0.000118425625748078	0	rasgrf2b
znrf3	5.61011747543293e-08	0.658276627939351	0.652	0.43	0.000168303524262988	0	znrf3
flncb	5.63848238944854e-08	0.268811828287675	0.222	0.105	0.000169154471683456	0	flncb
mocs2	6.33542971255309e-08	0.742083384732797	0.393	0.157	0.000190062891376593	0	mocs2
rrad	6.98183289989598e-08	1.13949597678563	0.385	0.147	0.000209454986996879	0	rrad
sox7	7.13080800826214e-08	1.19820987583314	0.467	0.188	0.000213924240247864	0	sox7
fgf11a	8.57784674941825e-08	1.44813390682367	0.111	0.154	0.000257335402482547	0	fgf11a
pimr191	9.94568444631556e-08	1.30075523283987	0.452	0.208	0.000298370533389467	0	pimr191
CU302253.1	9.97035957219904e-08	0.585476232732622	0.459	0.195	0.000299110787165971	0	CU302253.1
plch2a	1.38328220865949e-07	0.345977089178094	0.422	0.154	0.000414984662597847	0	plch2a
apoea	1.4897558502737e-07	0.879216271039629	0.474	0.204	0.00044692675508211	0	apoea
cln6a	1.53356408319343e-07	1.80556176244132	0.474	0.192	0.000460069224958029	0	cln6a
cd226	1.57093116676083e-07	0.280304402269923	0.481	0.201	0.000471279350028248	0	cd226
bmp1a	1.61930063277356e-07	0.303878957277708	0.363	0.224	0.000485790189832068	0	bmp1a
dock5	1.69250213817865e-07	0.869406955807127	0.267	0.177	0.000507750641453596	0	dock5
cdh6	1.76632684744588e-07	1.19083979031253	0.422	0.189	0.000529898054233765	0	cdh6
he1.1	2.17349761473786e-07	1.43418982749278	0.489	0.192	0.000652049284421357	0	he1.1
slitrk6	2.29277245927813e-07	1.08893629367101	0.452	0.167	0.000687831737783439	0	slitrk6
si:ch211-199g17.2	2.45521698262012e-07	1.57806107569834	0.385	0.175	0.000736565094786036	0	si:ch211-199g17.2
lfng	2.45521826844197e-07	0.396614296401507	0.541	0.372	0.000736565480532591	0	lfng
mctp1a	2.5628691972547e-07	0.289699549985922	0.052	0.146	0.000768860759176411	0	mctp1a
tmem192	2.88125977408022e-07	0.771875115616227	0.548	0.265	0.000864377932224067	0	tmem192
mylk3	2.88618693528865e-07	0.747858368951131	0.43	0.271	0.000865856080586595	0	mylk3
CU179759.2	3.94420317813077e-07	1.13985125141738	0.511	0.257	0.00118326095343923	0	CU179759.2
fbxo30a	3.96694800698946e-07	0.99080821946759	0.43	0.19	0.00119008440209684	0	fbxo30a
si:ch211-38m6.6	4.98548682134195e-07	0.891778676192817	0.259	0.122	0.00149564604640259	0	si:ch211-38m6.6
gltpa	5.39892557417169e-07	0.483235025643656	0.319	0.148	0.00161967767225151	0	gltpa
slc4a2b	5.5119394551536e-07	1.43235888133848	0.356	0.144	0.00165358183654608	0	slc4a2b
cldni	7.28209220375179e-07	0.344078442288135	0.074	0.203	0.00218462766112554	0	cldni
si:dkey-164f24.2	7.64698610641857e-07	1.01329518866794	0.452	0.218	0.00229409583192557	0	si:dkey-164f24.2
ftr67	8.05332464800281e-07	0.610948660129752	0.089	0.153	0.00241599739440084	0	ftr67
amdhd2	8.08788422155395e-07	0.359552546235703	0.274	0.151	0.00242636526646619	0	amdhd2
smad7	8.60678882369482e-07	0.523010166635215	0.459	0.209	0.00258203664710845	0	smad7
bmpr1ab	8.88832962282597e-07	0.626429736678945	0.541	0.372	0.00266649888684779	0	bmpr1ab
ifih1	9.75199680681827e-07	1.67626243004098	0.185	0.139	0.00292559904204548	0	ifih1
fam214a	1.13455268395645e-06	1.54551791369153	0.452	0.311	0.00340365805186935	0	fam214a
lgi1b	1.28386198162311e-06	0.522561947874524	0.067	0.175	0.00385158594486932	0	lgi1b
nqo1	1.30861146450574e-06	0.754918224140868	0.511	0.233	0.00392583439351721	0	nqo1
hdac7b	1.49756658664816e-06	0.570530540799065	0.393	0.207	0.00449269975994447	0	hdac7b
zgc:171857	1.63223576026278e-06	0.483096434723878	0.104	0.193	0.00489670728078834	0	zgc:171857
tlr5b	1.69787101578061e-06	0.812779508432569	0.467	0.204	0.00509361304734184	0	tlr5b
si:dkey-269i1.4	1.8849272088884e-06	0.713606574351991	0.422	0.169	0.0056547816266652	0	si:dkey-269i1.4
hpcal4	2.01277523339886e-06	0.376256452322987	0.156	0.121	0.00603832570019657	0	hpcal4
BX901973.1	2.05481415416605e-06	1.05340619020049	0.341	0.151	0.00616444246249815	0	BX901973.1
odc1	2.42133342367023e-06	0.546051221466957	0.533	0.369	0.00726400027101069	0	odc1
vps8	2.45598129415473e-06	0.673490841989948	0.407	0.315	0.00736794388246419	0	vps8
meis1b	2.76208140592294e-06	0.634795804870381	0.548	0.39	0.00828624421776881	0	meis1b
atp6v1c1b	2.78735207347761e-06	0.293926561465009	0.044	0.17	0.00836205622043283	0	atp6v1c1b
il16	2.89068914353513e-06	0.601964740636294	0.341	0.169	0.0086720674306054	0	il16
grid1a	2.97245104409088e-06	1.32559725034205	0.407	0.141	0.00891735313227265	0	grid1a
mettl15	3.11529923519423e-06	1.07811139507419	0.348	0.199	0.00934589770558269	0	mettl15
si:dkey-40c23.2	3.12505709466964e-06	0.527677814495937	0.289	0.15	0.00937517128400893	0	si:dkey-40c23.2
irx3b	3.27084334561534e-06	0.830349941589839	0.185	0.247	0.00981253003684603	0	irx3b
tmem68	3.38285731636738e-06	0.380998978240477	0.444	0.183	0.0101485719491021	0	tmem68
gse1	3.42633895637835e-06	0.631559727076633	0.533	0.347	0.010279016869135	0	gse1
prex2	3.56888098725125e-06	0.757871769788129	0.474	0.246	0.0107066429617537	0	prex2
BX901962.4	3.58667773519324e-06	1.12546213071043	0.215	0.15	0.0107600332055797	0	BX901962.4
kcnk4a	3.68722707598105e-06	0.808619565137009	0.37	0.151	0.0110616812279432	0	kcnk4a
fbxo4	4.45412092528784e-06	0.40016023873283	0.296	0.161	0.0133623627758635	0	fbxo4
aldh1l1	4.50516479578753e-06	0.951756461857391	0.437	0.17	0.0135154943873626	0	aldh1l1
si:ch211-168k14.2	5.00580259883048e-06	0.319636616253108	0.326	0.176	0.0150174077964915	0	si:ch211-168k14.2
dcc	5.26198788535491e-06	1.40577111709545	0.467	0.169	0.0157859636560647	0	dcc
neu3.1	5.30236659731367e-06	0.538666351156516	0.252	0.117	0.015907099791941	0	neu3.1
fyco1b	6.42767349742172e-06	0.483768318576266	0.474	0.193	0.0192830204922652	0	fyco1b
abca1b	6.6294715550208e-06	0.853582817358893	0.2	0.184	0.0198884146650624	0	abca1b
ccdc83	7.01315920346325e-06	0.539629400256069	0.237	0.152	0.0210394776103897	0	ccdc83
palm3	7.61728198571777e-06	0.792187720725305	0.126	0.164	0.0228518459571533	0	palm3
zgc:194627	8.64603113100939e-06	0.616808817085755	0.111	0.152	0.0259380933930282	0	zgc:194627
prkcdb	8.75278444016381e-06	1.07316086772303	0.422	0.202	0.0262583533204914	0	prkcdb
glula	9.28347495373993e-06	1.31345487269449	0.111	0.181	0.0278504248612198	0	glula
si:ch211-188f17.1	1.22679136165854e-05	0.864839352782267	0.385	0.175	0.0368037408497563	0	si:ch211-188f17.1
rps6ka3b	1.23186075839044e-05	1.61324946786624	0.296	0.121	0.0369558227517132	0	rps6ka3b
si:ch211-250c4.4	1.23404019789657e-05	0.656402762659237	0.319	0.17	0.037021205936897	0	si:ch211-250c4.4
nlrc5	1.2619680672704e-05	0.320780549398503	0.326	0.171	0.037859042018112	0	nlrc5
si:ch211-256e16.3	1.28746633701034e-05	0.431999941229027	0.074	0.139	0.0386239901103102	0	si:ch211-256e16.3
sema6e	1.32430088433584e-05	0.898525420283959	0.444	0.283	0.0397290265300753	0	sema6e
pkdccb	1.42458288077532e-05	0.800884451498446	0.111	0.16	0.0427374864232595	0	pkdccb
trappc1	1.4784813011068e-05	0.726834310196418	0.341	0.199	0.0443544390332041	0	trappc1
si:dkey-183i3.6	1.51784609930745e-05	0.428785824473928	0.044	0.167	0.0455353829792236	0	si:dkey-183i3.6
megf6a	1.54239401716479e-05	0.41386771920142	0.111	0.247	0.0462718205149438	0	megf6a
prss23	1.64250780037366e-05	0.310208712480044	0.074	0.153	0.0492752340112099	0	prss23
fam189a1	1.78100896163114e-05	0.594947940621046	0.4	0.231	0.0534302688489342	0	fam189a1
cntn3a.1	1.83861870793689e-05	2.49912027542477	0.496	0.171	0.0551585612381067	0	cntn3a.1
hesx1	2.00259158835962e-05	0.945414971913088	0.393	0.19	0.0600777476507885	0	hesx1
CABZ01101813.1	2.17667458335033e-05	0.392720847889756	0.252	0.16	0.06530023750051	0	CABZ01101813.1
clybl	2.19737327510244e-05	1.27639412766827	0.244	0.145	0.0659211982530733	0	clybl
igf2bp2b	2.29318516653768e-05	0.88258667030965	0.526	0.232	0.0687955549961305	0	igf2bp2b
zranb1b	2.56460642486262e-05	0.845825902244054	0.444	0.191	0.0769381927458786	0	zranb1b
wnt9a	2.61469255562799e-05	0.567467712940775	0.385	0.189	0.0784407766688398	0	wnt9a
phospho2	2.65890754711698e-05	1.05037188030589	0.096	0.17	0.0797672264135095	0	phospho2
cacnb2b	2.91630458602524e-05	0.997322103609501	0.415	0.202	0.0874891375807571	0	cacnb2b
dtd2	3.01688452170443e-05	1.30316855046099	0.296	0.146	0.090506535651133	0	dtd2
slc35f3a	3.10758873149265e-05	0.41184624885628	0.274	0.135	0.0932276619447795	0	slc35f3a
fam117bb	3.63067060423737e-05	0.755998355853891	0.363	0.239	0.108920118127121	0	fam117bb
SCARF2	3.84999084835428e-05	1.29546257768757	0.504	0.237	0.115499725450629	0	SCARF2
trmt9b	3.89425295041888e-05	0.853687957761516	0.474	0.223	0.116827588512566	0	trmt9b
acaa2	4.09662798382937e-05	2.04035226721528	0.37	0.156	0.122898839514881	0	acaa2
exoc2	4.35097155337297e-05	0.752841236564249	0.141	0.212	0.130529146601189	0	exoc2
efnb1	4.57196952642658e-05	0.272223999029688	0.481	0.312	0.137159085792797	0	efnb1
dhrs11a	4.66126497873928e-05	1.82624791832757	0.43	0.229	0.139837949362178	0	dhrs11a
shisal1b	4.88235133436834e-05	0.660783390958751	0.081	0.149	0.14647054003105	0	shisal1b
sh2d3ca	5.00622319746963e-05	1.03497517633212	0.489	0.319	0.150186695924089	0	sh2d3ca
srgap3	5.23270754726689e-05	0.55144606507679	0.541	0.381	0.156981226418007	0	srgap3
efemp2b	5.341492330657e-05	0.385859508321424	0.119	0.168	0.16024476991971	0	efemp2b
svilc	5.49138600098177e-05	0.742389113583248	0.059	0.111	0.164741580029453	0	svilc
serinc4	5.51700352648591e-05	0.544105707865423	0.363	0.179	0.165510105794577	0	serinc4
si:dkey-66g10.2	5.56248857559503e-05	0.548112353578928	0.459	0.278	0.166874657267851	0	si:dkey-66g10.2
si:dkey-13a21.4	5.71824525422787e-05	0.78526550725737	0.385	0.191	0.171547357626836	0	si:dkey-13a21.4
thbs1b	5.72293251743892e-05	0.377852187398101	0.326	0.149	0.171687975523168	0	thbs1b
kcnn4	6.05871574014019e-05	0.786898782475332	0.289	0.175	0.181761472204206	0	kcnn4
acsbg2	6.45151979082949e-05	0.473858624970065	0.119	0.224	0.193545593724885	0	acsbg2
itga5	6.88322464458128e-05	0.44126468058356	0.326	0.171	0.206496739337439	0	itga5
ctbp2a	6.9788265904034e-05	1.1442493099577	0.467	0.358	0.209364797712102	0	ctbp2a
pawr	7.20289130324337e-05	0.755290463984207	0.148	0.175	0.216086739097301	0	pawr
dusp4	7.36794986625628e-05	0.562392497331741	0.185	0.189	0.221038495987688	0	dusp4
fam83b	7.74831811949754e-05	1.24519410730805	0.393	0.176	0.232449543584926	0	fam83b
arhgap36	8.17783618322796e-05	0.359065074809264	0.074	0.167	0.245335085496839	0	arhgap36
sh3bgrl3	8.23501262052228e-05	0.457873852424263	0.163	0.247	0.247050378615669	0	sh3bgrl3
si:ch211-195h23.4	8.46297077103774e-05	0.295703506180874	0.052	0.152	0.253889123131132	0	si:ch211-195h23.4
zgc:194930	8.50382744043126e-05	0.557866620051146	0.244	0.135	0.255114823212938	0	zgc:194930
slc8a1b	8.95602416670616e-05	1.0901262467651	0.304	0.155	0.268680725001185	0	slc8a1b
phykpl	9.14903554145767e-05	0.932114969290166	0.452	0.202	0.27447106624373	0	phykpl
trps1	9.72864419156529e-05	1.05630287423348	0.541	0.408	0.291859325746959	0	trps1
papss2a	0.000106282653508639	0.76253114413154	0.237	0.111	0.318847960525918	0	papss2a
