	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
traf4a	1.36851780420695e-57	1.15208650617922	0.717	0.179	2.80600890574594e-53	NC.1	traf4a
tle3b	1.68487586670454e-56	1.43075509196336	0.924	0.435	3.454669477091e-52	NC.1	tle3b
mmp15b	1.19226846009893e-54	1.11899501689074	0.807	0.243	2.44462725058686e-50	NC.1	mmp15b
dlc1	1.40404334459891e-54	1.21825048868598	0.821	0.27	2.87885047376561e-50	NC.1	dlc1
si:dkey-22o22.2	1.43375631960221e-53	1.16529431390861	0.662	0.158	2.93977395771237e-49	NC.1	si:dkey-22o22.2
cdon	2.17738613249121e-52	1.38849634155993	0.993	0.607	4.46451252605997e-48	NC.1	cdon
fli1a	1.09431296169468e-50	0.603156714848759	0.441	0.069	2.24377929665876e-46	NC.1	fli1a
scml4	1.09979661279944e-45	0.382399651596696	0.172	0.009	2.25502297488397e-41	NC.1	scml4
plxna3	7.84606481101577e-45	1.18835094026774	1	0.906	1.60875712885067e-40	NC.1	plxna3
foxn3	1.81254506904252e-44	0.950811727980213	0.745	0.234	3.71644240956477e-40	NC.1	foxn3
lef1	2.24583766499347e-44	1.49230307204618	0.8	0.317	4.60486554830261e-40	NC.1	lef1
nrp2a	7.04662830459475e-43	1.8249656739549	0.6	0.176	1.44484066757411e-38	NC.1	nrp2a
abi3a	7.2011895423939e-43	0.379461910942642	0.262	0.028	1.47653190377244e-38	NC.1	abi3a
zic2b	1.45947401593752e-42	0.818583800973837	0.669	0.2	2.99250552227828e-38	NC.1	zic2b
cxxc5a	3.22750019510873e-41	1.17631322175861	0.807	0.339	6.61766640005094e-37	NC.1	cxxc5a
slmapb	1.57213762266317e-40	0.346060807034233	0.228	0.022	3.22351098150857e-36	NC.1	slmapb
samd11	1.95031633593591e-40	1.14713409414493	0.676	0.226	3.99892861520298e-36	NC.1	samd11
zeb2a	2.54796071959742e-39	1.19472537016663	0.966	0.65	5.22433865946255e-35	NC.1	zeb2a
mtus1b	4.2928616378587e-39	0.570639909757497	0.386	0.07	8.80208350226548e-35	NC.1	mtus1b
mctp2a	5.50674770663804e-39	0.71718118978287	0.407	0.079	1.12910354976906e-34	NC.1	mctp2a
tle2a	7.01537244965963e-37	1.06284083431426	0.959	0.751	1.43843196707821e-32	NC.1	tle2a
fnbp1l	1.33308243912488e-36	1.03727268894073	0.945	0.621	2.73335223318165e-32	NC.1	fnbp1l
ebf1b	5.98591744002515e-35	0.759609587960968	0.345	0.063	1.22735251190276e-30	NC.1	ebf1b
tanc2a	6.10283600089985e-35	1.08849018877828	0.69	0.263	1.25132549362451e-30	NC.1	tanc2a
cachd1	1.24111489380735e-33	1.01659043693566	0.986	0.826	2.5447819782626e-29	NC.1	cachd1
skia	2.08239772099107e-33	0.986994929826512	0.931	0.64	4.26974828712009e-29	NC.1	skia
afap1	4.94374211368105e-32	0.858292705309357	0.738	0.32	1.01366488298916e-27	NC.1	afap1
si:dkey-240h12.3	1.6438266180211e-31	0.703553778325433	0.434	0.11	3.37050209759046e-27	NC.1	si:dkey-240h12.3
ebf3a	2.06953162812215e-31	1.28545464528501	0.621	0.217	4.24336765030165e-27	NC.1	ebf3a
BX908388.3	2.91901716297244e-31	0.741073003261869	0.648	0.232	5.98515279095869e-27	NC.1	BX908388.3
st3gal4	4.42100216219539e-31	0.324493594865007	0.172	0.016	9.06482283336543e-27	NC.1	st3gal4
cacna1ba	4.50515167501752e-31	0.75937840124013	0.317	0.061	9.23736299445592e-27	NC.1	cacna1ba
pcdh1b	6.40449263989346e-31	0.718908696763361	0.586	0.183	1.31317717088375e-26	NC.1	pcdh1b
itgb1a	1.97684296253951e-30	0.712735284751678	0.579	0.201	4.053318810391e-26	NC.1	itgb1a
klf12b	3.01516123094958e-30	0.920861380253786	0.545	0.173	6.18228658793903e-26	NC.1	klf12b
cbfb	3.13832569646919e-30	0.949690619948731	0.621	0.228	6.43482300804044e-26	NC.1	cbfb
ZNF423	4.73482300531485e-30	1.02353994556691	0.938	0.625	9.70828109009756e-26	NC.1	ZNF423
rhoj	3.7938394338369e-29	0.584916719530181	0.441	0.122	7.77888837513918e-25	NC.1	rhoj
zfhx4	5.45607190514585e-29	0.826232311083798	0.966	0.651	1.1187129834311e-24	NC.1	zfhx4
cdh6	6.55741151069226e-29	0.87814278137742	0.552	0.17	1.34453165615234e-24	NC.1	cdh6
msx3	7.48557902175739e-29	0.281108421637432	0.214	0.028	1.53484312262113e-24	NC.1	msx3
bach2b	1.95478809428028e-28	0.831393506144129	0.862	0.513	4.00809750851229e-24	NC.1	bach2b
nr2f5	2.14669215021751e-28	1.00934604133733	0.883	0.562	4.40157758480598e-24	NC.1	nr2f5
enpp1	3.63711348199176e-28	1.04436093914765	0.621	0.237	7.4575374834759e-24	NC.1	enpp1
slit2	5.39219833045963e-28	1.0139169386765	0.6	0.22	1.10561634567744e-23	NC.1	slit2
zbtb16a	6.93599933225588e-28	0.886779719341125	1	0.893	1.42215730308575e-23	NC.1	zbtb16a
ptpn11b	1.96789260022611e-27	0.386313426428105	0.29	0.055	4.03496698750361e-23	NC.1	ptpn11b
hspg2	3.56008274764785e-27	0.893724245267707	0.938	0.594	7.29959366577716e-23	NC.1	hspg2
alx1	5.4478064880318e-27	0.258854138371646	0.152	0.014	1.11701824230604e-22	NC.1	alx1
wnt3	1.91971087481683e-26	0.591003432816771	0.621	0.216	3.93617517772444e-22	NC.1	wnt3
robo3	5.35627788148473e-26	0.897175443338905	0.931	0.59	1.09825121681963e-21	NC.1	robo3
trim3b	7.87325077943172e-26	0.793340417494367	0.641	0.278	1.61433133981468e-21	NC.1	trim3b
fscn1a	2.11495285469638e-25	0.636305407483411	0.566	0.209	4.33649933326946e-21	NC.1	fscn1a
bcr	2.47037445963702e-25	0.762870458275657	0.545	0.198	5.06525579203974e-21	NC.1	bcr
cxxc5b	5.89339200317717e-25	0.686039107546683	0.552	0.202	1.20838109633145e-20	NC.1	cxxc5b
tln2a	9.25381314021159e-25	0.826743381349589	0.697	0.347	1.89740184626898e-20	NC.1	tln2a
stard9	1.22229321419968e-24	0.435677920509191	0.434	0.125	2.50619000639503e-20	NC.1	stard9
itga4	1.43046567838024e-24	0.593199619202709	0.248	0.046	2.93302682695085e-20	NC.1	itga4
nid1b	1.58633055860931e-24	0.645527439004844	0.648	0.27	3.25261217737252e-20	NC.1	nid1b
pxdn	1.6294460481368e-24	0.937830370390212	0.51	0.186	3.34101617709969e-20	NC.1	pxdn
greb1l	6.81001485102184e-24	0.736181198639081	0.993	0.763	1.39632544505352e-19	NC.1	greb1l
rxraa	1.20579398137314e-23	0.732361334387671	0.497	0.168	2.47235997940748e-19	NC.1	rxraa
fam20cb	1.38945881939588e-23	0.776547739085395	0.214	0.036	2.84894636328931e-19	NC.1	fam20cb
fabp3	1.77003177562819e-23	0.522562692488802	0.469	0.151	3.62927315274804e-19	NC.1	fabp3
spsb4a	2.58672021341717e-23	0.862536584697749	0.917	0.633	5.30381112559056e-19	NC.1	spsb4a
hipk2	9.32386144779902e-23	0.877732329965476	0.862	0.585	1.91176455125671e-18	NC.1	hipk2
rundc3aa	2.12613600867634e-22	0.349351028042803	0.241	0.047	4.35942927218997e-18	NC.1	rundc3aa
sept12	3.46681566858074e-22	1.01610996759885	0.89	0.645	7.10835884685796e-18	NC.1	sept12
CCKBR	3.58576824871818e-22	0.349360603929042	0.11	0.009	7.35225921717176e-18	NC.1	CCKBR
adgrd1	3.97573331688919e-22	0.392403527014739	0.138	0.015	8.15184359294959e-18	NC.1	adgrd1
msx1b	1.01356100841827e-21	0.711586302783214	0.545	0.2	2.07820549166081e-17	NC.1	msx1b
osbpl10b	1.06822298595413e-21	0.934543122004237	0.641	0.324	2.19028441040034e-17	NC.1	osbpl10b
alcama	5.24684429444797e-21	1.01793221783797	0.634	0.291	1.07581295413361e-16	NC.1	alcama
hbegfb	1.029426580222e-20	0.357628343897318	0.31	0.079	2.11073626008718e-16	NC.1	hbegfb
fmnl2b	1.68253807687621e-20	0.68376377574444	0.876	0.608	3.44987607282699e-16	NC.1	fmnl2b
ptk7a	2.11385262752129e-20	0.632745610239226	0.683	0.355	4.33424342746966e-16	NC.1	ptk7a
id3	1.06355085074212e-19	0.548325078938872	0.545	0.214	2.18070466436163e-15	NC.1	id3
axin2	4.16869155966457e-19	0.630031020012354	0.731	0.408	8.54748517393624e-15	NC.1	axin2
swap70b	7.10269430252256e-19	0.471330366510897	0.317	0.092	1.45633643978923e-14	NC.1	swap70b
tesk2	7.85528547027404e-19	0.548679201635014	0.441	0.167	1.61064773282499e-14	NC.1	tesk2
dclk1b	1.90688047730865e-18	0.460526137712124	0.297	0.08	3.90986773067365e-14	NC.1	dclk1b
nradd	4.08293023884402e-18	0.5286403435913	0.579	0.255	8.37164016172578e-14	NC.1	nradd
bahcc1b	4.58916275363786e-18	0.688861370309157	0.924	0.662	9.40961931005907e-14	NC.1	bahcc1b
si:ch73-364h19.1	5.07511522057926e-18	0.621058818651794	0.441	0.167	1.04060162482757e-13	NC.1	si:ch73-364h19.1
zswim5	1.31588515605488e-17	0.610561359009054	0.931	0.8	2.69809092397493e-13	NC.1	zswim5
CU459056.1	2.38404052009175e-17	0.6453772995663	0.524	0.235	4.88823668239612e-13	NC.1	CU459056.1
srsf5a	2.71629097340349e-17	0.580631748744332	0.841	0.666	5.56948301186651e-13	NC.1	srsf5a
ankrd44	4.12246887528045e-17	0.413147308447593	0.366	0.123	8.45271018187503e-13	NC.1	ankrd44
serinc5	5.07764915227407e-17	0.694376596156081	0.848	0.61	1.04112118218228e-12	NC.1	serinc5
afap1l1b	5.52004284239055e-17	0.252999652828904	0.186	0.037	1.13182958440376e-12	NC.1	afap1l1b
lmo4b	1.30368863056556e-16	0.620728340749462	0.448	0.175	2.67308316811163e-12	NC.1	lmo4b
nckap5l	1.4230494926374e-16	0.624234110383708	0.669	0.384	2.91782067970372e-12	NC.1	nckap5l
rab3ip	1.87590226961146e-16	0.324027482629768	0.29	0.083	3.84635001361134e-12	NC.1	rab3ip
id1	2.0107997231638e-16	0.814893015807543	0.841	0.583	4.12294375237506e-12	NC.1	id1
celf4	2.11648861182701e-16	0.874248715766367	0.414	0.165	4.33964824969011e-12	NC.1	celf4
lfng	2.19988512412772e-16	0.593828491119248	0.779	0.471	4.51064445851148e-12	NC.1	lfng
soga1	6.70180577076473e-16	0.51868643214454	0.855	0.583	1.3741382552376e-11	NC.1	soga1
kctd15a	6.92688913878894e-16	0.485150206401302	0.455	0.178	1.42028934901728e-11	NC.1	kctd15a
atf3	8.0924272081666e-16	0.43769962293803	0.331	0.108	1.65927127476248e-11	NC.1	atf3
si:ch211-1e14.1	9.26290660923037e-16	0.522759244946993	0.476	0.201	1.89926637115659e-11	NC.1	si:ch211-1e14.1
smad6b	1.13559860774404e-15	0.541976851438592	0.8	0.471	2.32843138531838e-11	NC.1	smad6b
map2	1.8492578917162e-15	0.596439715923208	0.428	0.175	3.79171838117491e-11	NC.1	map2
dock7	3.74408832022045e-15	0.741772847166512	0.745	0.521	7.67687869178e-11	NC.1	dock7
tmeff1b	1.83326850690434e-14	0.517072237371837	0.814	0.524	3.75893374655666e-10	NC.1	tmeff1b
pik3c2b	4.17826797085686e-14	0.547465790296865	0.71	0.413	8.56712064744491e-10	NC.1	pik3c2b
tes	4.50987141168033e-14	0.34182444410282	0.283	0.089	9.24704034250935e-10	NC.1	tes
rapgef5b	1.14455528851657e-13	0.396717760037439	0.455	0.195	2.34679616357437e-09	NC.1	rapgef5b
pcnx3	1.55343727686632e-13	0.494601573987983	0.524	0.271	3.18516779248671e-09	NC.1	pcnx3
mtss1lb	1.66524571170018e-13	0.308827133282806	0.297	0.097	3.41441980727005e-09	NC.1	mtss1lb
sema6e	1.75613758338011e-13	0.728439551115026	0.724	0.429	3.60078450096257e-09	NC.1	sema6e
rftn2	2.4401658319497e-13	0.458998771838682	0.428	0.188	5.00331602182966e-09	NC.1	rftn2
efhd2	3.30441795380327e-13	0.358518470461769	0.297	0.101	6.77537857247823e-09	NC.1	efhd2
arhgap12b	3.33706557736223e-13	0.547004615679303	0.772	0.554	6.84231925982351e-09	NC.1	arhgap12b
sema4c	4.7699683153734e-13	0.491211825971776	0.848	0.636	9.78034303384161e-09	NC.1	sema4c
mrtfbb	8.425198112874e-13	0.539996139292184	0.414	0.185	1.72750262106369e-08	NC.1	mrtfbb
npm1a	1.09530466228932e-12	0.495809735891774	0.779	0.571	2.24581267955802e-08	NC.1	npm1a
spag1a	1.10453998066356e-12	0.30963814871609	0.393	0.16	2.26474877635256e-08	NC.1	spag1a
efna1a	1.30298286977016e-12	0.394293207450418	0.559	0.288	2.67163607617673e-08	NC.1	efna1a
tns3.2	1.98937431668278e-12	0.370978439238562	0.441	0.197	4.07901309892637e-08	NC.1	tns3.2
zeb1a	2.88966607697159e-12	0.423575231418207	0.538	0.285	5.92497132422256e-08	NC.1	zeb1a
sdr16c5b	4.24714816382642e-12	0.336881540391816	0.317	0.119	8.70835259510969e-08	NC.1	sdr16c5b
adgrl1a	6.31873905559347e-12	0.650539215850452	0.359	0.148	1.29559425595889e-07	NC.1	adgrl1a
col12a1a	1.17352610287695e-11	0.679551507399813	0.572	0.346	2.4061979213389e-07	NC.1	col12a1a
id2a	1.58128157171422e-11	0.376707799305945	0.248	0.083	3.24225973464283e-07	NC.1	id2a
arhgef1a	2.11467174003009e-11	0.341072559464968	0.386	0.167	4.3359229357577e-07	NC.1	arhgef1a
celf5a	4.56674466887932e-11	0.846724783736527	0.276	0.108	9.36365326907017e-07	NC.1	celf5a
dock11	6.25755277852343e-11	0.446515629792901	0.386	0.174	1.28304862170844e-06	NC.1	dock11
agrn	7.16024821997373e-11	0.431302076827563	0.972	0.916	1.46813729502341e-06	NC.1	agrn
junba	7.85171657268318e-11	0.296134699428456	0.255	0.089	1.60991596606296e-06	NC.1	junba
OSBPL8	1.09414968986263e-10	0.448275198134205	0.372	0.176	2.24344452409434e-06	NC.1	OSBPL8
bmper	1.44324387511176e-10	0.395476002480874	0.276	0.101	2.95922724152915e-06	NC.1	bmper
LO016987.2	2.09116417584552e-10	0.469402031120152	0.448	0.234	4.28772302615365e-06	NC.1	LO016987.2
pho	5.34158528880265e-10	0.518971126254609	0.641	0.396	1.0952386476161e-05	NC.1	pho
zbtb10	5.54928567658456e-10	0.264307965832714	0.269	0.102	1.1378255351269e-05	NC.1	zbtb10
aclya	8.71135773122679e-10	0.489888690541086	0.421	0.22	1.78617678921074e-05	NC.1	aclya
susd6	9.81934620306319e-10	0.386527485728581	0.552	0.312	2.01335874547608e-05	NC.1	susd6
cited4b	1.16434428170451e-09	0.331886745070736	0.352	0.162	2.38737151520692e-05	NC.1	cited4b
eif6	1.17117336718951e-09	0.353805399693562	0.407	0.2	2.40137387208536e-05	NC.1	eif6
lsp1b	1.23004586768561e-09	0.381161234326329	0.586	0.35	2.52208604710258e-05	NC.1	lsp1b
nop56	1.27860278478203e-09	0.368780883534316	0.979	0.861	2.62164714991707e-05	NC.1	nop56
pum3	1.46759704170977e-09	0.361947435382165	0.731	0.519	3.00916097432171e-05	NC.1	pum3
mllt10	1.53065925944577e-09	0.389887717227317	0.986	0.883	3.1384637455676e-05	NC.1	mllt10
wasf3b	1.85830256689697e-09	0.402001819469855	0.759	0.534	3.81026358316555e-05	NC.1	wasf3b
mef2aa	2.18351933940878e-09	0.321447451005723	0.455	0.23	4.47708805352377e-05	NC.1	mef2aa
hspd1	2.84704395611991e-09	0.282438145105163	0.359	0.165	5.83757892762826e-05	NC.1	hspd1
gas2l1	3.13683817606292e-09	0.308343470466418	0.2	0.068	6.43177299619941e-05	NC.1	gas2l1
BX927333.1	3.54660648101243e-09	0.329523270036451	0.269	0.109	7.2719619286679e-05	NC.1	BX927333.1
si:ch211-263k4.2.1	4.04929319722898e-09	0.282714918155586	0.2	0.068	8.30267077159831e-05	NC.1	si:ch211-263k4.2.1
tbc1d1	4.36231235876352e-09	0.362822273050995	0.379	0.19	8.94448526040871e-05	NC.1	tbc1d1
ccnjl	5.12416588011008e-09	0.450574974697964	0.703	0.494	0.000105065897205777	NC.1	ccnjl
mybbp1a	1.54758678006631e-08	0.469176884989086	0.759	0.59	0.000317317193384797	NC.1	mybbp1a
glceb	1.75367438697864e-08	0.316188765938994	0.593	0.36	0.000359573396306099	NC.1	glceb
prom1a	1.91241226272944e-08	0.272065451378849	0.241	0.098	0.000392121010350044	NC.1	prom1a
cnp	1.9443349623504e-08	0.371148273964045	0.469	0.269	0.000398666440680325	NC.1	cnp
ror2	2.0056118770363e-08	0.536558009612953	0.731	0.538	0.000411230659267524	NC.1	ror2
arrb1	2.31581506528618e-08	0.268010554331763	0.207	0.076	0.000474834720986279	NC.1	arrb1
si:ch211-13k12.2	2.53324325045461e-08	0.423796027833662	0.697	0.496	0.000519416196073214	NC.1	si:ch211-13k12.2
gmps	2.61075488456049e-08	0.443769513488167	0.8	0.636	0.000535309181530283	NC.1	gmps
foxn2b	2.96323052758925e-08	0.34833315467627	0.407	0.215	0.000607580787376899	NC.1	foxn2b
stt3b	3.39453355076226e-08	0.41759313288726	0.869	0.77	0.000696015159248293	NC.1	stt3b
lrp1ab	4.37778373393383e-08	0.384070893179135	0.869	0.786	0.000897620776805793	NC.1	lrp1ab
hnrnpm	4.85738192307602e-08	0.383409353482886	0.938	0.863	0.000995957589507507	NC.1	hnrnpm
camsap2a	5.80079634089098e-08	0.378054584132193	0.428	0.245	0.00118939528173629	NC.1	camsap2a
gtdc1	6.29752430252983e-08	0.351591122236801	0.393	0.213	0.00129124438299072	NC.1	gtdc1
ptprk	6.91928391370984e-08	0.380636720185623	0.579	0.378	0.00141872997366707	NC.1	ptprk
polr1a	7.00789651799527e-08	0.378203306756575	0.676	0.458	0.00143689910204975	NC.1	polr1a
ctps1a	7.13086507446735e-08	0.350671139379043	0.91	0.77	0.00146211257486879	NC.1	ctps1a
pprc1	7.88747459084745e-08	0.357843037049428	0.621	0.416	0.00161724779010736	NC.1	pprc1
zgc:92242	8.7030628430033e-08	0.416299627826649	0.579	0.371	0.0017844760053294	NC.1	zgc:92242
XKR4	8.86690592793108e-08	1.043452897246	0.386	0.202	0.00181807039146299	NC.1	XKR4
pard3ba	9.7136647416591e-08	0.272640000807907	0.214	0.084	0.00199168981862978	NC.1	pard3ba
ptbp2b	9.89878442484558e-08	0.339185449920702	0.634	0.439	0.00202964675847034	NC.1	ptbp2b
nf1b	1.11588277392911e-07	0.373388789019431	0.607	0.416	0.00228800603966425	NC.1	nf1b
ephb4a	1.23514724314046e-07	0.357849722027017	0.869	0.666	0.0025325459073352	NC.1	ephb4a
ephb4b	1.41071357676077e-07	0.45986200642875	0.476	0.294	0.00289252711779028	NC.1	ephb4b
pwp2h	1.71733983443102e-07	0.428311249650233	0.786	0.653	0.00352123359651736	NC.1	pwp2h
tmeff2a	1.96989909773899e-07	0.316138766422771	0.159	0.054	0.00403908111000402	NC.1	tmeff2a
noc2l	1.97627706142048e-07	0.342043189188703	0.752	0.558	0.00405215848673654	NC.1	noc2l
cwc27	2.31639961118636e-07	0.350757060522997	0.621	0.437	0.00474954576277652	NC.1	cwc27
si:ch211-114l13.7	2.38101206010462e-07	0.338494683803804	0.338	0.182	0.00488202712803851	NC.1	si:ch211-114l13.7
sptbn2	2.59142873577208e-07	0.385125543795395	0.566	0.376	0.00531346547982707	NC.1	sptbn2
zgc:101566	2.94988538125787e-07	0.285467938311757	0.297	0.141	0.00604844498573113	NC.1	zgc:101566
sulf1	3.32813113200428e-07	0.442494055138124	0.683	0.488	0.00682400007306158	NC.1	sulf1
slc39a14	3.62029800922816e-07	0.562808227560685	0.538	0.363	0.00742305903812143	NC.1	slc39a14
cers2b	3.62671977316462e-07	0.315431458941383	0.407	0.232	0.00743622622289674	NC.1	cers2b
bms1	4.26266579961117e-07	0.374858107302543	0.51	0.327	0.00874016995552275	NC.1	bms1
st8sia6	4.5688334937176e-07	0.33544583411969	0.386	0.212	0.00936793619551858	NC.1	st8sia6
pou2f2a.1	5.16913098327124e-07	0.433651200108282	0.552	0.354	0.0105987861680994	NC.1	pou2f2a.1
tlcd3a	5.21282832762132e-07	0.308913164174683	0.497	0.302	0.0106883832029548	NC.1	tlcd3a
cd276	5.46750785868198e-07	0.265517030406953	0.345	0.18	0.0112105781134415	NC.1	cd276
prmt1	5.55293891184742e-07	0.290378367360217	0.738	0.565	0.0113857459448519	NC.1	prmt1
smurf1	7.33949839709807e-07	0.351374274693841	0.759	0.604	0.0150489075134099	NC.1	smurf1
erbb3b	7.88347449256044e-07	0.306183852615031	0.172	0.066	0.0161642760995459	NC.1	erbb3b
ncoa2	8.32302548582661e-07	0.358707376691818	0.959	0.951	0.0170655314561389	NC.1	ncoa2
marcksl1b	8.46725992972424e-07	0.355598086016191	0.538	0.345	0.0173612697599066	NC.1	marcksl1b
prkcbp1l	8.82315503224553e-07	0.367658425653927	0.669	0.49	0.0180909970781162	NC.1	prkcbp1l
si:ch73-335l21.1	8.85204565273655e-07	0.383548396832217	0.531	0.365	0.018150234406371	NC.1	si:ch73-335l21.1
her9	1.15017309494738e-06	0.525077559553665	0.428	0.265	0.0235831491388011	NC.1	her9
pcdh2g28	1.19712782105052e-06	0.378033196772513	0.428	0.259	0.0245459088428199	NC.1	pcdh2g28
mgat4a	1.31997951531041e-06	0.323814617260014	0.497	0.313	0.0270648599819246	NC.1	mgat4a
ARHGEF17	1.43372166620507e-06	0.262927922914444	0.4	0.228	0.0293970290438687	NC.1	ARHGEF17
nol6	1.43624622955053e-06	0.276332715106524	0.6	0.396	0.0294487926907041	NC.1	nol6
rgs12a	1.45767914853814e-06	0.358674093650242	0.593	0.435	0.029888253261626	NC.1	rgs12a
jmjd1cb	1.71851807986228e-06	0.340726937844607	0.924	0.842	0.0352364947094961	NC.1	jmjd1cb
dhx36	1.8292151559179e-06	0.335874081797368	0.807	0.646	0.0375062275569406	NC.1	dhx36
MYO1D	1.87062949390424e-06	0.322845797340057	0.497	0.31	0.0383553871430125	NC.1	MYO1D
cfdp1	2.10681751166035e-06	0.353907607052786	0.738	0.578	0.0431981862590838	NC.1	cfdp1
trmt6	2.45556293468601e-06	0.292868516200716	0.469	0.296	0.050348862412802	NC.1	trmt6
pdcd11	2.48155091855129e-06	0.29336676565381	0.669	0.491	0.0508817200339756	NC.1	pdcd11
nop2	3.05490597585862e-06	0.325177498665863	0.586	0.417	0.0626377921290051	NC.1	nop2
mthfd1l	3.19288793706456e-06	0.254331212090846	0.359	0.201	0.0654669742615717	NC.1	mthfd1l
wdr36	3.7542248573081e-06	0.341318248476697	0.766	0.605	0.0769766264742452	NC.1	wdr36
ncl	4.933946680587e-06	0.309185669467739	0.883	0.748	0.101165642738756	NC.1	ncl
slc36a1	5.58953346504704e-06	0.259579020734562	0.359	0.202	0.114607794167325	NC.1	slc36a1
gnao1a	6.069017603338e-06	0.337743475746796	0.49	0.31	0.124439136938842	NC.1	gnao1a
rbm19	6.37087031038188e-06	0.288435128921364	0.524	0.343	0.13062832484407	NC.1	rbm19
asap1a	6.56261644886968e-06	0.354963454993592	0.772	0.637	0.134559887667624	NC.1	asap1a
pgpep1	7.07555591572496e-06	0.254649109128891	0.303	0.163	0.145077198496025	NC.1	pgpep1
stat1a	7.10002871507709e-06	0.25687345347967	0.359	0.202	0.145578988773941	NC.1	stat1a
atp1b2a	7.35116405612373e-06	0.254906588770269	0.372	0.217	0.150728267806761	NC.1	atp1b2a
rab30	9.35941661261918e-06	0.259252800194455	0.614	0.419	0.191905478225144	NC.1	rab30
zeb1b	9.49524627210856e-06	0.259584192755504	0.938	0.771	0.194690529563314	NC.1	zeb1b
heatr1	1.07298450473213e-05	0.298013227793583	0.731	0.588	0.220004742850276	NC.1	heatr1
ptbp3	1.08365819822337e-05	0.264574942532151	0.786	0.615	0.22219327696372	NC.1	ptbp3
dbn1	1.27425553734205e-05	0.286958610628897	0.703	0.512	0.261273355376615	NC.1	dbn1
col4a5	1.35666335215196e-05	0.559805901952986	0.607	0.496	0.278170253725239	NC.1	col4a5
btbd7	1.41015925729689e-05	0.288416317498592	0.414	0.259	0.289139054116154	NC.1	btbd7
rbm28	1.52164824441338e-05	0.321262679611914	0.724	0.585	0.31199875603452	NC.1	rbm28
eef1b2	1.54313484151438e-05	0.293523207931681	0.897	0.791	0.316404367904108	NC.1	eef1b2
kirrel1a	1.70630478489915e-05	0.36220822961083	0.766	0.631	0.349860733095722	NC.1	kirrel1a
